id	fragment_scans	mz	rt	height	has_MSMS_scan
7	2	117.96974	1.0338	876800	TRUE
8	2	158.97248	1.0337	847600	TRUE
9	2	141.98334	1.0371	1057000	TRUE
10	2	141.99359	1.0337	1109000	TRUE
11	6	139.98791	1.0415	2653000	TRUE
12	2	199.99913	1.0337	829200	TRUE
13	10	143.95898	1.0531	3559000	TRUE
14	7	100.96697	1.0425	2687000	TRUE
15	2	145.95447	1.0327	1222000	TRUE
16	6	161.96959	1.0322	1556000	TRUE
17	6	162.96743	1.0398	3378000	TRUE
18	2	115.96405	1.0377	859000	TRUE
19	0	185.98879	1.0377	773300	FALSE
20	7	116.9619	1.0347	1586000	TRUE
21	5	117.97971	1.0377	1001000	TRUE
22	14	116.97187	1.0355	1542000	TRUE
23	4	121.94087	1.0402	2499000	TRUE
24	4	139.95145	1.0377	1523000	TRUE
25	7	140.99576	1.042	1834000	TRUE
26	12	186.98099	1.069	5166000	TRUE
27	2	140.98576	1.0358	1149000	TRUE
28	16	184.98553	1.0681	12500000	TRUE
30	1	142.99118	1.0358	812500	TRUE
31	1	188.97855	1.0358	726400	TRUE
53	7	112.00618	1.0674	115400000	TRUE
55	422	130.0168	1.0712	74700000	TRUE
58	40	111.00944	1.0671	105400000	TRUE
63	273	110.00863	1.0683	826700000	TRUE
64	39	100.02428	1.0685	14550000	TRUE
65	230	128.01923	1.0692	492100000	TRUE
66	29	182.9623	1.0729	13840000	TRUE
68	349	129.02005	1.0707	65390000	TRUE
69	0	201.97635	1.0663	3041000	FALSE
72	2	124.0408	1.0712	3384000	TRUE
73	30	152.03852	1.0685	26160000	TRUE
74	220	156.01417	1.0699	57760000	TRUE
80	38	142.03492	1.074	12640000	TRUE
81	37	146.02983	1.0672	9494000	TRUE
83	21	223.98895	1.0683	68120000	TRUE
84	15	147.01385	1.0698	7230000	TRUE
86	29	165.05088	1.0698	8386000	TRUE
88	55	107.00077	1.0685	19830000	TRUE
96	22	218.98366	1.0678	122400000	TRUE
98	26	111.01194	1.0689	26680000	TRUE
101	34	170.0298	1.0689	10440000	TRUE
102	30	152.03606	1.0676	65700000	TRUE
104	44	200.9729	1.0703	77740000	TRUE
105	18	169.0458	1.0709	6845000	TRUE
106	29	114.98758	1.0687	32250000	TRUE
109	20	241.99963	1.0694	101600000	TRUE
111	14	201.97412	1.0691	20280000	TRUE
112	9	116.98515	1.071	3863000	TRUE
118	32	105.00322	1.0722	116300000	TRUE
119	28	132.99818	1.0696	54340000	TRUE
121	28	123.04031	1.0684	21310000	TRUE
122	31	151.03524	1.0708	487300000	TRUE
123	49	124.02433	1.0724	16420000	TRUE
124	40	106.00402	1.0717	16060000	TRUE
127	35	129.02242	1.0705	16140000	TRUE
136	17	153.03279	1.0751	70720000	TRUE
144	242	216.95063	1.074	88210000	TRUE
147	5	106.96311	1.082	3334000	TRUE
155	35	239.96662	1.0765	54390000	TRUE
161	71	126.98959	1.0801	9004000	TRUE
162	4	149.9528	1.0877	3660000	TRUE
165	14	140.00191	1.0827	4200000	TRUE
166	32	185.98338	1.0652	15630000	TRUE
171	35	129.97912	1.0803	6807000	TRUE
173	56	130.96515	1.0839	17480000	TRUE
177	36	148.97574	1.0866	6553000	TRUE
179	39	125.98623	1.0843	266700000	TRUE
180	38	171.99166	1.0794	10120000	TRUE
181	43	102.9702	1.0848	96300000	TRUE
183	232	214.91761	1.0842	27110000	TRUE
184	234	143.99682	1.0838	23200000	TRUE
185	47	120.98079	1.0817	14480000	TRUE
187	33	255.94417	1.0847	7955000	TRUE
188	328	232.92819	1.0853	9244000	TRUE
189	1	167.01278	1.0834	42810000	TRUE
193	28	144.95687	1.0606	11500000	TRUE
203	1	281.19082	1.1297	462800	TRUE
204	2	158.96404	1.1384	6910000	TRUE
206	24	116.07056	1.1271	10870000	TRUE
208	5	140.06821	1.1266	3558000	TRUE
209	0	294.93902	1.1274	3548000	FALSE
211	0	362.92651	1.1274	4590000	FALSE
212	0	424.89702	1.1274	1569000	FALSE
213	0	430.91393	1.1274	6539000	FALSE
214	3	226.95154	1.1359	20310000	TRUE
217	1	288.92229	1.1294	3539000	TRUE
218	0	356.90958	1.1253	1318000	FALSE
219	45	130.08625	1.1303	63480000	TRUE
229	1	198.95701	1.1276	470500	TRUE
237	1	144.06316	1.1443	1139000	TRUE
253	1	122.08114	1.1709	913200	TRUE
270	4	156.04215	1.1574	2276000	TRUE
314	1	176.09171	1.1883	6540000	TRUE
328	1	258.92501	1.1979	558300	TRUE
341	1	146.0812	1.192	4053000	TRUE
354	1	286.92109	1.2044	436800	TRUE
355	5	234.95172	1.2022	1504000	TRUE
356	3	263.90515	1.2043	584700	TRUE
357	1	235.96335	1.2065	431900	TRUE
391	7	172.95225	1.2351	2113000	TRUE
393	8	227.93841	1.2052	350900	TRUE
397	15	104.07053	1.2137	4074000	TRUE
403	2	193.93	1.2093	1252000	TRUE
407	10	177.95739	1.2192	2100000	TRUE
430	18	131.05304	1.2267	14680000	TRUE
450	37	148.06038	1.2297	968700000	TRUE
464	35	102.05488	1.2329	67520000	TRUE
483	18	154.94166	1.227	3022000	TRUE
508	23	132.06551	1.2453	4849000	TRUE
514	54	145.04955	1.2507	2852000	TRUE
520	1	198.90891	1.2535	964700	TRUE
527	60	127.03895	1.2509	3063000	TRUE
548	47	114.05491	1.2623	4426000	TRUE
549	20	116.07055	1.2565	8489000	TRUE
583	12	158.08119	1.2692	1812000	TRUE
667	55	146.08118	1.2946	16300000	TRUE
668	23	104.07054	1.2917	11300000	TRUE
718	39	177.00702	1.3032	10090000	TRUE
730	18	102.09128	1.3091	13920000	TRUE
748	35	126.05493	1.3141	3182000	TRUE
798	40	176.09175	1.3281	30460000	TRUE
823	2	118.0862	1.3463	74210000	TRUE
829	2	119.08958	1.3464	4105000	TRUE
830	34	101.05965	1.3427	10280000	TRUE
876	66	116.07054	1.3708	854700000	TRUE
891	6	154.94168	1.3548	1218000	TRUE
892	62	117.05458	1.388	3090000	TRUE
902	36	107.00077	1.4069	469600	TRUE
903	8	176.09174	1.3964	9679000	TRUE
907	10	136.95318	1.4016	2056000	TRUE
909	40	118.94256	1.3959	6044000	TRUE
926	11	135.94535	1.4046	1612000	TRUE
938	54	140.07061	1.4146	9274000	TRUE
941	10	152.99745	1.4332	322400	TRUE
947	9	116.94722	1.417	482000	TRUE
959	24	119.08958	1.4242	5487000	TRUE
961	18	118.08621	1.4259	101900000	TRUE
974	4	246.23292	1.4318	8003000	TRUE
979	3	172.97589	1.4322	1036000	TRUE
996	19	234.95334	1.4343	2367000	TRUE
1008	2	127.07463	1.4382	1492000	TRUE
1018	10	114.09131	1.4413	1561000	TRUE
1026	0	134.98687	1.4649	626100	FALSE
1027	3	149.96107	1.4383	350800	TRUE
1033	12	120.98081	1.4697	2198000	TRUE
1035	16	116.98593	1.467	571200	TRUE
1044	9	146.93754	1.4742	1050000	TRUE
1045	12	329.32357	1.4593	3725000	TRUE
1074	12	227.21899	1.4876	15810000	TRUE
1075	23	245.22958	1.4713	51250000	TRUE
1087	69	118.94257	1.4859	6286000	TRUE
1088	10	136.95319	1.486	2021000	TRUE
1089	11	148.97574	1.4813	1274000	TRUE
1090	9	116.94725	1.4751	437700	TRUE
1091	1	164.9481	1.478	847700	TRUE
1093	69	130.96517	1.4862	2574000	TRUE
1110	7	106.9631	1.4897	363300	TRUE
1111	0	330.32713	1.4833	838200	FALSE
1141	16	116.96619	1.5244	625000	TRUE
1146	31	140.06821	1.5304	4032000	TRUE
1150	39	119.08955	1.5307	40830000	TRUE
1152	39	118.08619	1.5298	738700000	TRUE
1155	0	118.08874	1.5341	6427000	FALSE
1158	12	120.9808	1.5275	2034000	TRUE
1159	2	246.23293	1.5343	8183000	TRUE
1183	0	247.22645	1.5506	1789000	FALSE
1191	10	106.00402	1.57	430800	TRUE
1193	81	128.07059	1.5486	4704000	TRUE
1204	7	164.97004	1.5783	282100	TRUE
1205	16	182.98071	1.5733	326500	TRUE
1209	7	176.09172	1.5599	2035000	TRUE
1211	30	132.1019	1.5603	273700000	TRUE
1213	78	118.94257	1.5999	6350000	TRUE
1218	18	106.9631	1.5803	384800	TRUE
1227	33	146.93753	1.5884	1179000	TRUE
1230	2	149.9611	1.5805	337900	TRUE
1231	21	135.94536	1.5835	1897000	TRUE
1235	14	102.9702	1.5921	11330000	TRUE
1236	21	107.00077	1.5848	502100	TRUE
1237	2	126.99817	1.5887	935400	TRUE
1240	50	136.95318	1.5931	2123000	TRUE
1243	49	148.97574	1.5916	1378000	TRUE
1247	42	163.94026	1.5889	1210000	TRUE
1251	6	153.05416	1.5969	2513000	TRUE
1255	7	153.95594	1.5955	400300	TRUE
1257	19	114.9876	1.5904	619800	TRUE
1261	58	110.05999	1.5999	61740000	TRUE
1266	7	120.9808	1.5992	2040000	TRUE
1281	2	246.22911	1.61	2411000	TRUE
1283	2	164.94809	1.6049	818100	TRUE
1284	10	273.26091	1.5924	809800	TRUE
1285	15	116.07057	1.6203	7626000	TRUE
1302	9	116.98591	1.603	492200	TRUE
1303	0	330.32713	1.6011	744700	FALSE
1318	8	108.98756	1.6189	419400	TRUE
1320	20	105.00322	1.5889	2586000	TRUE
1321	120	130.96518	1.592	2721000	TRUE
1322	13	132.99819	1.6187	1249000	TRUE
1323	1	228.22233	1.6279	2314000	TRUE
1324	12	245.22957	1.6182	48890000	TRUE
1331	20	227.21898	1.632	14530000	TRUE
1345	107	113.0345	1.6465	1.89e+08	TRUE
1363	2	141.05445	1.6474	2445000	TRUE
1384	72	130.08625	1.6497	220500000	TRUE
1391	44	174.11246	1.647	4945000	TRUE
1400	25	176.09171	1.6516	4275000	TRUE
1422	27	102.05488	1.6539	8307000	TRUE
1448	87	124.03928	1.6668	109300000	TRUE
1460	3	143.07028	1.6892	1553000	TRUE
1477	24	128.10698	1.7081	7823000	TRUE
1486	5	101.05964	1.7259	770800	TRUE
1499	30	116.07056	1.7365	5408000	TRUE
1524	7	128.0706	1.7695	1949000	TRUE
1537	9	174.11248	1.7795	1015000	TRUE
1569	16	168.06553	1.8117	2478000	TRUE
1579	20	182.11757	1.8201	1575000	TRUE
1580	1	154.08628	1.8169	854000	TRUE
1585	1	159.11284	1.8268	676800	TRUE
1587	0	112.03926	1.828	779500	FALSE
1601	4	158.11758	1.8381	1380000	TRUE
1614	0	138.05491	1.8427	901600	FALSE
1637	26	152.0706	1.8668	3529000	TRUE
1665	11	174.11248	1.8791	818600	TRUE
1672	1	129.05223	1.8727	469600	TRUE
1676	4	144.10191	1.8868	920800	TRUE
1706	33	224.12818	1.9207	2191000	TRUE
1727	4	113.05966	1.9427	576400	TRUE
1779	3	198.00741	2.0291	893000	TRUE
1782	1	218.9587	2.0302	698000	TRUE
1784	1	125.05971	2.0336	740600	TRUE
1785	3	187.00877	2.0304	1088000	TRUE
1786	3	202.98633	2.0317	915100	TRUE
1788	15	143.07029	2.0345	2142000	TRUE
1789	2	156.98079	2.0329	733300	TRUE
1790	3	174.99138	2.0314	865500	TRUE
1792	15	101.02326	2.0355	1196000	TRUE
1797	16	146.15395	2.0518	1185000	TRUE
1857	43	123.04402	2.094	48190000	TRUE
1862	30	137.0597	2.0944	2331000	TRUE
1879	11	116.07056	2.0972	4704000	TRUE
1887	13	214.98643	2.1029	1430000	TRUE
1905	19	113.0345	2.1121	7336000	TRUE
1932	29	115.07532	2.1732	1132000	TRUE
1946	43	132.10188	2.1757	759500000	TRUE
1962	78	121.06476	2.1917	37720000	TRUE
1987	1	132.06555	2.2349	989800	TRUE
2019	142	132.10187	2.2988	897700000	TRUE
2044	6	176.09172	2.3587	580000	TRUE
2045	8	106.96309	2.3953	249900	TRUE
2077	36	142.12267	2.4813	3874000	TRUE
2085	9	172.1332	2.4887	575500	TRUE
2090	19	130.96517	2.5191	1634000	TRUE
2098	4	148.97572	2.518	853500	TRUE
2116	5	173.07846	2.5921	633100	TRUE
2134	1	144.06554	2.6201	1257000	TRUE
2135	2	173.16487	2.6165	2626000	TRUE
2137	7	148.97579	2.6116	878600	TRUE
2152	2	126.05494	2.6655	773100	TRUE
2157	81	194.11761	2.6687	3488000	TRUE
2187	50	121.06478	2.6775	4655000	TRUE
2188	5	144.06554	2.688	1758000	TRUE
2214	11	173.16486	2.6834	2525000	TRUE
2225	12	138.05497	2.6929	4176000	TRUE
2226	9	224.12819	2.6867	1825000	TRUE
2238	85	113.03451	2.6996	6499000	TRUE
2287	5	222.11255	2.7443	1243000	TRUE
2299	6	173.07847	2.6958	1964000	TRUE
2355	24	200.12817	2.7544	3450000	TRUE
2369	2	143.0703	2.7742	1170000	TRUE
2429	40	224.12819	2.7912	3494000	TRUE
2445	7	222.11255	2.7997	1162000	TRUE
2471	3	143.07031	2.8317	1360000	TRUE
2547	16	173.07847	2.8755	3155000	TRUE
2549	12	151.09652	2.8764	2779000	TRUE
2551	3	196.15439	2.8757	2846000	TRUE
2558	56	194.11761	2.8769	8251000	TRUE
2583	0	168.12306	2.8857	1185000	FALSE
2639	6	101.05966	2.9056	935700	TRUE
2643	19	222.11255	2.9363	2182000	TRUE
2668	26	194.1176	2.964	6100000	TRUE
2700	13	222.11254	3.0106	2976000	TRUE
2706	1	125.09689	3.0348	476000	TRUE
2707	1	171.10293	3.0427	1017000	TRUE
2713	42	173.16482	3.0342	32750000	TRUE
2724	4	143.0703	3.0583	1379000	TRUE
2727	8	121.06474	3.0448	2270000	TRUE
2739	20	149.05972	3.0432	12680000	TRUE
2741	115	166.08619	3.0425	1.357e+09	TRUE
2768	9	194.11757	3.0576	2118000	TRUE
2817	26	143.0703	3.1108	1311000	TRUE
2847	1	174.14886	3.1453	1111000	TRUE
2887	71	100.07563	3.1886	14720000	TRUE
2931	31	158.0812	3.2388	3441000	TRUE
2935	14	222.11254	3.2395	1946000	TRUE
2983	24	240.18062	3.3117	5361000	TRUE
2984	29	217.10465	3.312	5773000	TRUE
2985	31	195.12276	3.312	7458000	TRUE
3062	22	152.07064	3.4086	7076000	TRUE
3137	32	115.07533	3.5498	3349000	TRUE
3165	1	128.107	3.5953	814700	TRUE
3176	10	145.13357	3.5985	2270000	TRUE
3189	10	158.0812	3.6241	1145000	TRUE
3205	11	127.07535	3.6721	1891000	TRUE
3235	19	118.06509	3.6887	5900000	TRUE
3258	5	256.17548	3.6991	1245000	TRUE
3259	6	224.12818	3.6886	1577000	TRUE
3266	6	261.13072	3.6972	1631000	TRUE
3267	16	239.14897	3.6998	2905000	TRUE
3268	11	284.20685	3.6997	1858000	TRUE
3340	19	109.10111	3.8115	30010000	TRUE
3343	30	154.12263	3.8147	6e+08	TRUE
3344	30	155.10665	3.8107	31950000	TRUE
3345	34	155.12597	3.8095	59490000	TRUE
3355	90	172.13311	3.8201	4.816e+09	TRUE
3387	11	114.0913	3.8647	2959000	TRUE
3390	15	158.11757	3.8756	4043000	TRUE
3421	67	114.0913	3.9551	2690000	TRUE
3454	14	156.10192	4.0076	1998000	TRUE
3457	19	283.17524	4.0314	1556000	TRUE
3459	1	305.15726	4.0326	682400	TRUE
3460	19	300.20181	4.0318	2203000	TRUE
3465	2	314.18105	4.0487	1239000	TRUE
3498	1	253.16474	4.1503	493600	TRUE
3532	14	186.03417	4.2332	740600	TRUE
3539	51	214.9876	4.2482	1923000	TRUE
3567	34	214.98761	4.2892	1855000	TRUE
3570	9	186.03414	4.3082	742600	TRUE
3577	12	327.20148	4.3278	3062000	TRUE
3578	19	344.22803	4.3278	7808000	TRUE
3579	1	345.23138	4.3275	1393000	TRUE
3580	0	372.25937	4.3287	1483000	FALSE
3586	6	358.20732	4.3492	2653000	TRUE
3591	1	194.11759	4.3672	1373000	TRUE
3628	1	314.21747	4.4704	389800	TRUE
3631	4	158.09644	4.4789	1964000	TRUE
3654	27	388.25426	4.5919	61250000	TRUE
3657	17	371.2277	4.5923	13710000	TRUE
3660	4	389.25763	4.5923	11160000	TRUE
3682	10	402.23355	4.615	5997000	TRUE
3691	2	267.18032	4.6363	509100	TRUE
3716	9	211.13293	4.745	1666000	TRUE
3744	31	432.28043	4.827	167300000	TRUE
3749	16	415.25391	4.8262	23390000	TRUE
3750	4	433.28391	4.8262	33580000	TRUE
3760	10	446.2598	4.8514	10440000	TRUE
3777	1	193.12235	4.9463	825300	TRUE
3792	15	227.12786	4.9649	1741000	TRUE
3793	7	209.11728	4.9637	1194000	TRUE
3803	7	256.19078	5.0075	278500	TRUE
3814	5	477.31014	5.0379	54820000	TRUE
3817	39	476.30668	5.0379	245900000	TRUE
3823	12	490.286	5.0627	10960000	TRUE
3841	13	211.13292	5.1102	1953000	TRUE
3851	3	227.12786	5.1419	676000	TRUE
3867	2	372.25941	5.1718	397300	TRUE
3889	30	520.3329	5.228	253500000	TRUE
3890	7	521.33639	5.2284	62310000	TRUE
3932	31	564.35908	5.4022	212700000	TRUE
3947	0	183.16177	5.4696	333200	FALSE
3961	2	182.19033	5.4946	467000	TRUE
3972	41	207.15911	5.511	1199000	TRUE
3979	11	251.18536	5.5237	765900	TRUE
3980	5	273.16728	5.5351	731200	TRUE
3987	32	608.38533	5.564	141700000	TRUE
3995	3	229.141	5.5806	539800	TRUE
4059	8	140.107	5.7293	27910000	TRUE
4088	5	194.11758	5.7868	1104000	TRUE
4090	1	164.13624	5.818	414000	TRUE
4092	15	208.19076	5.8165	864600	TRUE
4094	27	185.11483	5.8192	1056000	TRUE
4096	88	163.13287	5.8212	3782000	TRUE
4098	1	140.107	5.8438	10930000	TRUE
4101	26	180.15942	5.8189	949100	TRUE
4112	21	357.23582	5.8507	30780000	TRUE
4113	22	696.43766	5.8495	27040000	TRUE
4128	20	154.12265	5.8551	44500000	TRUE
4173	7	269.15744	5.9581	897900	TRUE
4182	13	370.73569	5.978	9616000	TRUE
4184	21	379.24894	5.9787	25480000	TRUE
4235	25	401.26206	6.0988	19500000	TRUE
4237	4	401.76382	6.0997	7694000	TRUE
4238	11	784.4902	6.0986	4765000	TRUE
4284	7	207.15912	6.2105	813400	TRUE
4296	15	423.2752	6.2129	13830000	TRUE
4297	5	423.77692	6.2119	5578000	TRUE
4300	8	414.76195	6.2127	3932000	TRUE
4307	1	385.21981	6.2398	594100	TRUE
4342	14	445.28836	6.3195	8735000	TRUE
4373	11	219.21485	6.4165	2133000	TRUE
4374	112	218.21149	6.4169	15660000	TRUE
4375	35	174.18523	6.4201	1935000	TRUE
4378	12	467.30159	6.4192	5216000	TRUE
4390	1	233.07847	6.4443	442300	TRUE
4415	2	227.12784	6.4713	922600	TRUE
4431	3	252.09075	6.5037	361100	TRUE
4434	8	489.31455	6.5158	3055000	TRUE
4453	25	154.12265	6.5391	26260000	TRUE
4472	4	511.32767	6.6053	1602000	TRUE
4477	4	262.23774	6.6294	732000	TRUE
4484	1	235.20974	6.6483	574000	TRUE
4486	31	234.20642	6.648	3823000	TRUE
4562	24	367.20926	6.8127	1175000	TRUE
4677	12	367.20919	7.0079	926800	TRUE
4745	16	367.20927	7.1968	801200	TRUE
4767	9	311.16499	7.2272	412900	TRUE
4783	24	367.20926	7.2574	806900	TRUE
4802	0	232.22714	7.3002	320000	FALSE
4815	2	277.12826	7.3796	455900	TRUE
4816	15	299.11023	7.3781	814400	TRUE
4818	4	322.18615	7.3797	652300	TRUE
4824	1	230.17511	7.3884	510900	TRUE
4838	1	274.20135	7.4607	569700	TRUE
4839	1	211.13289	7.4616	374300	TRUE
4843	20	271.17253	7.4973	479100	TRUE
4851	18	191.16415	7.4892	671900	TRUE
4856	18	151.11176	7.5523	471900	TRUE
4857	37	109.06473	7.5539	646000	TRUE
4859	1	371.24056	7.5712	501900	TRUE
4869	0	214.14945	7.6216	494800	FALSE
4870	1	192.16754	7.62	722700	TRUE
4871	32	236.22204	7.6201	1853000	TRUE
4872	69	213.14606	7.6204	4718000	TRUE
4873	2	173.15358	7.6231	466800	TRUE
4874	158	191.16415	7.6216	6533000	TRUE
4875	37	208.19073	7.6216	1273000	TRUE
4876	5	115.11169	7.6207	432600	TRUE
4882	5	194.11755	7.6481	996000	TRUE
4909	8	209.15361	7.7212	437400	TRUE
4963	4	376.2021	7.8628	382700	TRUE
4970	5	242.28426	7.9342	571100	TRUE
4996	12	242.28426	7.9981	496100	TRUE
5006	2	387.27425	8.0494	365200	TRUE
5008	14	261.10974	8.0653	404100	TRUE
5010	1	248.24984	8.0752	469000	TRUE
5011	159	246.24274	8.0752	52590000	TRUE
5012	27	247.24607	8.0752	7952000	TRUE
5013	3	268.22473	8.0752	427800	TRUE
5014	8	228.23216	8.0748	527200	TRUE
5015	0	246.25063	8.0752	413400	FALSE
5019	0	246.23475	8.0765	502100	FALSE
5026	11	203.21989	8.1055	914700	TRUE
5027	21	226.18015	8.1055	3645000	TRUE
5028	22	244.19075	8.1055	2800000	TRUE
5029	19	266.17267	8.105	2913000	TRUE
5030	1	198.18524	8.1059	565600	TRUE
5031	64	202.21653	8.1063	6642000	TRUE
5032	2	227.1835	8.1059	542800	TRUE
5033	2	245.19407	8.1079	436600	TRUE
5050	9	369.26366	8.1812	565700	TRUE
5051	27	422.31137	8.1794	668600	TRUE
5052	9	405.28482	8.1788	492400	TRUE
5053	1	277.21621	8.1813	1013000	TRUE
5054	5	213.14864	8.1873	410700	TRUE
5056	103	427.26675	8.1833	7111000	TRUE
5061	1	428.27022	8.1841	1678000	TRUE
5066	16	387.27424	8.1881	695300	TRUE
5071	45	348.27455	8.1894	2685000	TRUE
5087	24	290.26902	8.2031	2072000	TRUE
5090	0	291.27233	8.2032	377900	FALSE
5093	5	263.241	8.2292	1866000	TRUE
5094	0	214.21653	8.2309	333300	FALSE
5095	119	262.23768	8.23	12460000	TRUE
5103	1	244.22708	8.2381	283700	TRUE
5114	3	244.22711	8.2959	410200	TRUE
5115	24	192.13826	8.3014	764300	TRUE
5117	1	405.28482	8.3116	318400	TRUE
5118	12	422.31136	8.3123	471200	TRUE
5119	4	369.26366	8.3132	405100	TRUE
5120	16	387.27422	8.3132	576900	TRUE
5121	66	427.26674	8.3136	6299000	TRUE
5122	2	428.27019	8.3135	1450000	TRUE
5123	14	242.28423	8.3165	471000	TRUE
5133	35	149.02332	8.3507	1669000	TRUE
5198	0	353.14546	8.5014	316400	FALSE
5200	19	186.22159	8.5192	669000	TRUE
5223	2	277.2162	8.591	488200	TRUE
5226	16	331.24799	8.5902	1327000	TRUE
5227	26	353.22994	8.5902	4437000	TRUE
5228	32	295.22682	8.5906	2914000	TRUE
5229	14	313.23742	8.5902	526300	TRUE
5230	14	296.23016	8.5906	589500	TRUE
5231	6	354.23328	8.5898	837400	TRUE
5232	1	375.21176	8.5898	344500	TRUE
5233	1	410.22154	8.5902	321500	TRUE
5234	9	348.27455	8.591	412700	TRUE
5236	6	173.17292	8.5976	445300	TRUE
5238	90	172.16955	8.5985	3660000	TRUE
5240	1	211.13285	8.6055	254500	TRUE
5251	0	159.15728	8.659	477000	FALSE
5252	107	158.15393	8.6598	4683000	TRUE
5255	1	249.20605	8.6655	314800	TRUE
5264	11	211.13287	8.7135	370100	TRUE
5266	6	277.21622	8.7238	794400	TRUE
5267	37	331.24799	8.7222	2657000	TRUE
5268	65	353.22994	8.7222	6383000	TRUE
5270	43	295.22683	8.7226	2543000	TRUE
5271	1	332.25131	8.7222	547400	TRUE
5272	12	296.23017	8.723	546400	TRUE
5273	25	313.23742	8.723	1424000	TRUE
5274	3	354.23328	8.7218	1224000	TRUE
5275	17	348.27456	8.723	546600	TRUE
5276	1	375.21176	8.723	374000	TRUE
5277	0	314.24077	8.7242	358300	FALSE
5278	4	185.11716	8.7209	341900	TRUE
5288	27	223.06365	8.7479	2394000	TRUE
5298	4	387.27422	8.7835	311900	TRUE
5299	23	260.25842	8.7863	2060000	TRUE
5302	0	261.26174	8.7851	367500	FALSE
5309	17	280.09671	8.8215	679400	TRUE
5310	60	279.09336	8.8228	3593000	TRUE
5315	16	255.15912	8.8465	610400	TRUE
5316	1	303.23607	8.8413	374200	TRUE
5317	19	302.23265	8.8426	1924000	TRUE
5318	35	250.17776	8.8601	1264000	TRUE
5319	87	228.19581	8.861	1185000	TRUE
5328	11	369.26366	8.8917	431400	TRUE
5333	8	276.25336	8.9167	562900	TRUE
5336	21	239.1826	8.9321	351300	TRUE
5341	130	427.26675	8.9255	5892000	TRUE
5344	39	405.28483	8.9303	724300	TRUE
5345	6	428.27021	8.9291	1335000	TRUE
5346	5	387.27425	8.9317	393800	TRUE
5372	324	297.18569	9.046	1061000	TRUE
5377	116	239.1826	9.0437	345800	TRUE
5386	21	177.05458	9.0797	485200	TRUE
5387	38	149.02332	9.0798	845200	TRUE
5389	12	223.0965	9.0793	446100	TRUE
5400	54	558.42136	9.1562	655100	TRUE
5423	4	179.10662	9.208	294400	TRUE
5427	1	342.30037	9.2384	343000	TRUE
5447	1	275.27743	9.2781	319200	TRUE
5448	6	274.27409	9.2828	2017000	TRUE
5458	5	230.24787	9.3231	271700	TRUE
5473	28	342.30036	9.3438	1248000	TRUE
5478	1	277.21619	9.3738	701200	TRUE
5479	52	295.22683	9.365	2634000	TRUE
5480	12	296.23021	9.3663	536100	TRUE
5481	3	348.27455	9.3688	499800	TRUE
5482	56	353.22992	9.3788	11060000	TRUE
5483	20	354.23325	9.3788	1992000	TRUE
5486	35	331.24799	9.4081	2324000	TRUE
5487	42	313.23745	9.4094	1201000	TRUE
5488	2	332.25126	9.4094	482500	TRUE
5491	0	277.28107	9.4276	212300	FALSE
5493	1	297.25938	9.4267	475600	TRUE
5513	0	274.25758	9.4293	829700	FALSE
5514	33	296.25598	9.4298	2625000	TRUE
5515	0	275.26755	9.4311	575300	FALSE
5520	0	274.29023	9.4311	934200	FALSE
5521	0	275.27284	9.4272	2576000	FALSE
5522	0	274.26473	9.4297	3427000	FALSE
5523	47	256.26349	9.4302	3555000	TRUE
5524	132	274.27393	9.4302	438400000	TRUE
5525	7	275.27731	9.4302	77320000	TRUE
5526	3	276.28091	9.4302	5191000	TRUE
5527	0	274.28336	9.4302	3298000	FALSE
5528	0	274.28617	9.4268	2693000	FALSE
5529	2	257.26655	9.431	642800	TRUE
5530	0	274.26134	9.4306	2455000	FALSE
5532	0	274.28871	9.4337	1386000	FALSE
5533	1	212.23729	9.4647	397300	TRUE
5534	0	275.28679	9.4332	602900	FALSE
5542	10	231.25118	9.4693	7900000	TRUE
5543	122	230.24783	9.4697	50920000	TRUE
5544	0	232.25471	9.4702	559500	FALSE
5545	17	295.16993	9.4843	574200	TRUE
5548	6	346.25892	9.5081	452700	TRUE
5552	1	256.26355	9.5148	371400	TRUE
5553	7	319.30363	9.5215	2028000	TRUE
5554	70	318.30034	9.522	10420000	TRUE
5555	15	291.27232	9.5396	24470000	TRUE
5556	0	290.2795	9.5396	961800	FALSE
5558	15	334.29529	9.5426	875200	TRUE
5559	29	242.24785	9.5389	3352000	TRUE
5560	123	290.26897	9.5409	136300000	TRUE
5561	0	290.25892	9.5405	974100	FALSE
5562	23	272.2585	9.5409	1942000	TRUE
5563	0	291.26729	9.5409	583200	FALSE
5607	1	243.25118	9.5442	547400	TRUE
5608	12	311.18535	9.5694	620800	TRUE
5609	11	256.26356	9.5647	855900	TRUE
5611	4	292.27607	9.54	1700000	TRUE
5613	4	242.24788	9.5813	3576000	TRUE
5615	1	291.27234	9.5804	25440000	TRUE
5619	5	209.15362	9.5976	339400	TRUE
5621	49	327.00823	9.6145	1287000	TRUE
5622	41	329.00529	9.6153	1231000	TRUE
5623	10	331.00234	9.6177	483700	TRUE
5625	4	374.06313	9.6132	437700	TRUE
5628	2	372.0661	9.6136	435100	TRUE
5630	99	302.26907	9.6186	1298000	TRUE
5634	13	324.28981	9.6337	480200	TRUE
5636	57	272.25849	9.645	2620000	TRUE
5637	21	254.24789	9.6454	1263000	TRUE
5638	3	273.26183	9.6459	528000	TRUE
