row ID	feature_group	mz	annotated	max_area	clique_id	MS2_isf_id	rt	rt_group	annotated_grp
227	727	193.035	no	2816000	139548_3	-227	1.1588	70	filtered
232	727	275.03811	no	3713000	139551_4	-232	1.1515	69	filtered
233	727	242.92547	has MS2	9003000	139550_3	-233	1.1502	69	filtered
234	727	326.88688	has MS2	3786000	139556_6	92	1.1502	69	filtered
235	727	394.87433	no	3162000	139557_5	-235	1.1515	69	filtered
236	727	207.05064	chimeric MS2	25500000	139559_6	92	1.1515	69	filtered
238	727	358.99953	chimeric MS2	10280000	139559_6	92	1.1515	69	filtered
239	727	510.94841	no	4645000	139559_6	-239	1.1515	69	filtered
240	727	478.83577	no	4604000	139558_6	-240	1.1502	69	filtered
241	727	209.00893	chimeric MS2	4008000	139564_6	92	1.1515	69	filtered
242	727	410.84829	has MS2	6208000	139565_5	92	1.1502	69	filtered
243	727	174.93799	no	3326000	139566_3	-243	1.1515	69	filtered
244	727	562.79715	no	3168000	139565_5	-244	1.1515	69	filtered
245	727	258.8994	has MS2	16510000	139567_6	92	1.1578	69	filtered
246	727	594.90976	chimeric MS2	5178000	139565_5	92	1.1515	69	filtered
247	727	442.96093	has MS2	4207000	139565_5	92	1.1515	69	filtered
248	727	578.77102	no	5332000	139571_7	-248	1.1578	69	filtered
249	727	342.86082	has MS2	7779000	139570_7	92	1.1588	70	filtered
250	727	494.8097	has MS2	8667000	139570_7	92	1.1578	69	filtered
251	727	291.01206	chimeric MS2	6097000	139570_7	92	1.1588	70	filtered
252	727	512.78146	has MS2	6208000	139573_9	92	1.1661	70	filtered
254	727	374.97347	chimeric MS2	13420000	139576_8	92	1.1588	70	filtered
255	727	185.06867	has MS2	16070000	139575_7	-255	1.1588	70	filtered
256	727	426.82221	has MS2	11410000	139577_9	92	1.1588	70	filtered
257	727	526.92234	chimeric MS2	5647000	139570_7	92	1.1588	70	filtered
258	727	190.91192	has MS2	17370000	139578_8	92	1.1588	70	filtered
259	727	360.83289	chimeric MS2	4143000	139585_9	92	1.1733	70	filtered
260	727	762.6675	no	4782000	139579_8	-260	1.1733	70	filtered
261	727	610.88367	chimeric MS2	6877000	139577_9	92	1.1588	70	filtered
262	727	223.02459	has MS2	52340000	139589_8	92	1.1663	70	filtered
263	727	218.04255	chimeric MS2	3560000	139591_5	92	1.1833	71	filtered
264	727	510.78362	has MS2	14550000	139586_10	92	1.1661	70	filtered
265	727	274.87334	has MS2	43970000	139589_8	92	1.1661	70	filtered
266	727	276.87146	chimeric MS2	9442000	139589_8	92	1.1661	70	filtered
267	727	458.9349	no	4858000	139587_10	-267	1.1588	70	filtered
268	727	225.0227	has MS2	7780000	139589_8	-268	1.1588	70	filtered
269	727	224.02793	no	4136000	139592_8	-269	1.1588	70	filtered
270	-270	156.04215	chimeric MS2	2276000	-270	92	1.1733	70	filtered
271	727	594.74498	no	7669000	139588_10	-271	1.1661	70	filtered
272	727	358.83476	has MS2	12960000	139595_11	92	1.1663	70	filtered
273	727	385.07747	no	3313000	-273	-273	1.1724	70	filtered
274	727	542.89628	has MS2	5928000	139588_10	92	1.1663	70	filtered
275	727	528.75544	no	10080000	139594_11	-275	1.1663	70	filtered
276	727	122.92448	has MS2	84170000	139597_6	92	1.1663	70	filtered
277	727	626.85755	chimeric MS2	8475000	139593_11	-277	1.1663	70	filtered
278	727	542.7315	no	24310000	139599_8	-278	1.1779	71	filtered
279	727	124.92261	has MS2	12860000	139595_11	92	1.1724	70	filtered
280	727	678.70612	chimeric MS2	5979000	139582_9	92	1.1661	70	filtered
281	727	460.76809	no	8590000	139598_8	-281	1.1733	70	filtered
282	727	206.88588	has MS2	36500000	139603_3	92	1.1733	70	filtered
283	727	306.986	has MS2	8143000	139604_3	-283	1.1724	70	filtered
284	727	390.94739	has MS2	11320000	139604_3	-284	1.1663	70	filtered
285	727	290.84729	no	73550000	139602_7	92	1.1779	71	filtered
286	727	374.80869	no	9960000	139602_7	-286	1.1779	71	filtered
287	727	347.12161	chimeric MS2	4867000	-287	440	1.1773	71	filtered
288	727	442.79615	no	18110000	139597_6	-288	1.1733	70	filtered
289	727	292.84543	chimeric MS2	23370000	139602_7	-289	1.1724	70	filtered
290	727	526.75755	no	24390000	139602_7	-290	1.1733	70	filtered
291	727	208.884	chimeric MS2	9137000	139603_3	-291	1.1733	70	filtered
292	727	458.77013	no	18420000	139601_7	-292	1.1779	71	filtered
293	727	392.94552	has MS2	4322000	139604_3	-293	1.1663	70	filtered
294	727	642.83139	no	5332000	139603_3	-294	1.1663	70	filtered
295	727	544.72943	no	13370000	139599_8	-295	1.1779	71	filtered
296	727	444.79407	has MS2	6841000	139594_11	-296	1.1663	70	filtered
297	-297	194.03266	no	5660000	-297	-297	1.1773	71	filtered
298	727	694.68008	no	5959000	139597_6	-298	1.1733	70	filtered
299	-299	231.98855	no	10610000	-299	-299	1.1773	71	filtered
300	-300	251.03075	no	23140000	-300	-300	1.1773	71	filtered
301	732	110.07121	chimeric MS2	5483000	139606_3	92	1.19	71	filtered
302	732	310.16899	has MS2	2193000	139607_3	93	1.19	71	filtered
303	732	156.07675	yes	30830000	139611_3	-303	1.1828	71	filtered
304	732	279.15511	has MS2	14860000	139609_3	-304	1.1889	71	filtered
305	732	263.16018	chimeric MS2	4635000	139608_3	-305	1.1889	71	filtered
306	732	309.16569	yes	13550000	139612_3	360	1.19	71	filtered
307	732	175.11892	yes	287300000	139610_3	-307	1.1828	71	filtered
308	732	176.12228	has MS2	19160000	139611_3	-308	1.1828	71	filtered
309	732	191.10261	yes	15340000	139614_3	-309	1.1949	72	filtered
310	732	318.12965	has MS2	6494000	139616_7	94	1.19	71	filtered
311	732	342.14038	yes	2573000	139619_4	-311	1.1949	72	filtered
312	732	323.14495	has MS2	11440000	139623_4	95	1.1949	72	filtered
313	732	224.1129	chimeric MS2	9500000	139623_4	93	1.19	71	filtered
314	732	176.09171	yes	6540000	139625_6	-314	1.19	71	filtered
315	-315	170.09237	yes	5490000	-315	-315	1.1949	72	filtered
316	732	320.15793	no	4636000	139633_3	-316	1.1949	72	filtered
317	732	272.12412	has MS2	53250000	139635_4	94	1.19	71	filtered
318	732	319.16123	chimeric MS2	21980000	139636_3	96	1.19	71	filtered
319	732	273.12745	no	6874000	139618_7	440	1.19	71	filtered
320	732	288.11906	chimeric MS2	7643000	139624_3	-320	1.19	71	filtered
321	-321	463.20367	has MS2	5211000	-321	96	1.1949	72	filtered
322	732	194.1023	chimeric MS2	6203000	139641_5	95	1.1949	72	filtered
323	732	204.09786	chimeric MS2	5257000	139645_4	96	1.2017	72	filtered
324	732	178.10734	chimeric MS2	6006000	139650_5	10	1.2017	72	filtered
325	732	169.09713	yes	19220000	139641_5	97	1.1967	72	filtered
326	732	152.07059	yes	8685000	139641_5	97	1.1967	72	filtered
327	732	148.09679	chimeric MS2	5360000	139654_3	95	1.1949	72	filtered
329	732	241.03114	chimeric MS2	8655000	139649_5	-329	1.19	71	filtered
330	732	308.13405	chimeric MS2	6018000	139644_6	-330	1.1949	72	filtered
331	732	337.17185	has MS2	12930000	139641_5	-331	1.1967	72	filtered
332	732	205.11828	yes	5505000	139655_5	-332	1.19	71	filtered
333	732	206.10229	chimeric MS2	7255000	139656_4	93	1.1949	72	filtered
334	732	233.14958	no	3281000	139657_3	-334	1.2029	72	Unannotated
335	732	319.15021	chimeric MS2	20760000	139653_3	-335	1.2017	72	filtered
336	732	189.12334	no	13370000	139634_3	-336	1.19	71	filtered
337	732	218.10229	chimeric MS2	2040000	139664_5	-337	1.2017	72	filtered
338	732	164.09169	yes	3707000	139666_5	93	1.2017	72	filtered
339	732	203.13902	no	3273000	139666_5	-339	1.1967	72	filtered
340	732	138.5813	no	2486000	139660_5	-340	1.2017	72	filtered
341	732	146.0812	has MS2	4053000	139627_4	93	1.1949	72	filtered
342	732	390.1985	no	1812000	139664_5	-342	1.2083	72	filtered
343	732	160.09677	no	2328000	139654_3	93	1.2017	72	filtered
344	732	146.11757	no	5357000	139658_3	-344	1.1967	72	filtered
345	732	107.05314	has MS2	6919000	139670_4	-345	1.1967	72	filtered
346	732	221.07681	no	1780000	139671_3	-346	1.1967	72	filtered
347	732	106.04979	yes	197100000	139672_4	-347	1.1967	72	filtered
348	732	291.15509	chimeric MS2	4230000	139673_4	360	1.2083	72	filtered
349	732	307.16127	chimeric MS2	2635000	139671_3	-349	1.2029	72	filtered
350	732	276.15543	yes	3904000	139674_3	10	1.2017	72	filtered
351	732	263.12378	chimeric MS2	6843000	139677_4	10	1.2083	72	filtered
352	732	481.21412	has MS2	3377000	139665_5	10	1.1949	72	filtered
353	732	289.15067	chimeric MS2	4629000	139689_8	361	1.2083	72	filtered
359	732	269.96863	no	3623000	139694_3	-359	1.2017	72	Unannotated
360	732	160.57622	chimeric MS2	3630000	139686_6	-360	1.2083	72	Unannotated
361	732	315.15514	has MS2	9308000	139671_3	-361	1.2029	72	filtered
362	732	293.17074	chimeric MS2	1282000	-362	10	1.1967	72	filtered
363	-363	316.15829	no	1592000	-363	-363	1.2029	72	filtered
364	732	256.10271	chimeric MS2	2240000	139702_9	10	1.2083	72	redundant
365	732	320.14528	has MS2	24140000	139713_9	-365	1.2083	72	Unannotated
366	732	156.02668	no	2050000	139677_4	-366	1.2017	72	filtered
367	732	134.064	yes	3557000	139716_10	98	1.2029	72	filtered
368	732	366.96156	no	2443000	139717_3	-368	1.2098	73	filtered
369	732	136.04898	no	2802000	139720_8	-369	1.2083	72	filtered
370	732	383.91795	no	1916000	139719_8	-370	1.2083	72	filtered
371	732	134.04156	no	2830000	139719_8	-371	1.2083	72	filtered
372	732	222.13359	chimeric MS2	2258000	139719_8	-372	1.2083	72	Unannotated
373	-373	363.17633	has MS2	1717000	-373	360	1.2431	75	filtered
374	732	126.02193	no	1148000	139719_8	-374	1.2083	72	filtered
375	732	116.03417	chimeric MS2	11360000	139722_6	98	1.2083	72	redundant
376	732	133.06076	yes	76260000	139720_8	-376	1.2029	72	filtered
377	732	135.04809	yes	13270000	139723_3	-377	1.2083	72	filtered
378	732	134.04776	no	5801000	139720_8	-378	1.2083	72	redundant
379	732	367.94558	chimeric MS2	5136000	139718_10	10	1.2083	72	redundant
380	732	134.04474	yes	292400000	139722_6	-380	1.2083	72	filtered
381	732	465.92256	no	4767000	139723_3	-381	1.2083	72	redundant
382	732	336.14021	chimeric MS2	2453000	139722_6	10	1.2083	72	redundant
383	732	321.14857	no	3363000	139713_9	-383	1.2083	72	filtered
384	732	268.98463	no	2434000	139717_3	-384	1.2098	73	filtered
385	732	248.08772	no	2594000	-385	-385	1.2029	72	filtered
386	732	174.08727	no	2357000	139720_8	361	1.2161	73	filtered
387	732	191.06619	has MS2	4211000	139721_6	10	1.2098	73	filtered
388	732	249.14451	chimeric MS2	1995000	139723_3	-388	1.2098	73	filtered
389	732	210.04304	has MS2	3014000	139724_3	99	1.2083	72	redundant
390	732	228.09788	chimeric MS2	1431000	139694_3	-390	1.2098	73	filtered
391	-391	172.95225	chimeric MS2	2113000	-391	10	1.2083	72	filtered
392	732	272.08774	chimeric MS2	2408000	139722_6	-392	1.2161	73	redundant
394	-394	265.02307	chimeric MS2	1295000	-394	10	1.2431	75	filtered
395	732	221.08488	has MS2	1166000	-395	10	1.2098	73	filtered
396	732	220.08155	has MS2	12840000	139728_4	10	1.2164	73	redundant
397	732	104.07053	yes	4074000	139724_3	99	1.2161	73	annotated
398	-398	202.071	chimeric MS2	2824000	-398	10	1.2164	73	filtered
399	-399	130.52568	chimeric MS2	1338000	-399	-399	1.2293	74	filtered
400	732	348.12897	chimeric MS2	1272000	139724_3	-400	1.2161	73	redundant
401	732	314.10819	has MS2	1877000	139727_4	10	1.2235	73	redundant
402	732	219.13392	yes	2936000	-402	10	1.2164	73	annotated
403	-403	193.93	chimeric MS2	1252000	-403	-403	1.2029	72	filtered
404	140	234.90792	chimeric MS2	2197000	139732_3	10	1.2161	73	filtered
405	732	205.15464	chimeric MS2	5597000	-405	-405	1.2164	73	filtered
406	732	148.07954	yes	6774000	139733_6	10	1.2164	73	filtered
407	-407	177.95739	chimeric MS2	2100000	-407	10	1.2083	72	filtered
408	732	277.13946	yes	5978000	139734_3	-408	1.2235	73	filtered
409	732	238.09211	has MS2	6791000	139735_3	10	1.2229	73	filtered
410	732	268.10269	chimeric MS2	5455000	139736_3	10	1.2229	73	filtered
411	732	233.11317	has MS2	80710000	139738_3	10	1.2235	73	redundant
412	732	234.1165	has MS2	7914000	139738_3	-412	1.2235	73	filtered
413	732	273.1445	chimeric MS2	4011000	139737_3	360	1.2235	73	redundant
414	732	304.15044	chimeric MS2	1854000	139739_3	10	1.2235	73	filtered
415	732	215.10261	has MS2	1565000	139738_3	10	1.2301	74	annotated
416	732	250.09212	chimeric MS2	5360000	139741_6	10	1.2229	73	filtered
417	732	147.07645	yes	195900000	139751_8	10	1.2293	74	annotated
418	732	270.11834	has MS2	9026000	139754_9	10	1.2229	73	redundant
419	732	260.11288	chimeric MS2	1882000	139756_4	-419	1.2301	74	filtered
420	140	430.86185	chimeric MS2	6101000	139759_3	10	1.2161	73	filtered
421	732	479.93817	has MS2	4751000	139767_19	10	1.2301	74	filtered
422	732	381.96121	has MS2	5511000	139770_3	10	1.2301	74	filtered
423	732	132.05406	yes	1666000	139768_5	-423	1.2293	74	filtered
424	140	414.88432	chimeric MS2	4163000	139771_3	10	1.2161	73	filtered
425	732	463.96064	has MS2	3043000	139773_19	10	1.2293	74	redundant
426	732	397.93356	has MS2	2654000	139773_19	10	1.2293	74	filtered
427	-427	232.08155	has MS2	1032000	-427	10	1.2229	73	filtered
428	732	465.94922	has MS2	2927000	139781_17	10	1.2293	74	filtered
429	732	147.08016	no	1859000	139742_3	-429	1.2293	74	Unannotated
430	732	131.05304	chimeric MS2	14680000	139784_8	10	1.2293	74	filtered
431	732	283.98426	has MS2	2794000	139773_19	10	1.2301	74	filtered
432	732	164.12807	no	1242000	139785_4	-432	1.2431	75	filtered
433	732	130.04697	no	4251000	139761_5	-433	1.2301	74	filtered
434	732	130.04985	yes	256500000	139779_17	10	1.2293	74	annotated
435	732	365.98364	chimeric MS2	1958000	139753_21	10	1.2293	74	filtered
436	732	268.00671	chimeric MS2	1033000	-436	10	1.2293	74	filtered
437	140	252.91856	chimeric MS2	3104000	139787_3	10	1.2161	73	filtered
438	-438	147.07324	no	3442000	-438	-438	1.2229	73	filtered
439	732	130.05295	no	2330000	139781_17	-439	1.2293	74	Unannotated
440	140	332.88492	chimeric MS2	4487000	139788_3	10	1.2161	73	filtered
442	732	149.06663	no	1210000	139799_16	-442	1.2301	74	filtered
443	732	192.08662	chimeric MS2	4319000	139796_8	10	1.2301	74	filtered
444	732	305.17086	no	1940000	139801_3	-444	1.2301	74	Unannotated
445	732	190.07095	has MS2	8535000	139808_8	10	1.2301	74	filtered
446	732	149.06372	has MS2	54120000	139816_16	10	1.2293	74	filtered
447	732	170.04232	has MS2	3019000	139816_16	-447	1.2367	74	redundant
448	732	149.05744	no	3659000	139814_13	-448	1.2293	74	filtered
449	732	172.06037	has MS2	2003000	139808_8	10	1.2293	74	annotated
450	732	148.06038	yes	968700000	139816_16	10	1.2293	74	filtered
451	732	148.05349	no	2548000	-451	-451	1.2293	74	Unannotated
452	732	103.05822	has MS2	3189000	139820_11	10	1.2293	74	filtered
453	732	122.06979	has MS2	2237000	139821_3	10	1.2293	74	filtered
454	732	120.06825	no	2373000	139820_11	-454	1.2293	74	redundant
455	732	150.06462	has MS2	8094000	139820_11	10	1.2293	74	filtered
456	732	295.11362	has MS2	3812000	139820_11	10	1.2293	74	redundant
457	732	208.08154	chimeric MS2	3025000	139820_11	10	1.2431	75	redundant
458	732	148.06599	no	3835000	139821_3	-458	1.2367	74	filtered
459	732	131.04686	no	1135000	139768_5	-459	1.2293	74	filtered
460	732	148.06414	no	8344000	139816_16	-460	1.2293	74	filtered
461	732	148.06872	no	1736000	139821_3	-461	1.2229	73	filtered
462	732	131.03387	chimeric MS2	2907000	139816_16	-462	1.2293	74	filtered
463	732	150.06705	has MS2	1098000	139770_3	10	1.2367	74	filtered
464	732	102.05488	yes	67520000	139820_11	10	1.2293	74	annotated
465	732	121.0688	has MS2	11920000	139820_11	10	1.2293	74	filtered
466	732	148.05676	no	10610000	139814_13	-466	1.2293	74	filtered
467	732	304.15831	has MS2	2383000	139801_3	-467	1.2367	74	filtered
468	732	175.14406	chimeric MS2	2563000	139820_11	-468	1.2358	74	redundant
469	732	307.15002	has MS2	4252000	139808_8	10	1.2367	74	filtered
470	732	120.06546	yes	269200000	139819_11	10	1.2293	74	filtered
471	732	328.12391	chimeric MS2	1742000	139820_11	-471	1.2358	74	redundant
472	140	528.83883	chimeric MS2	1798000	139788_3	10	1.2161	73	filtered
473	732	120.06303	no	6285000	139811_8	-473	1.2367	74	filtered
474	732	303.15508	has MS2	22780000	139800_4	-474	1.2367	74	filtered
475	-475	387.10685	has MS2	1298000	-475	-475	1.2431	75	Unannotated
476	732	304.16285	chimeric MS2	7520000	139800_4	-476	1.2367	74	Unannotated
477	732	300.12893	has MS2	3258000	139823_3	-477	1.2367	74	Unannotated
478	732	432.17124	has MS2	2535000	139820_11	10	1.2358	74	redundant
479	732	120.10181	chimeric MS2	1200000	-479	-479	1.2367	74	filtered
480	732	449.97699	no	2028000	139824_4	-480	1.2358	74	filtered
481	732	352.00012	no	1530000	139826_4	-481	1.2358	74	filtered
482	140	416.87308	has MS2	4418000	139788_3	-482	1.2161	73	filtered
483	-483	154.94166	has MS2	3022000	-483	10	1.2161	73	filtered
484	732	497.05803	chimeric MS2	1906000	139828_3	10	1.2358	74	filtered
485	732	278.08706	chimeric MS2	3547000	139837_6	10	1.2428	75	filtered
486	-486	349.16061	chimeric MS2	1246000	-486	-486	1.2367	74	filtered
487	-487	163.06014	chimeric MS2	1080000	-487	10	1.2428	75	filtered
488	-488	261.14447	chimeric MS2	1346000	-488	10	1.2431	75	filtered
489	732	490.17677	has MS2	7620000	139835_4	-489	1.2358	74	Unannotated
490	-490	391.18242	has MS2	2850000	-490	10	1.2551	75	redundant
491	-491	301.01698	chimeric MS2	1446000	-491	-491	1.2358	74	filtered
492	732	296.09764	chimeric MS2	3415000	139843_5	10	1.2358	74	filtered
493	732	200.04409	has MS2	2309000	139834_5	10	1.2367	74	filtered
494	732	462.18188	has MS2	3952000	139834_5	-494	1.2428	75	Unannotated
495	732	316.99453	has MS2	4508000	139844_3	10	1.2492	75	filtered
496	732	361.16056	has MS2	1682000	139845_3	-496	1.2431	75	Unannotated
497	732	332.96691	chimeric MS2	1253000	139844_3	10	1.2358	74	filtered
498	732	180.08659	has MS2	4402000	139846_5	10	1.2428	75	filtered
499	-499	496.97091	chimeric MS2	1522000	-499	10	1.2428	75	filtered
500	732	173.09204	chimeric MS2	23410000	139847_3	10	1.2492	75	redundant
501	732	512.94844	has MS2	4365000	139851_6	10	1.2492	75	filtered
502	732	414.97145	chimeric MS2	6891000	139852_6	10	1.2492	75	filtered
503	732	430.94384	chimeric MS2	1972000	139854_5	10	1.249	75	filtered
504	732	177.08694	chimeric MS2	1332000	139839_4	10	1.2428	75	filtered
505	732	174.09543	has MS2	1965000	139847_3	-505	1.2492	75	filtered
506	-506	400.90076	no	1813000	-506	-506	1.2557	75	filtered
507	732	398.9939	has MS2	3033000	139850_6	-507	1.249	75	filtered
508	732	132.06551	yes	4849000	139856_4	10	1.2431	75	filtered
509	732	262.04034	has MS2	2131000	139858_5	10	1.249	75	filtered
510	732	198.0972	yes	17470000	139859_4	10	1.249	75	filtered
511	732	203.0526	chimeric MS2	11220000	139854_5	-511	1.249	75	filtered
512	732	279.04757	chimeric MS2	3188000	139860_4	10	1.249	75	filtered
513	732	261.03699	yes	27560000	139858_5	10	1.249	75	annotated
514	732	145.04955	chimeric MS2	2852000	139859_4	10	1.249	75	redundant
515	732	203.10263	chimeric MS2	3328000	-515	10	1.2492	75	filtered
517	732	178.07093	chimeric MS2	4119000	139860_4	10	1.2431	75	filtered
518	732	225.01585	chimeric MS2	2616000	139860_4	-518	1.249	75	Unannotated
519	732	230.1023	has MS2	4584000	139860_4	-519	1.249	75	filtered
520	-520	198.90891	chimeric MS2	964700	-520	100	1.2161	73	filtered
521	-521	446.83427	has MS2	1304000	-521	-521	1.2161	73	filtered
522	-522	249.04553	chimeric MS2	1539000	-522	-522	1.2428	75	filtered
523	-523	199.10057	chimeric MS2	1208000	-523	100	1.2428	75	filtered
524	-524	348.8573	chimeric MS2	1964000	-524	-524	1.2161	73	filtered
525	-525	100.98834	has MS2	1305000	-525	100	1.2557	75	filtered
526	-526	136.93106	chimeric MS2	1403000	-526	10	1.2083	72	filtered
527	732	127.03895	yes	3063000	-527	10	1.249	75	annotated
528	-528	120.96607	chimeric MS2	1246000	-528	-528	1.2614	76	filtered
529	483	196.96105	has MS2	12370000	139863_2	-529	1.2557	75	filtered
530	-530	188.0665	no	1809000	-530	-530	1.2557	75	Unannotated
531	-531	445.82648	has MS2	970600	-531	-531	1.2557	75	filtered
532	152	507.98076	no	1484000	139867_5	-532	1.2557	75	filtered
533	-533	321.12932	chimeric MS2	1754000	-533	10	1.2989	78	filtered
534	152	248.07649	has MS2	5919000	139869_13	10	1.2614	76	filtered
535	483	116.01066	chimeric MS2	2021000	139863_2	-535	1.267	76	filtered
536	152	132.11311	no	1480000	139868_3	-536	1.2614	76	filtered
537	-537	338.90232	chimeric MS2	943500	-537	10	1.2615	76	filtered
538	152	187.07128	chimeric MS2	2160000	139875_7	-538	1.268	76	filtered
539	152	266.08706	chimeric MS2	5898000	139880_14	10	1.2614	76	filtered
540	152	112.05047	yes	9449000	139891_14	-540	1.2615	76	annotated
541	152	113.07087	chimeric MS2	25810000	139917_10	10	1.2615	76	redundant
542	152	178.10725	chimeric MS2	3968000	139926_7	10	1.2615	76	filtered
543	152	160.07973	has MS2	15740000	139917_10	10	1.2615	76	filtered
544	152	410.00374	has MS2	2535000	139889_15	101	1.2614	76	filtered
545	152	159.07639	has MS2	236100000	139930_7	10	1.2615	76	annotated
546	152	176.1029	yes	529500000	139930_7	10	1.2615	76	annotated
547	152	177.10627	chimeric MS2	35940000	139917_10	-547	1.2615	76	filtered
548	152	114.05491	chimeric MS2	4426000	139930_7	10	1.2615	76	filtered
549	152	116.07055	yes	8489000	139932_4	10	1.2615	76	filtered
550	-550	212.07648	chimeric MS2	2565000	-550	-550	1.2735	76	filtered
551	152	312.02685	chimeric MS2	2718000	139928_10	101	1.2614	76	filtered
552	152	177.1	no	5911000	139932_4	-552	1.2615	76	filtered
553	152	176.09824	yes	4787000	139931_7	10	1.2615	76	annotated
554	152	115.08654	chimeric MS2	4784000	139930_7	10	1.2614	76	annotated
555	152	351.19876	no	3170000	139929_9	-555	1.2615	76	annotated
556	152	160.07348	no	1884000	139923_10	-556	1.2615	76	filtered
557	152	405.1729	chimeric MS2	1345000	-557	-557	1.2615	76	filtered
558	152	159.08046	no	2521000	139921_10	-558	1.267	76	Unannotated
559	-559	196.0947	chimeric MS2	1191000	-559	-559	1.2615	76	filtered
560	152	389.14567	no	1805000	139932_4	-560	1.2615	76	filtered
561	152	133.09714	yes	2244000	139931_7	-561	1.2551	75	annotated
562	152	320.13406	chimeric MS2	1503000	139932_4	-562	1.2614	76	filtered
563	152	161.08066	has MS2	1583000	139928_10	10	1.2615	76	filtered
564	152	176.10772	no	4146000	139931_7	-564	1.267	76	filtered
565	152	198.0849	yes	4426000	139931_7	-565	1.2614	76	annotated
566	152	159.07231	no	2046000	139924_7	-566	1.2615	76	filtered
567	-567	176.10988	no	2435000	-567	-567	1.2732	76	filtered
568	152	194.10225	chimeric MS2	1578000	139920_8	10	1.2615	76	filtered
569	152	247.12889	has MS2	5878000	-569	-569	1.267	76	filtered
570	152	188.09171	no	2355000	139927_4	10	1.2551	75	filtered
571	152	235.09246	has MS2	5781000	139894_10	-571	1.268	76	Unannotated
572	152	286.1398	chimeric MS2	2416000	139930_7	-572	1.268	76	redundant
573	152	206.10229	has MS2	6352000	139897_9	-573	1.2557	75	filtered
574	152	164.09169	yes	2882000	139930_7	-574	1.268	76	filtered
575	-575	185.03884	chimeric MS2	1328000	-575	-575	1.2783	77	filtered
576	152	259.12884	chimeric MS2	1551000	-576	-576	1.267	76	annotated
577	152	482.93787	chimeric MS2	1942000	139937_3	10	1.2732	76	filtered
578	-578	189.03697	chimeric MS2	1828000	-578	-578	1.2735	76	filtered
579	152	368.98337	chimeric MS2	1524000	139938_3	10	1.2735	76	filtered
580	152	309.12931	has MS2	13090000	139943_4	10	1.2735	76	filtered
581	152	384.96093	has MS2	3453000	139942_5	10	1.2735	76	filtered
582	152	175.10774	yes	9973000	139946_5	10	1.2732	76	annotated
583	152	158.08119	yes	1812000	139948_5	10	1.2735	76	filtered
584	-584	265.11116	chimeric MS2	2284000	-584	10	1.2735	76	filtered
585	152	291.11876	has MS2	2987000	139950_3	10	1.2783	77	redundant
586	152	242.11355	chimeric MS2	2079000	139945_3	-586	1.2732	76	filtered
587	152	162.0873	yes	11550000	139945_3	-587	1.2732	76	filtered
588	152	286.98398	chimeric MS2	3152000	139952_5	10	1.2735	76	filtered
589	-589	118.08202	has MS2	510400	-589	-589	1.2789	77	filtered
591	-591	233.16148	no	2056000	-591	-591	1.2886	77	filtered
592	152	311.11681	has MS2	11690000	-592	10	1.3242	79	filtered
593	152	264.10781	has MS2	17930000	139959_6	10	1.2783	77	filtered
594	-594	263.12377	chimeric MS2	1272000	-594	-594	1.2735	76	filtered
595	152	115.0389	chimeric MS2	1780000	139956_5	10	1.2783	77	filtered
596	152	310.13239	chimeric MS2	1498000	-596	10	1.2735	76	filtered
597	152	246.09724	chimeric MS2	4868000	139959_6	10	1.2735	76	filtered
598	152	305.1344	has MS2	13410000	-598	-598	1.2789	77	Unannotated
599	152	306.13772	no	1749000	-599	-599	1.2789	77	filtered
600	152	282.11838	has MS2	18020000	139962_3	10	1.2735	76	filtered
601	152	235.10054	has MS2	1888000	-601	10	1.2735	76	filtered
602	152	283.12173	has MS2	1950000	139957_5	10	1.2735	76	filtered
603	152	271.0064	chimeric MS2	1424000	139955_5	10	1.268	76	filtered
604	-604	117.08497	has MS2	41940000	-604	-604	1.2735	76	filtered
605	-605	235.01253	chimeric MS2	1695000	-605	10	1.2732	76	filtered
606	152	234.09723	chimeric MS2	18360000	139966_4	10	1.2783	77	annotated
607	-607	261.10817	chimeric MS2	1639000	-607	10	1.2936	78	redundant
608	-608	112.99976	has MS2	31100000	-608	-608	1.2732	76	Unannotated
609	-609	192.08662	chimeric MS2	3422000	-609	10	1.2886	77	filtered
610	-610	133.04951	chimeric MS2	1287000	-610	-610	1.2735	76	filtered
611	152	168.08663	chimeric MS2	6542000	139974_4	-611	1.2789	77	filtered
612	152	114.06614	chimeric MS2	16940000	139975_4	10	1.2783	77	annotated
613	-613	188.10297	no	1414000	-613	-613	1.2789	77	Unannotated
614	152	273.14453	has MS2	11200000	-614	-614	1.2789	77	Unannotated
615	152	205.08187	chimeric MS2	7086000	139980_4	-615	1.2886	77	filtered
616	152	274.15237	chimeric MS2	2840000	-616	10	1.2848	77	redundant
617	152	150.07609	has MS2	2031000	139974_4	-617	1.2886	77	filtered
618	152	173.04204	has MS2	7969000	139969_4	-618	1.2783	77	filtered
619	152	161.09206	chimeric MS2	9206000	139983_3	-619	1.2783	77	filtered
620	152	216.08666	has MS2	7231000	139986_4	10	1.2783	77	filtered
621	152	253.11112	chimeric MS2	2530000	139986_4	-621	1.2836	77	filtered
622	152	252.1078	has MS2	22800000	139986_4	10	1.2783	77	redundant
624	-624	280.12186	chimeric MS2	1260000	-624	10	1.2783	77	filtered
625	152	441.10052	has MS2	1639000	-625	-625	1.2848	77	Unannotated
