num_files	year	N
130	2023	1
130	2024	32
131	2014	78
131	2015	5
131	2016	7
131	2017	36
131	2018	33
131	2019	34
131	2020	39
131	2021	57
131	2022	34
131	2023	2
131	2024	14
132	2014	76
132	2015	5
132	2016	9
132	2017	35
132	2018	35
132	2019	32
132	2020	36
132	2021	56
132	2022	36
132	2024	22
133	2014	93
133	2015	6
133	2016	12
133	2017	36
133	2018	33
133	2019	33
133	2020	34
133	2021	61
133	2022	35
133	2023	3
133	2024	22
134	2014	90
134	2015	7
134	2016	10
134	2017	43
134	2018	35
134	2019	41
134	2020	36
134	2021	61
134	2022	48
134	2023	1
134	2024	29
135	2014	84
135	2015	5
135	2016	12
135	2017	34
135	2018	30
135	2019	34
135	2020	40
135	2021	43
135	2022	35
135	2023	2
135	2024	24
136	2014	86
136	2015	4
136	2016	10
136	2017	35
136	2018	30
136	2019	32
136	2020	36
136	2021	49
136	2022	47
136	2023	2
136	2024	23
137	2014	76
137	2015	3
137	2016	13
137	2017	33
137	2018	29
137	2019	34
137	2020	37
137	2021	46
137	2022	35
137	2024	25
138	2014	94
138	2015	6
138	2016	14
138	2017	38
138	2018	41
138	2019	32
138	2020	44
138	2021	51
138	2022	56
138	2023	4
138	2024	31
139	2014	73
139	2015	6
139	2016	8
139	2017	37
139	2018	33
139	2019	33
139	2020	35
139	2021	43
139	2022	52
139	2023	3
139	2024	27
140	2014	91
140	2015	5
140	2016	12
140	2017	46
140	2018	37
140	2019	39
140	2020	39
140	2021	63
140	2022	47
140	2023	2
140	2024	30
141	2014	86
141	2015	4
141	2016	9
141	2017	40
141	2018	36
141	2019	35
141	2020	38
141	2021	59
141	2022	43
141	2023	3
141	2024	25
142	2014	72
142	2015	5
142	2016	10
142	2017	40
142	2018	30
142	2019	30
142	2020	41
142	2021	61
142	2022	51
142	2023	2
142	2024	31
143	2014	91
143	2015	5
143	2016	14
143	2017	38
143	2018	35
143	2019	37
143	2020	36
143	2021	58
143	2022	44
143	2023	1
143	2024	27
144	2014	93
144	2015	6
144	2016	13
144	2017	45
144	2018	34
144	2019	37
144	2020	41
144	2021	54
144	2022	48
144	2023	1
144	2024	25
145	2014	93
145	2015	5
145	2016	11
145	2017	38
145	2018	31
145	2019	36
145	2020	37
145	2021	50
145	2022	51
145	2023	2
145	2024	31
146	2014	83
146	2015	4
146	2016	10
146	2017	40
146	2018	33
146	2019	31
146	2020	40
146	2021	54
146	2022	36
146	2023	2
146	2024	31
147	2014	72
147	2015	5
147	2016	8
147	2017	37
147	2018	35
147	2019	36
147	2020	35
147	2021	54
147	2022	45
147	2023	3
147	2024	28
148	2014	92
148	2015	7
148	2016	12
148	2017	40
148	2018	37
148	2019	39
148	2020	43
148	2021	62
148	2022	63
148	2023	3
148	2024	33
149	2014	77
149	2015	4
149	2016	8
149	2017	30
149	2018	35
149	2019	33
149	2020	45
149	2021	48
149	2022	35
149	2024	20
150	2014	95
150	2015	7
150	2016	13
150	2017	33
150	2018	39
150	2019	35
150	2020	39
150	2021	54
150	2022	62
150	2023	2
150	2024	34
151	2014	82
151	2015	6
151	2016	11
151	2017	32
151	2018	29
151	2019	32
151	2020	42
151	2021	53
151	2022	38
151	2023	1
151	2024	16
152	2014	77
152	2015	5
152	2016	11
152	2017	38
152	2018	33
152	2019	34
152	2020	38
152	2021	52
152	2022	40
152	2023	1
152	2024	26
153	2014	91
153	2015	6
153	2016	13
153	2017	41
153	2018	35
153	2019	39
153	2020	41
153	2021	63
153	2022	54
153	2023	1
153	2024	30
154	2014	91
154	2015	4
154	2016	11
154	2017	39
154	2018	30
154	2019	33
154	2020	39
154	2021	49
154	2022	40
154	2023	2
154	2024	26
155	2014	96
155	2015	6
155	2016	12
155	2017	39
155	2018	35
155	2019	37
155	2020	40
155	2021	52
155	2022	50
155	2023	1
155	2024	31
156	2014	101
156	2015	6
156	2016	10
156	2017	42
156	2018	34
156	2019	39
156	2020	43
156	2021	53
156	2022	46
156	2023	3
156	2024	30
157	2014	92
157	2015	6
157	2016	11
157	2017	44
157	2018	32
157	2019	38
157	2020	46
157	2021	61
157	2022	53
157	2023	4
157	2024	40
158	2014	87
158	2015	6
158	2016	11
158	2017	45
158	2018	40
158	2019	42
158	2020	47
158	2021	61
158	2022	46
158	2023	2
158	2024	27
159	2014	76
159	2015	5
159	2016	11
159	2017	40
159	2018	36
159	2019	31
159	2020	43
159	2021	56
159	2022	54
159	2024	28
160	2014	80
160	2015	4
160	2016	8
160	2017	39
160	2018	33
160	2019	29
160	2020	37
160	2021	59
160	2022	52
160	2023	4
160	2024	24
161	2014	82
161	2015	5
161	2016	10
161	2017	39
161	2018	33
161	2019	34
161	2020	44
161	2021	55
161	2022	41
161	2023	1
161	2024	20
162	2014	88
162	2015	8
162	2016	10
162	2017	47
162	2018	36
162	2019	38
162	2020	41
162	2021	59
162	2022	38
162	2023	3
162	2024	14
163	2014	83
163	2015	5
163	2016	11
163	2017	34
163	2018	35
163	2019	34
163	2020	37
163	2021	57
163	2022	37
163	2023	3
163	2024	23
164	2014	93
164	2015	7
164	2016	10
164	2017	42
164	2018	38
164	2019	39
164	2020	33
164	2021	58
164	2022	57
164	2023	3
164	2024	28
165	2014	91
165	2015	7
165	2016	11
165	2017	47
165	2018	36
165	2019	36
165	2020	46
165	2021	57
165	2022	51
165	2023	1
165	2024	24
166	2014	83
166	2015	6
166	2016	12
166	2017	41
166	2018	32
166	2019	38
166	2020	39
166	2021	53
166	2022	52
166	2023	2
166	2024	34
167	2014	77
167	2015	4
167	2016	13
167	2017	42
167	2018	33
167	2019	29
167	2020	45
167	2021	52
167	2022	35
167	2023	3
167	2024	24
168	2014	85
168	2015	6
168	2016	9
168	2017	47
168	2018	30
168	2019	33
168	2020	42
168	2021	61
168	2022	39
168	2023	1
168	2024	24
169	2014	94
169	2015	6
169	2016	13
169	2017	41
169	2018	37
169	2019	36
169	2020	39
169	2021	55
169	2022	41
169	2023	3
169	2024	21
170	2014	74
170	2015	5
170	2016	11
170	2017	40
170	2018	31
170	2019	35
170	2020	37
170	2021	55
170	2022	44
170	2023	2
170	2024	29
171	2014	100
171	2015	6
171	2016	11
171	2017	47
171	2018	37
171	2019	38
171	2020	46
171	2021	61
171	2022	50
171	2023	2
171	2024	33
172	2014	79
172	2015	6
172	2016	9
172	2017	39
172	2018	40
172	2019	37
172	2020	37
172	2021	59
172	2022	54
172	2023	1
172	2024	31
173	2014	89
173	2015	8
173	2016	13
173	2017	46
173	2018	36
173	2019	36
173	2020	44
173	2021	56
173	2022	50
173	2023	4
173	2024	31
174	2014	95
174	2015	7
174	2016	14
174	2017	40
174	2018	38
174	2019	40
174	2020	43
174	2021	58
174	2022	53
174	2023	2
174	2024	28
175	2014	87
175	2015	4
175	2016	8
175	2017	39
175	2018	38
175	2019	38
175	2020	41
175	2021	55
175	2022	40
175	2023	2
175	2024	24
176	2014	93
176	2015	6
176	2016	12
176	2017	45
176	2018	42
176	2019	38
176	2020	46
176	2021	64
176	2022	41
176	2023	3
176	2024	25
177	2014	91
177	2015	6
177	2016	11
177	2017	37
177	2018	34
177	2019	35
177	2020	37
177	2021	62
177	2022	61
177	2023	1
177	2024	30
178	2014	94
178	2015	6
178	2016	11
178	2017	43
178	2018	38
178	2019	38
178	2020	50
178	2021	52
178	2022	55
178	2023	1
178	2024	34
179	2014	91
179	2015	6
179	2016	9
179	2017	44
179	2018	32
179	2019	36
179	2020	42
179	2021	53
179	2022	32
179	2023	1
179	2024	24
180	2014	90
180	2015	6
180	2016	13
180	2017	44
180	2018	43
180	2019	38
180	2020	42
180	2021	66
180	2022	49
180	2023	2
180	2024	29
181	2014	86
181	2015	7
181	2016	10
181	2017	44
181	2018	40
181	2019	39
181	2020	35
181	2021	69
181	2022	65
181	2023	3
181	2024	32
182	2014	102
182	2015	6
182	2016	11
182	2017	52
182	2018	37
182	2019	38
182	2020	47
182	2021	57
182	2022	58
182	2023	2
182	2024	36
183	2014	91
183	2015	8
183	2016	8
183	2017	44
183	2018	37
183	2019	38
183	2020	38
183	2021	58
183	2022	38
183	2023	2
183	2024	25
184	2014	94
184	2015	5
184	2016	9
184	2017	41
184	2018	33
184	2019	40
184	2020	41
184	2021	59
184	2022	57
184	2023	2
184	2024	36
185	2014	101
185	2015	6
185	2016	11
185	2017	50
185	2018	40
185	2019	36
185	2020	47
185	2021	59
185	2022	54
185	2023	3
185	2024	38
186	2014	91
186	2015	5
186	2016	13
186	2017	47
186	2018	37
