num_files	year	N
161	2020	87
161	2021	177
161	2022	163
161	2023	1
161	2024	46
162	2014	100
162	2015	3
162	2016	26
162	2017	63
162	2018	32
162	2019	18
162	2020	87
162	2021	169
162	2022	161
162	2023	2
162	2024	39
163	2014	94
163	2015	3
163	2016	25
163	2017	64
163	2018	32
163	2019	19
163	2020	87
163	2021	175
163	2022	160
163	2023	2
163	2024	42
164	2014	97
164	2015	3
164	2016	26
164	2017	63
164	2018	32
164	2019	19
164	2020	85
164	2021	169
164	2022	154
164	2023	1
164	2024	41
165	2014	101
165	2015	3
165	2016	26
165	2017	62
165	2018	32
165	2019	19
165	2020	88
165	2021	166
165	2022	165
165	2023	2
165	2024	39
166	2014	96
166	2015	3
166	2016	27
166	2017	62
166	2018	30
166	2019	17
166	2020	89
166	2021	176
166	2022	163
166	2023	2
166	2024	43
167	2014	100
167	2015	3
167	2016	25
167	2017	63
167	2018	29
167	2019	18
167	2020	90
167	2021	172
167	2022	159
167	2023	2
167	2024	43
168	2014	100
168	2015	3
168	2016	26
168	2017	63
168	2018	32
168	2019	17
168	2020	88
168	2021	179
168	2022	170
168	2023	2
168	2024	42
169	2014	104
169	2015	3
169	2016	28
169	2017	64
169	2018	32
169	2019	18
169	2020	85
169	2021	179
169	2022	161
169	2023	1
169	2024	41
170	2014	103
170	2015	3
170	2016	27
170	2017	62
170	2018	32
170	2019	18
170	2020	88
170	2021	173
170	2022	156
170	2023	3
170	2024	44
171	2014	101
171	2015	3
171	2016	27
171	2017	63
171	2018	32
171	2019	18
171	2020	87
171	2021	171
171	2022	157
171	2023	1
171	2024	41
172	2014	105
172	2015	3
172	2016	26
172	2017	62
172	2018	30
172	2019	19
172	2020	89
172	2021	180
172	2022	164
172	2023	2
172	2024	45
173	2014	103
173	2015	3
173	2016	27
173	2017	62
173	2018	32
173	2019	17
173	2020	89
173	2021	183
173	2022	158
173	2023	1
173	2024	41
174	2014	97
174	2015	3
174	2016	24
174	2017	62
174	2018	33
174	2019	19
174	2020	86
174	2021	175
174	2022	157
174	2023	2
174	2024	44
175	2014	104
175	2015	3
175	2016	26
175	2017	62
175	2018	30
175	2019	18
175	2020	90
175	2021	177
175	2022	160
175	2023	2
175	2024	41
176	2014	99
176	2015	2
176	2016	25
176	2017	65
176	2018	31
176	2019	18
176	2020	84
176	2021	174
176	2022	159
176	2023	1
176	2024	41
177	2014	101
177	2015	3
177	2016	27
177	2017	62
177	2018	32
177	2019	18
177	2020	85
177	2021	169
177	2022	163
177	2023	1
177	2024	45
178	2014	99
178	2015	3
178	2016	27
178	2017	61
178	2018	31
178	2019	17
178	2020	89
178	2021	178
178	2022	164
178	2023	2
178	2024	42
179	2014	105
179	2015	3
179	2016	27
179	2017	65
179	2018	31
179	2019	19
179	2020	85
179	2021	172
