new_group	annotated_feature	max_area	annotated_feature_f
-5644	Unknown MS/MS	1370000	Unknown MS/MS
-5646	Unknown MS/MS	461000	Unknown MS/MS
-5655	Unknown MS/MS	481100	Unknown MS/MS
798	Unknown MS/MS	2943000	Unknown MS/MS
799	Chimeric MS/MS	1551000	Chimeric MS/MS
-5669	Unknown MS/MS	1995000	Unknown MS/MS
-5670	Unknown MS/MS	712600	Unknown MS/MS
247	Annotated MS/MS	3594000	Annotated MS/MS
-5674	Unknown MS/MS	1162000	Unknown MS/MS
-5675	Chimeric MS/MS	483100	Chimeric MS/MS
248	Annotated MS/MS	24820000	Annotated MS/MS
-5698	Chimeric MS/MS	469700	Chimeric MS/MS
804	Chimeric MS/MS	2606000	Chimeric MS/MS
803	Unknown MS/MS	3348000	Unknown MS/MS
806	Unknown MS/MS	2537000	Unknown MS/MS
807	Chimeric MS/MS	1176000	Chimeric MS/MS
-5751	Chimeric MS/MS	991700	Chimeric MS/MS
-5755	Unknown MS/MS	1048000	Unknown MS/MS
810	No MS/MS	1178000	No MS/MS
-5763	Chimeric MS/MS	885400	Chimeric MS/MS
251	Annotated MS/MS	21180000	Annotated MS/MS
250	Unknown MS/MS	951500	Unknown MS/MS
-5782	Chimeric MS/MS	1240000	Chimeric MS/MS
811	Chimeric MS/MS	1765000	Chimeric MS/MS
-5792	Chimeric MS/MS	2430000	Chimeric MS/MS
-5793	No MS/MS	2267000	No MS/MS
812	No MS/MS	3471000	No MS/MS
252	Annotated MS/MS	293400000	Annotated MS/MS
-5824	Unknown MS/MS	1.31e+08	Unknown MS/MS
-5860	Unknown MS/MS	1479000	Unknown MS/MS
-5865	Unknown MS/MS	4197000	Unknown MS/MS
253	Annotated MS/MS	15970000	Annotated MS/MS
817	Unknown MS/MS	6567000	Unknown MS/MS
255	Annotated MS/MS	837900	Annotated MS/MS
819	Chimeric MS/MS	3725000	Chimeric MS/MS
256	Chimeric MS/MS	1959000	Chimeric MS/MS
-5935	No MS/MS	1021000	No MS/MS
-5943	Chimeric MS/MS	700700	Chimeric MS/MS
259	Annotated MS/MS	22750000	Annotated MS/MS
-5973	Chimeric MS/MS	1490000	Chimeric MS/MS
-5981	Chimeric MS/MS	707500	Chimeric MS/MS
822	Annotated MS/MS	2211000	Annotated MS/MS
261	Annotated MS/MS	826600	Annotated MS/MS
-5994	Chimeric MS/MS	457900	Chimeric MS/MS
823	Chimeric MS/MS	685900	Chimeric MS/MS
827	Chimeric MS/MS	3062000	Chimeric MS/MS
828	Unknown MS/MS	858700	Unknown MS/MS
263	Annotated MS/MS	30890000	Annotated MS/MS
-6032	Chimeric MS/MS	740300	Chimeric MS/MS
-6037	Chimeric MS/MS	466300	Chimeric MS/MS
-6039	Chimeric MS/MS	823000	Chimeric MS/MS
-6079	No MS/MS	1904000	No MS/MS
-6080	No MS/MS	2428000	No MS/MS
-6081	Unknown MS/MS	1628000	Unknown MS/MS
266	Annotated MS/MS	814500000	Annotated MS/MS
-6107	Unknown MS/MS	3515000	Unknown MS/MS
-6109	Unknown MS/MS	2337000	Unknown MS/MS
832	No MS/MS	4411000	No MS/MS
268	Unknown MS/MS	4850000	Unknown MS/MS
-6126	Unknown MS/MS	5995000	Unknown MS/MS
-6264	Chimeric MS/MS	3450000	Chimeric MS/MS
-6279	Unknown MS/MS	4900000	Unknown MS/MS
-6292	Chimeric MS/MS	797000	Chimeric MS/MS
-6297	Unknown MS/MS	976400	Unknown MS/MS
-6300	Annotated MS/MS	566200	Annotated MS/MS
272	Annotated MS/MS	27240000	Annotated MS/MS
273	Chimeric MS/MS	3402000	Chimeric MS/MS
-6309	Chimeric MS/MS	497600	Chimeric MS/MS
-6310	No MS/MS	395800	No MS/MS
274	Unknown MS/MS	5819000	Unknown MS/MS
275	Unknown MS/MS	2108000	Unknown MS/MS
833	Annotated MS/MS	1539000	Annotated MS/MS
-6371	Chimeric MS/MS	672500	Chimeric MS/MS
281	Unknown MS/MS	1733000	Unknown MS/MS
278	Chimeric MS/MS	5016000	Chimeric MS/MS
-6522	Chimeric MS/MS	681700	Chimeric MS/MS
-6526	Chimeric MS/MS	599500	Chimeric MS/MS
-6538	Unknown MS/MS	941200	Unknown MS/MS
-6542	Chimeric MS/MS	2318000	Chimeric MS/MS
-6550	Chimeric MS/MS	592700	Chimeric MS/MS
-6557	Unknown MS/MS	4540000	Unknown MS/MS
283	Annotated MS/MS	37820000	Annotated MS/MS
-6572	Unknown MS/MS	578000	Unknown MS/MS
-6615	Unknown MS/MS	2678000	Unknown MS/MS
-6618	Chimeric MS/MS	743900	Chimeric MS/MS
838	Unknown MS/MS	7470000	Unknown MS/MS
-6641	Chimeric MS/MS	1575000	Chimeric MS/MS
288	Unknown MS/MS	34590000	Unknown MS/MS
-6645	Chimeric MS/MS	1650000	Chimeric MS/MS
290	Chimeric MS/MS	832600	Chimeric MS/MS
291	Annotated MS/MS	3526000	Annotated MS/MS
-6689	Unknown MS/MS	1320000	Unknown MS/MS
-6690	Chimeric MS/MS	675900	Chimeric MS/MS
-6695	Unknown MS/MS	10610000	Unknown MS/MS
-6707	Chimeric MS/MS	546000	Chimeric MS/MS
-6716	Unknown MS/MS	14740000	Unknown MS/MS
292	Unknown MS/MS	1213000	Unknown MS/MS
842	Unknown MS/MS	60020000	Unknown MS/MS
-6737	Chimeric MS/MS	996500	Chimeric MS/MS
-6746	Unknown MS/MS	2e+06	Unknown MS/MS
293	Chimeric MS/MS	6196000	Chimeric MS/MS
-6756	Unknown MS/MS	1533000	Unknown MS/MS
297	Chimeric MS/MS	1112000	Chimeric MS/MS
-6766	Unknown MS/MS	637700	Unknown MS/MS
846	Chimeric MS/MS	1762000	Chimeric MS/MS
300	No MS/MS	1016000	No MS/MS
302	Chimeric MS/MS	1780000	Chimeric MS/MS
-6902	Unknown MS/MS	1041000	Unknown MS/MS
-6906	Annotated MS/MS	2012000	Annotated MS/MS
-6912	Annotated MS/MS	3050000	Annotated MS/MS
304	Annotated MS/MS	81680000	Annotated MS/MS
-6938	Unknown MS/MS	1648000	Unknown MS/MS
-6958	Chimeric MS/MS	2756000	Chimeric MS/MS
-6961	Chimeric MS/MS	806800	Chimeric MS/MS
295	Annotated MS/MS	11400000	Annotated MS/MS
-7042	Unknown MS/MS	1129000	Unknown MS/MS
-7126	Chimeric MS/MS	1057000	Chimeric MS/MS
855	Unknown MS/MS	36540000	Unknown MS/MS
-7158	Chimeric MS/MS	865700	Chimeric MS/MS
856	Unknown MS/MS	2689000	Unknown MS/MS
-7185	Unknown MS/MS	852400	Unknown MS/MS
-7186	Unknown MS/MS	1225000	Unknown MS/MS
-7217	Unknown MS/MS	646500	Unknown MS/MS
307	Unknown MS/MS	7617000	Unknown MS/MS
-7280	No MS/MS	1047000	No MS/MS
-7325	Unknown MS/MS	1088000	Unknown MS/MS
-7411	Chimeric MS/MS	1034000	Chimeric MS/MS
881	Unknown MS/MS	2277000	Unknown MS/MS
882	Unknown MS/MS	4263000	Unknown MS/MS
884	Unknown MS/MS	2570000	Unknown MS/MS
888	Unknown MS/MS	1063000	Unknown MS/MS
891	Unknown MS/MS	516500	Unknown MS/MS
-7603	Unknown MS/MS	538400	Unknown MS/MS
-7631	Unknown MS/MS	1706000	Unknown MS/MS
