peak_id,rt,mz,intensity,homologue_id,within_series_id
33382,14.0721,165.1135,106200,0,
33699,14.206,165.1135,155600,0,
34020,14.2947,165.1135,224100,0,
31451,13.3962,165.11351,71250,0,
32328,13.6986,165.11351,184700,0,
30389,12.8967,165.13859,14500,0,
32461,13.7281,165.13859,11870,0,
33500,14.1172,165.13859,16700,0,
33806,14.2321,165.13859,17370,0,
34731,14.4913,165.13859,9738,0,
30855,13.1063,165.1386,14000,0,
32056,13.6061,165.16375,5810,0,
219,0.3917,165.16377,4573,0,
1201,0.8647,165.16378,6662,0,
1420,0.9513,165.16378,5415,0,
512,0.5475,165.16379,8889,0,
746,0.6457,165.16379,10600,0,
985,0.7651,165.16379,8572,0,
3970,1.4565,165.16379,4264,0,
7620,2.3816,165.16379,6697,0,
5329,1.6187,165.1638,4368,0,
7252,2.2166,165.1638,12020,0,
8080,2.4782,165.1638,5531,0,
3252,1.3021,165.16381,7325,0,
5849,1.8042,165.16381,4816,0,
16127,8.3856,165.98285,2824,0,
35656,14.7692,165.98288,208600,0,
13557,5.9562,166.01952,66920,0,
9130,2.7995,166.0499,34670,0,
16276,8.4994,166.05173,3240,0,
16602,8.6965,166.05173,3216,0,
12657,4.7515,166.05174,3870,0,
12176,4.271,166.05175,16950,0,
12493,4.4733,166.05176,4417,0,
12068,4.1959,166.05177,4232,0,
3049,1.2937,166.05323,2729000,0,
6879,2.0918,166.05796,525600,0,
7771,2.394,166.07226,55380,0,
6263,1.9062,166.07234,1025000,0,
6599,1.9991,166.07235,127600,0,
9815,3.0435,166.07246,23500,0,
9853,3.0451,166.07664,42300,0,
15809,8.1735,166.07767,7732,0,
9914,3.0443,166.07898,111100,0,
9845,3.043,166.08186,348400,0,
5290,1.6433,166.08386,17960,0,
9888,3.0425,166.08619,42490000,0,
14643,6.9979,166.08624,66760,0,
6210,1.8893,166.08625,163900,0,
14054,6.4699,166.08625,66570,0,
5946,1.8341,166.08626,120400,0,
8780,2.703,166.08627,367400,0,
11147,3.5746,166.08627,68790,0,
11807,3.9597,166.08627,48620,0,
10706,3.3355,166.08628,157300,0,
10882,3.3873,166.08628,102200,0,
11521,3.7751,166.08631,40960,0,
9910,3.0438,166.09057,334700,0,
9867,3.0443,166.09322,100500,0,
23593,10.5686,166.09433,40860,0,
22995,10.5184,166.09434,13520,0,
9956,3.0444,166.09922,32860,0,
34543,14.4336,166.10867,2406,0,
35282,14.6691,166.10872,13290,0,
35385,14.6591,166.11686,11900,0,
9211,2.82,166.12266,106000,0,
8582,2.6793,166.53662,32120,0,
2653,1.2455,166.959,12770,0,
35626,14.7708,166.98304,10670,0,
35602,14.7742,166.99072,5188,0,
15107,7.6014,167.00816,2908,0,
16627,8.7201,167.00817,3706,0,
17719,9.2971,167.0082,6497,0,
16366,8.5685,167.00822,4286,0,
16105,8.3778,167.00824,8773,0,
16783,8.7904,167.00824,3706,0,
16944,8.8867,167.00825,8900,0,
15606,8.0092,167.00826,5469,0,
17169,9.0452,167.00829,7682,0,
15991,8.2874,167.0083,4199,0,
17479,9.1983,167.00832,6715,0,
15401,7.8474,167.00841,12920,0,
35542,14.7381,167.00844,5579,0,
1879,1.0743,167.01278,1838000,0,
35468,14.7232,167.01279,3591000,0,
15776,8.1495,167.01719,3607,0,
15563,8.0146,167.0172,9777,0,
16829,8.836,167.01725,17030,0,
16263,8.5105,167.01726,4825,0,
17042,8.9635,167.01726,5604,0,
35547,14.7318,167.01726,6563,0,
16695,8.7517,167.01727,7061,0,
17524,9.2371,167.01727,4995,0,
17297,9.0765,167.01731,5869,0,
15993,8.2825,167.01732,6718,0,
16537,8.6401,167.01735,9304,0,
17768,9.3325,167.01736,3981,0,
12217,4.2436,167.04846,18570,0,
12350,4.3346,167.04846,8769,0,
12473,4.437,167.04848,5979,0,
12626,4.6438,167.04848,3746,0,
16410,8.5469,167.0485,4327,0,
3047,1.2926,167.05266,13340,0,
7586,2.3102,167.05629,95340,0,
9987,3.0766,167.05635,1035000,0,
9729,3.0328,167.05637,891600,0,
9208,2.7539,167.05638,48690,0,
11113,3.5566,167.05638,54960,0,
8092,2.5062,167.05639,104800,0,
3033,1.2883,167.05652,139100,0,
6928,2.094,167.05881,17790,0,
6257,1.9007,167.06959,12410,0,
20508,10.0928,167.07026,23370,0,
19525,9.9866,167.07027,101300,0,
21015,10.2232,167.07027,40280,0,
21653,10.2767,167.07027,18390,0,
6261,1.905,167.07568,66960,0,
29569,12.4785,167.08148,2243,0,
5859,1.7964,167.08152,35450,0,
11988,4.0861,167.08152,16900,0,
9921,3.0447,167.08347,151900,0,
14693,7.0708,167.08553,13960,0,
9899,3.043,167.08952,4188000,0,
8777,2.6989,167.08961,28830,0,
9882,3.0382,167.09172,77930,0,
4798,1.5293,167.09211,19330,0,
34142,14.327,167.1008,23490,0,
17879,9.4,167.1066,5811,0,
16677,8.7255,167.10661,4198,0,
17025,8.9443,167.10661,4200,0,
564,0.5498,167.10666,5987,0,
851,0.7155,167.10666,7603,0,
185,0.3815,167.10667,6588,0,
2699,1.2314,167.10667,9066,0,
4977,1.6103,167.10667,7048,0,
4013,1.3888,167.10668,6787,0,
11753,3.8828,167.10668,4223,0,
7814,2.4445,167.10669,4343,0,
5551,1.709,167.1155,10500,0,
34834,14.5385,167.11786,2394,0,
34101,14.3089,167.11787,2431,0,
35268,14.6523,167.11787,9654,0,
5692,1.7561,167.11788,24180,0,
15840,8.1878,167.14301,10870,0,
23456,10.5674,167.14302,53150,0,
32438,13.7256,167.15422,6432,0,
31467,13.3785,167.15423,10340,0,
32128,13.6163,167.15423,4990,0,
30766,13.0513,167.15424,5657,0,
31724,13.4929,167.15424,6822,0,
32546,13.7793,167.15424,9440,0,
30013,12.6968,167.15425,5017,0,
30475,12.9469,167.15425,4218,0,
31073,13.1817,167.15425,5968,0,
31955,13.5534,167.15425,8195,0,
33325,14.051,167.15425,12900,0,
34666,14.4733,167.15425,11780,0,
32856,13.8747,167.15426,9480,0,
33708,14.1938,167.15426,8162,0,
33936,14.2816,167.15426,25450,0,
34927,14.554,167.15426,5012,0,
35384,14.6872,167.15426,4712,0,
25853,11.1338,167.99361,3621,0,
35675,14.7744,167.99852,195800,0,
15963,8.2784,168.00981,4395,0,
15519,7.9466,168.00982,9614,0,
16324,8.5222,168.00982,8800,0,
16534,8.6373,168.00982,5050,0,
16845,8.8485,168.00982,6653,0,
17024,8.9344,168.00982,7015,0,
17307,9.1059,168.00982,7725,0,
35531,14.7356,168.00982,9548,0,
15330,7.7999,168.00983,9591,0,
15760,8.1129,168.00983,14560,0,
16192,8.4318,168.00983,9141,0,
35799,14.7903,168.00983,6860,0,
13702,6.093,168.00984,3075,0,
17565,9.2334,168.00984,9388,0,
17803,9.3375,168.00984,7072,0,
1837,1.0814,168.01613,87640,0,
35499,14.7277,168.01614,194700,0,
15313,7.7963,168.02538,2611,0,
9285,2.8447,168.02915,14940,0,
3035,1.2922,168.04903,118800,0,
1766,1.0716,168.05052,186000,0,
6439,1.9548,168.05163,56530,0,
9985,3.0742,168.0597,60170,0,
8957,2.7361,168.06314,11560,0,
4576,1.5055,168.06552,54000,0,
9673,2.9595,168.06554,13200,0,
9083,2.7519,168.06555,9097,0,
35809,14.8372,168.06887,6320,0,
22865,10.5071,168.06889,7838,0,
30460,12.8869,168.07671,2162,0,
33853,14.2589,168.07671,6196,0,
34093,14.3088,168.07671,13950,0,
28986,12.2095,168.07672,2258,0,
30118,12.7745,168.07672,4724,0,
30996,13.148,168.07672,2352,0,
31819,13.5109,168.07672,3984,0,
32486,13.7592,168.07672,8185,0,
34783,14.5084,168.07672,7392,0,
27719,11.6704,168.07673,1599,0,
29414,12.4106,168.07673,3211,0,
30734,13.0462,168.07673,4687,0,
31610,13.4445,168.07673,3471,0,
32665,13.8176,168.07673,7661,0,
33084,13.9683,168.07673,6329,0,
33424,14.0889,168.07673,4689,0,
34355,14.3668,168.07673,7493,0,
34495,14.4296,168.07673,5561,0,
29773,12.6077,168.07674,2256,0,
32939,13.9252,168.07674,4011,0,
35127,14.6364,168.07674,5178,0,
2919,1.2778,168.08663,363100,0,
9925,3.0451,168.09044,171200,0,
9900,3.043,168.09289,173400,0,
7011,2.0724,168.10185,20130,0,
13892,6.2935,168.10188,15730,0,
7415,2.2336,168.1019,9702,0,
5052,1.6141,168.10191,107000,0,
6585,1.9962,168.10191,89790,0,
7728,2.3783,168.10191,33420,0,
9001,2.7701,168.10192,11050,0,
6243,1.8988,168.11314,51230,0,
6577,1.9941,168.11315,71340,0,
9389,2.876,168.12306,24830,0,
30499,12.9699,168.13823,6259,0,
31128,13.2438,168.13823,13050,0,
30655,13.0275,168.13824,10330,0,
30863,13.0932,168.13824,6858,0,
31358,13.3274,168.13824,16080,0,
31667,13.4651,168.13824,15560,0,
32372,13.707,168.13824,13990,0,
32580,13.8005,168.13824,14890,0,
32751,13.8566,168.13824,17370,0,
33772,14.2238,168.13824,22090,0,
34206,14.3349,168.13824,19180,0,
34423,14.4143,168.13824,14710,0,
30040,12.7422,168.13825,4805,0,
32918,13.9061,168.13825,16570,0,
33143,13.9841,168.13825,14640,0,
33349,14.1005,168.13825,16800,0,
34976,14.5907,168.13825,12250,0,
32017,13.5937,168.13826,21660,0,
34648,14.4811,168.13826,23410,0,
35590,14.7243,168.91941,42710,0,
35728,14.7706,168.91941,41130,0,
35341,14.6772,168.91944,79100,0,
5241,1.6439,168.99205,23680,0,
35661,14.7633,168.99865,6700,0,
15918,8.2275,169.00879,5365,0,
17101,8.998,169.0088,7328,0,
17310,9.1189,169.0088,8887,0,
17663,9.275,169.0088,6184,0,
17815,9.3652,169.0088,6478,0,
15325,7.794,169.00881,5853,0,
16082,8.362,169.00881,4078,0,
16153,8.4029,169.00881,9107,0,
16574,8.6611,169.00881,8993,0,
15480,7.9311,169.00882,7948,0,
16837,8.8373,169.00882,6236,0,
35557,14.738,169.00882,7158,0,
16538,8.6427,169.01703,2210,0,
3903,1.4177,169.02574,25110,0,
5625,1.7314,169.03561,558700,0,
15619,8.0471,169.04578,23710,0,
16022,8.3115,169.04578,27360,0,
17293,9.0906,169.04578,43550,0,
17576,9.2649,169.04578,45500,0,
16970,8.9182,169.04579,38950,0,
17081,8.9854,169.04579,31090,0,
17837,9.3707,169.04579,43390,0,
1781,1.0706,169.0458,340000,0,
35765,14.8297,169.04582,22740,0,
9120,2.7959,169.0608,29930,0,
9067,2.76,169.08588,3399,0,
1355,0.9132,169.08591,3332,0,
132,0.3856,169.08592,3490,0,
1014,0.7926,169.08593,3717,0,
2608,1.2302,169.08593,7189,0,
8023,2.4902,169.08594,6536,0,
5096,1.623,169.08597,4142,0,
30140,12.7721,169.08855,13020,0,
30768,13.0331,169.08855,8598,0,
30965,13.1504,169.08855,11550,0,
31596,13.44,169.08855,8182,0,
31785,13.5049,169.08855,6793,0,
32155,13.6507,169.08855,4383,0,
32357,13.6943,169.08855,6080,0,
32562,13.79,169.08855,6130,0,
33268,14.0256,169.08855,4632,0,
28032,11.8107,169.08856,8972,0,
28292,11.8674,169.08856,6206,0,
28623,12.0743,169.08856,7393,0,
29197,12.3336,169.08856,7423,0,
29835,12.6307,169.08856,9506,0,
30038,12.7232,169.08856,6064,0,
30327,12.8421,169.08856,8606,0,
31143,13.2299,169.08856,7955,0,
31380,13.3254,169.08856,6622,0,
32877,13.8954,169.08856,6932,0,
33442,14.0993,169.08856,10470,0,
27152,11.4811,169.08857,9369,0,
27458,11.5957,169.08857,7395,0,
27697,11.6655,169.08857,5921,0,
26793,11.3751,169.08858,5708,0,
1993,1.1387,169.09474,451100,0,
2245,1.1942,169.09713,398700,0,
4030,1.3781,169.09717,16320,0,
8761,2.6962,169.09717,15080,0,
10228,3.1747,169.09717,42300,0,
517,0.5249,169.1223,8063,0,
707,0.6427,169.1223,14690,0,
109,0.3678,169.12231,10170,0,
3396,1.3739,169.12231,32660,0,
306,0.4248,169.12232,12410,0,
2122,1.1339,169.12232,10330,0,
4186,1.4656,169.12232,10260,0,
7494,2.2681,169.12232,10230,0,
5622,1.7772,169.12233,6339,0,
11329,3.6889,169.12522,9272,0,
35347,14.6809,169.97731,208100,0,
35760,14.8342,169.97731,170500,0,
10752,3.3797,169.97733,85540,0,
11093,3.5501,169.97733,109000,0,
11391,3.6804,169.97733,121800,0,
9600,2.9382,169.97734,77770,0,
9802,3.0047,169.97734,178100,0,
10221,3.1837,169.97734,116300,0,
10513,3.2718,169.97734,111300,0,
10902,3.445,169.97734,229300,0,
11699,3.8646,169.97736,83400,0,
11506,3.748,169.97737,59350,0,
1786,1.0672,170.0298,560800,0,
2930,1.28,170.03357,75380,0,
5614,1.7299,170.03898,23990,0,
16195,8.4396,170.04102,4508,0,
15447,7.9048,170.04103,7577,0,
16471,8.5962,170.04103,12240,0,
16622,8.7304,170.04103,5688,0,
16899,8.8626,170.04103,4706,0,
17788,9.3193,170.04103,6647,0,
15680,8.065,170.04104,5772,0,
15970,8.2565,170.04104,9203,0,
17107,9.0029,170.04104,6088,0,
1613,1.0604,170.04105,51160,0,
15091,7.566,170.04105,5281,0,
15333,7.778,170.04105,6972,0,
17354,9.1396,170.04105,4928,0,
17474,9.1889,170.04105,7146,0,
15019,7.4785,170.04107,3756,0,
2538,1.2311,170.04232,107400,0,
5674,1.7444,170.05599,34930,0,
4762,1.5609,170.05779,30660,0,
11372,3.6883,170.06003,227300,0,
5303,1.6484,170.08114,29120,0,
2951,1.3452,170.08117,179800,0,
4833,1.5872,170.08117,31020,0,
6105,1.8533,170.08118,25860,0,
9016,2.7703,170.08119,39000,0,
11136,3.5642,170.08119,21520,0,
10736,3.3713,170.0812,80200,0,
2184,1.1885,170.09237,71310,0,
4856,1.5808,170.09246,13730,0,
7666,2.359,170.09248,12270,0,
29040,12.2336,170.11751,5457,0,
29345,12.3789,170.11751,9919,0,
29530,12.4607,170.11751,8940,0,
31729,13.4745,170.11751,3548,0,
33774,14.2145,170.11751,3664,0,
34006,14.2819,170.11751,3276,0,
34334,14.3795,170.11751,3476,0,
28481,11.9896,170.11752,3726,0,
29956,12.6968,170.11752,5031,0,
30268,12.8325,170.11752,9571,0,
30557,12.957,170.11752,6885,0,
30871,13.1204,170.11752,4640,0,
31418,13.35,170.11752,3138,0,
31971,13.5801,170.11752,2713,0,
32540,13.7678,170.11752,5931,0,
33019,13.9545,170.11752,3315,0,
33228,14.0117,170.11752,3344,0,
35090,14.5731,170.11752,2777,0,
27157,11.4887,170.11753,4173,0,
27529,11.6277,170.11753,3711,0,
27914,11.749,170.11753,5209,0,
28221,11.8583,170.11753,3042,0,
28839,12.1557,170.11753,5199,0,
29777,12.5998,170.11753,6321,0,
31215,13.258,170.11753,3151,0,
26780,11.3786,170.11754,3866,0,
32167,13.6485,170.11754,4110,0,
12872,4.9809,170.11755,16120,0,
15323,7.7857,170.15389,10820,0,
31163,13.2385,170.15389,3545,0,
31539,13.3823,170.15389,8314,0,
31877,13.5313,170.15389,5764,0,
33998,14.2874,170.15389,6725,0,
34321,14.3835,170.15389,10290,0,
30656,13.0179,170.1539,4013,0,
30964,13.1491,170.1539,4084,0,
32387,13.7026,170.1539,11730,0,
33138,13.9926,170.1539,8717,0,
33567,14.122,170.1539,9240,0,
34682,14.5019,170.1539,6786,0,
29762,12.6161,170.15391,4005,0,
30094,12.755,170.15391,5068,0,
30390,12.8928,170.15391,4010,0,
32642,13.8069,170.15391,6741,0,
34989,14.5685,170.15391,3743,0,
11532,3.7813,170.15396,18740,0,
10483,3.2695,170.56263,30800,0,
35469,14.6723,170.98512,13530,0,
9334,2.8619,170.99646,15550,0,
35735,14.7276,171.00566,79110,0,
7917,2.4456,171.0264,26150,0,
11893,3.9775,171.03448,7616,0,
9477,2.9154,171.03449,9840,0,
9788,2.9994,171.03449,13990,0,
10493,3.2845,171.03449,12440,0,
10664,3.3473,171.03449,4897,0,
10764,3.4008,171.03449,12290,0,
10943,3.4618,171.03449,20010,0,
10068,3.1431,171.0345,12330,0,
11307,3.6535,171.0345,11480,0,
11783,3.9251,171.0345,7653,0,
10302,3.2084,171.03451,10410,0,
11182,3.6086,171.03451,19970,0,
11488,3.8047,171.03452,32030,0,
2012,1.1454,171.05303,66280,0,
11351,3.6896,171.06338,21060,0,
4019,1.4417,171.06522,8901,0,
6914,2.0943,171.07475,47700,0,
3126,1.2997,171.0764,27640,0,
5229,1.7119,171.0764,53020,0,
9339,2.8439,171.07644,10270,0,
33865,14.246,171.09972,16610,0,
34736,14.5033,171.09972,16680,0,
32414,13.7274,171.09973,13140,0,
33378,14.0698,171.09973,9168,0,
28173,11.8628,171.09974,22480,0,
29202,12.3102,171.09974,26890,0,
9831,3.0378,171.10286,21570,0,
10199,3.1679,171.11281,8769,0,
2833,1.2887,171.13794,29430,0,
23465,10.575,171.13794,23200,0,
162,0.3752,171.13795,44780,0,
403,0.4995,171.13795,42400,0,
559,0.5553,171.13795,52920,0,
4926,1.5908,171.13795,35160,0,
899,0.7204,171.13796,56820,0,
1357,0.9573,171.13796,58180,0,
6112,1.8469,171.13796,30030,0,
8426,2.5919,171.13796,27190,0,
4303,1.4589,171.13797,20480,0,
6511,1.9854,171.13797,27040,0,
8569,2.6391,171.13797,26020,0,
23698,10.6338,171.14916,151700,0,
24359,10.7125,171.14916,397400,0,
8097,2.5066,171.14919,96990,0,
25133,10.9037,171.18553,26780,0,
25448,11.0183,171.18553,18420,0,
29219,12.3249,171.18553,21280,0,
30740,13.0482,171.18553,16600,0,
32995,13.9316,171.18553,16960,0,
34134,14.3203,171.18553,14150,0,
24903,10.8518,171.18554,23570,0,
25777,11.0714,171.18554,25250,0,
27485,11.5961,171.18554,21300,0,
27922,11.7504,171.18554,15780,0,
28563,12.0221,171.18554,18470,0,
28824,12.1268,171.18554,23520,0,
24316,10.7054,171.18555,28230,0,
23163,10.5704,171.18556,47380,0,
23867,10.6358,171.18556,67530,0,
7280,2.2027,171.99161,36950,0,
8218,2.5441,171.99164,56830,0,
2210,1.1733,171.99165,172400,0,
8021,2.4983,171.99165,59870,0,
1869,1.0943,171.99167,527700,0,
11243,3.6244,171.99303,36680,0,
10886,3.4353,171.99304,70260,0,
11081,3.5197,171.99304,31400,0,
10209,3.1794,171.99305,62050,0,
10538,3.2789,171.99306,53710,0,
35597,14.691,171.99307,48410,0,
2221,1.1902,172.00063,32200,0,
6752,2.0573,172.01411,37630,0,
244,0.4053,172.01848,18590,0,
725,0.6376,172.01849,15460,0,
12295,4.3294,172.01849,227200,0,
12408,4.385,172.01849,107100,0,
12885,5.002,172.01849,65000,0,
13288,5.6436,172.01849,29370,0,
1103,0.7923,172.0185,10950,0,
1308,0.9218,172.0185,12850,0,
11972,4.1666,172.0185,110400,0,
12185,4.2444,172.0185,174600,0,
12475,4.4701,172.0185,54810,0,
12518,4.5298,172.0185,62550,0,
12602,4.598,172.0185,53610,0,
12689,4.7507,172.0185,62070,0,
12730,4.8157,172.0185,51180,0,
12820,4.9062,172.0185,48750,0,
12933,5.08,172.0185,40560,0,
13031,5.2154,172.0185,44990,0,
13124,5.3521,172.0185,58890,0,
1625,1.0637,172.02738,69300,0,
5398,1.6579,172.04024,88880,0,
2544,1.2315,172.06037,67750,0,
6544,1.9873,172.06044,35940,0,
3595,1.3799,172.07167,67440,0,
12508,4.5475,172.09681,12800,0,
10462,3.2588,172.09683,19320,0,
11076,3.5305,172.09683,7988,0,
12143,4.1699,172.09683,8388,0,
6011,1.7849,172.09684,21950,0,
9608,2.9429,172.09684,31980,0,
9889,3.0421,172.10633,468700,0,
11621,3.8084,172.10723,41560,0,
4461,1.4973,172.10805,12520,0,
7929,2.4598,172.10809,6420,0,
11582,3.8159,172.11035,85330,0,
11598,3.8131,172.11445,114700,0,
11579,3.8151,172.1158,133100,0,
11567,3.8118,172.11725,160900,0,
11609,3.8118,172.12024,163800,0,
11578,3.8124,172.12113,211200,0,
11588,3.8111,172.12436,264300,0,
11600,3.8104,172.12744,1464000,0,
11623,3.8117,172.12862,1609000,0,
11556,3.8098,172.13004,2920000,0,
17361,9.1351,172.13316,66870,0,
12884,4.9754,172.1332,202100,0,
13023,5.1838,172.1332,139300,0,
8048,2.4823,172.13321,70230,0,
9665,2.9508,172.13321,18750,0,
12452,4.4531,172.13321,325700,0,
12584,4.5795,172.13321,327100,0,
12773,4.8328,172.13321,257500,0,
12254,4.2644,172.13322,447900,0,
12662,4.6858,172.13323,324500,0,
11626,3.8118,172.13785,1500000,0,
11593,3.8105,172.14115,454200,0,
11560,3.8117,172.14294,263100,0,
11596,3.8112,172.14439,168200,0,
11577,3.8097,172.14753,163900,0,
11641,3.8182,172.15064,86020,0,
31334,13.3034,172.1525,5547,0,
32601,13.8106,172.1525,5302,0,
33363,14.0414,172.1525,4226,0,
34359,14.4016,172.1525,4423,0,
34841,14.5242,172.1525,5361,0,
26316,11.2404,172.15251,5866,0,
27950,11.7711,172.15251,5812,0,
28297,11.8974,172.15251,5704,0,
28543,12.0088,172.15251,5273,0,
29597,12.4947,172.15251,6034,0,
29857,12.6765,172.15251,7769,0,
30216,12.7922,172.15251,6589,0,
30785,13.0792,172.15251,4993,0,
31557,13.4057,172.15251,7247,0,
33008,13.922,172.15251,4374,0,
23728,10.6536,172.15252,4134,0,
25829,11.0879,172.15252,6575,0,
26820,11.3855,172.15252,7869,0,
27452,11.5785,172.15252,4009,0,
28893,12.1847,172.15252,10490,0,
29277,12.3533,172.15252,5812,0,
30614,13.0002,172.15252,7010,0,
33929,14.249,172.15252,5417,0,
11608,3.8188,172.15307,86450,0,
11571,3.8143,172.15699,74800,0,
11649,3.8095,172.16318,38260,0,
16463,8.5985,172.16955,243500,0,
17038,8.9382,172.16956,41880,0,
18319,9.6572,172.16958,31450,0,
10753,3.3842,172.52004,16410,0,
12102,4.1559,172.52006,18960,0,
9500,2.9104,172.53134,27430,0,
3629,1.3907,172.94273,77200,0,
898,0.7118,172.95223,9624,0,
213,0.3968,172.95224,9922,0,
714,0.6262,172.95224,10930,0,
1172,0.8324,172.95224,9961,0,
7046,2.1606,172.95224,17120,0,
555,0.5551,172.95225,13320,0,
1395,0.9443,172.95225,9540,0,
2609,1.2469,172.95225,130600,0,
4383,1.4753,172.95225,41000,0,
4842,1.5488,172.95225,35510,0,
5420,1.6184,172.95225,20690,0,
7694,2.3902,172.95225,16970,0,
8591,2.6037,172.95225,13410,0,
6611,1.9787,172.95226,10920,0,
7389,2.2293,172.95226,23240,0,
7996,2.476,172.95226,56310,0,
3550,1.3177,172.95227,61780,0,
5652,1.7592,172.95227,16270,0,
8324,2.5564,172.95227,13410,0,
4057,1.4316,172.97589,33850,0,
12907,5.0204,172.97698,108000,0,
12045,4.1895,172.97699,155700,0,
12203,4.2508,172.97699,503600,0,
12294,4.3085,172.97699,162500,0,
12389,4.363,172.97699,158300,0,
12487,4.4914,172.97699,130300,0,
12776,4.8402,172.97699,122800,0,
12018,4.1442,172.977,115600,0,
12637,4.667,172.977,121100,0,
5452,1.6887,172.97704,58420,0,
72,0.363,172.97707,71820,0,
389,0.4801,172.97707,50780,0,
1215,0.8756,172.97707,38910,0,
838,0.6826,172.97708,87070,0,
1095,0.7901,172.97708,42800,0,
6368,1.9199,172.97708,80480,0,
1692,1.0549,172.97794,74940,0,
7958,2.4552,173.02433,5886,0,
11777,3.8646,173.03012,144200,0,
10027,3.1138,173.03014,244300,0,
11341,3.6844,173.03014,309600,0,
11575,3.7386,173.03014,176200,0,
9812,3.0294,173.03015,148300,0,
9187,2.8513,173.03016,151200,0,
9575,2.9343,173.03016,319400,0,
10411,3.2468,173.03016,424500,0,
10750,3.3925,173.03016,603700,0,
10909,3.4339,173.03016,301900,0,
11148,3.5771,173.03016,1249000,0,
2928,1.2797,173.04204,486100,0,
8701,2.6807,173.04341,23050,0,
2704,1.2527,173.0556,25950,0,
4308,1.4678,173.05569,15070,0,
33400,14.0837,173.07839,18490,0,
15786,8.1359,173.0784,4064,0,
17100,9.0032,173.0784,6879,0,
32558,13.7705,173.0784,15520,0,
34457,14.4166,173.0784,10830,0,
16313,8.5191,173.07841,4200,0,
16549,8.6596,173.07841,8003,0,
17299,9.1015,173.07841,8961,0,
33111,13.9707,173.07841,10930,0,
33882,14.2735,173.07841,16110,0,
34221,14.3461,173.07841,21090,0,
34854,14.5421,173.07841,16990,0,
15984,8.2857,173.07842,6456,0,
17486,9.2246,173.07842,5317,0,
16097,8.3714,173.07843,6256,0,
17621,9.2727,173.07843,6599,0,
18249,9.6022,173.07843,3643,0,
7443,2.255,173.07844,89660,0,
17807,9.3611,173.07844,8349,0,
4882,1.5644,173.07845,20780,0,
35270,14.6593,173.07845,42560,0,
8337,2.5956,173.07846,35920,0,
8765,2.6956,173.07846,51740,0,
9396,2.8758,173.07847,80870,0,
18505,9.7091,173.07847,3399,0,
1962,1.1296,173.07848,14310,0,
18487,9.7291,173.08086,16850,0,
3327,1.3081,173.09205,587200,0,
9832,3.0406,173.10974,13470,0,
10095,3.1236,173.12847,45820,0,
11634,3.8144,173.13027,677100,0,
20494,10.1443,173.13238,52550,0,
25711,11.0804,173.13245,15490,0,
11551,3.8131,173.1334,197800,0,
11619,3.8135,173.13636,22470000,0,
11908,3.9493,173.13656,86120,0,
12243,4.2462,173.13657,14650,0,
12432,4.4246,173.13657,7811,0,
12122,4.1191,173.13659,27310,0,
11658,3.8059,173.13826,117700,0,
11525,3.8138,173.14132,85680,0,
15132,7.6223,173.15358,17180,0,
29372,12.4059,173.16479,3712,0,
28883,12.1777,173.1648,4961,0,
25947,11.1231,173.16481,8097,0,
27613,11.6321,173.16481,5489,0,
29817,12.626,173.16481,4651,0,
30253,12.8187,173.16481,4601,0,
9857,3.0265,173.16482,1063000,0,
15548,7.9885,173.16482,8690,0,
16701,8.7439,173.16482,5884,0,
27107,11.4536,173.16482,5612,0,
24445,10.7412,173.16483,5095,0,
28103,11.8273,173.16483,5311,0,
8689,2.6846,173.16485,104200,0,
9199,2.7767,173.16486,22190,0,
10825,3.3953,173.16486,12090,0,
16460,8.5973,173.17292,19280,0,
35472,14.6795,173.99126,7632,0,
1808,1.0734,174.02473,258000,0,
4956,1.5972,174.03864,262400,0,
34981,14.6147,174.03942,2500,0,
2922,1.2843,174.04538,9419,0,
12738,4.8238,174.05495,41630,0,
11920,4.013,174.05496,10920,0,
10066,3.099,174.06364,18250,0,
4098,1.4391,174.07609,144100,0,
3042,1.2934,174.0761,147900,0,
9127,2.7899,174.0761,12880,0,
4796,1.5778,174.08726,59270,0,
2404,1.2023,174.08727,48780,0,
4094,1.434,174.08732,44300,0,
10914,3.4541,174.09135,303100,0,
2649,1.2432,174.09543,50160,0,
5073,1.617,174.09543,154700,0,
1030,0.7674,174.11246,4981,0,
11420,3.6999,174.11246,32530,0,
826,0.6901,174.11247,3936,0,
8278,2.575,174.11247,3378,0,
11902,3.9993,174.11247,238200,0,
445,0.4851,174.11248,3902,0,
3687,1.3793,174.11248,14750,0,
4423,1.5138,174.11248,23190,0,
6504,1.9418,174.11248,23070,0,
8081,2.4599,174.11248,4570,0,
12038,4.08,174.11248,96680,0,
1307,0.9102,174.11249,4598,0,
7827,2.4053,174.11249,5189,0,
11675,3.8555,174.1125,10990,0,
8997,2.739,174.12372,356200,0,
8608,2.6823,174.12373,275900,0,
11580,3.8101,174.13379,50990,0,
11630,3.8124,174.1373,888900,0,
11624,3.8117,174.13973,912800,0,
10177,3.149,174.14886,21750,0,
8907,2.761,174.14888,12530,0,
9704,2.9792,174.14888,38730,0,
9856,3.0329,174.16813,96150,0,
13991,6.4201,174.18523,107200,0,
2028,1.1497,174.93799,83000,0,
5555,1.711,174.97363,8152,0,
3509,1.3747,174.98491,59650,0,
70,0.3469,174.98492,26060,0,
316,0.4591,174.98492,49170,0,
528,0.5374,174.98492,57400,0,
