row ID,clique_id,clique_size,NeatMS,BlankRatio,RemovedIsos,DilutionSeries,OnlyM0,feature_group,mz,rt,max_area,Compound_Name,annotated,SpectrumID,within_series_id,homologue_id,mz_diff,origin,feature_size,NoFilter,CobinedFilters,annotated_feature
10895,-10895,1,1,1,1,1,1,588,295.17659,3.4452,107800,,no,,,0,,,8,1,1,no
10896,-10896,1,1,1,1,1,0,-10896,272.16058,3.375,44160,,no,,,0,,,1,1,0,no
10897,-10897,1,1,1,1,1,0,-10897,300.15551,3.4425,8394,,no,,,0,,,1,1,0,no
10898,-10898,1,1,1,1,1,0,-10898,148.1121,3.4696,18090,,no,,,0,,,1,1,0,no
10899,-10899,1,1,0,1,0,0,-10899,111.51909,3.4514,67040,,no,,,0,,,1,1,0,no
10900,-10900,1,1,1,1,1,0,588,360.21309,3.448,56830,,no,,,0,,,8,1,0,no
10901,-10901,1,0,0,1,0,0,-10901,158.00287,3.4402,267700,,no,,,0,,,1,1,0,no
10902,-10902,1,0,0,1,0,0,-10902,169.97734,3.445,229300,,no,,,0,,,1,1,0,no
10903,2216258_3,3,1,1,1,0,0,147,393.2233,3.4513,46810,,no,,,0,,,19,1,0,no
10904,-10904,1,1,1,1,1,0,588,295.16539,3.4503,116800,,no,,,0,,,8,1,0,no
10906,-10906,1,1,1,0,1,0,-10906,296.1799,3.4453,15820,,no,,,0,,,1,1,0,no
10907,-10907,1,0,0,1,0,0,-10907,110.52164,3.4618,33680,,no,,,0,,,1,1,0,no
10909,-10909,1,0,0,0,0,0,-10909,173.03016,3.4339,301900,,no,,,0,,,1,1,0,no
10910,-10910,1,1,1,0,1,0,147,183.07649,3.4515,30650,HYDROXYPHENYLLACTIC ACID,yes,CCMSLIB00006681240,,0,,,19,1,0,yes
10911,-10911,1,0,1,1,0,0,-10911,233.14967,3.4275,17860,Spectral Match to Thr-Leu from NIST14,yes,CCMSLIB00003140084,,0,,,1,1,0,yes
10912,-10912,1,0,1,1,1,1,-10912,216.08673,3.4619,9031,,no,,,0,,,1,1,0,no
10913,2216258_3,3,1,1,1,1,0,147,318.16604,3.4526,41080,,no,,,0,,,19,1,0,no
10914,2216258_3,3,1,1,1,1,1,147,174.09135,3.4541,303100,,no,,,0,,,19,1,1,no
10915,2216187_3,2,1,1,1,1,1,147,253.11839,3.4552,27710,,no,,,0,,,19,1,1,no
10916,2216264_4,1,1,1,1,1,0,147,222.11255,3.4593,25870,,no,,,0,,,19,1,0,no
10917,-10917,1,1,1,0,1,0,147,175.0947,3.4577,22540,,no,,,0,,,19,1,0,no
10918,-10918,1,0,0,1,0,0,-10918,199.98793,3.4571,1372000,,no,,,0,,,1,1,0,no
10919,-10919,1,1,1,1,1,1,147,375.18757,3.4617,63000,,no,,,0,,,19,1,1,no
10920,-10920,1,0,1,1,0,0,-10920,410.19238,3.4582,10860,,no,,,0,,,1,1,0,no
10921,-10921,1,0,1,0,1,0,147,220.0969,3.4605,11520,,no,,7,40,12,,19,1,0,no
10922,2216268_4,1,1,1,1,1,1,147,289.17592,3.4599,102800,,no,,,0,,,19,1,1,no
10923,-10923,1,1,1,1,1,0,-10923,391.16155,3.4552,25150,,no,,,0,,,1,1,0,no
10924,2216270_4,4,1,1,1,1,1,147,274.10749,3.4603,175100,,no,,,0,,,19,1,1,no
10925,-10925,1,1,1,0,1,0,147,290.17927,3.4589,11740,,no,,,0,,,19,1,0,no
10926,-10926,1,1,1,1,1,0,147,341.18202,3.4573,13690,,no,,,0,,,19,1,0,no
10927,2216270_4,4,1,1,0,1,0,147,230.11762,3.462,294400,,no,,,0,,,19,1,0,no
10928,-10928,1,1,1,1,1,0,147,246.14492,3.462,94210,,no,,,0,,,19,1,0,no
10929,2216270_4,4,1,1,0,1,0,147,275.11078,3.462,20420,,no,,,0,,,19,1,0,no
10931,-10931,1,1,1,1,1,0,147,243.1704,3.4574,12870,,no,,6,60,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",19,1,0,no
10932,-10932,1,0,0,1,0,0,-10932,116.05259,3.468,88350,,no,,,0,,,1,1,0,no
10933,2216270_4,4,1,1,0,1,0,147,231.12092,3.4624,41680,,no,,,0,,,19,1,0,no
10934,-10934,1,1,1,1,1,0,-10934,269.14968,3.4669,24750,,no,,5,98,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",1,1,0,no
10935,-10935,1,1,1,0,1,0,-10935,298.17627,3.473,14680,,no,,,0,,,1,1,0,no
10936,-10936,1,0,1,1,1,0,-10936,198.07614,3.4792,7165,,no,,,0,,,1,1,0,no
10937,-10937,1,0,0,1,0,0,-10937,135.10157,3.4669,4160,Spectral Match to .alpha.-Pinene oxide from NIST14,yes,CCMSLIB00003138450,,0,,,1,1,0,yes
10938,-10938,1,0,0,1,0,0,-10938,192.97629,3.4207,5866,,no,,,0,,,1,1,0,no
10939,-10939,1,0,1,0,1,0,-10939,217.10525,3.477,16130,,no,,,0,,,1,1,0,no
10940,-10940,1,1,1,1,1,0,-10940,252.12314,3.4477,13040,,no,,,0,,,1,1,0,no
10943,-10943,1,0,0,1,0,1,-10943,171.03449,3.4618,20010,,no,,,0,,,1,1,0,no
10944,-10944,1,1,1,1,1,0,-10944,260.16057,3.4597,23120,,no,,,0,,,1,1,0,no
10946,-10946,1,0,0,1,0,1,-10946,109.02231,3.5021,23060,,no,,,0,,,1,1,0,no
10947,-10947,1,1,1,1,1,1,-10947,216.10195,3.4724,125500,,no,,,0,,,1,1,1,no
10948,-10948,1,1,1,1,1,0,-10948,679.30202,3.476,14010,,no,,,0,,,1,1,0,no
10949,-10949,1,0,1,1,1,0,-10949,127.05021,3.453,54150,THYMINE,yes,CCMSLIB00006680283,,0,,,1,1,0,yes
10950,-10950,1,1,1,1,1,0,-10950,294.15521,3.4826,15040,,no,,,0,,,1,1,0,no
10951,-10951,1,1,1,1,1,0,-10951,306.17012,3.4704,47530,,no,,,0,,,1,1,0,no
10952,-10952,1,1,1,1,1,0,-10952,290.17117,3.4701,15700,,no,,,0,,,1,1,0,no
10953,-10953,1,0,1,1,1,0,-10953,246.17004,3.4781,13870,,no,,,0,,,1,1,0,no
10954,2216273_3,3,0,1,0,1,0,260,388.19845,3.4814,23400,,no,,,0,,,3,1,0,no
10956,-10956,1,0,0,1,0,0,-10956,328.91557,3.4475,3754,,no,,,0,,,1,1,0,no
10957,-10957,1,1,1,1,1,0,-10957,312.14432,3.462,11520,,no,,,0,,,1,1,0,no
10959,-10959,1,0,1,0,0,0,-10959,185.08087,3.4694,20940,,no,,,0,,,1,1,0,no
10960,-10960,1,1,1,1,1,0,-10960,217.09721,3.4736,13940,,no,,,0,,,1,1,0,no
10961,-10961,1,0,0,1,0,0,-10961,128.95075,3.4645,26360,,no,,,0,,,1,1,0,no
10963,-10963,1,0,0,0,0,0,-10963,156.99066,3.4384,9308,,no,,,0,,,1,1,0,no
10964,2216274_3,3,1,1,1,1,1,291,701.28407,3.4782,389300,,no,,,0,,,4,1,1,no
10965,2216273_3,3,0,1,1,1,0,260,194.10108,3.4814,48800,,no,,,0,,,3,1,0,no
10966,-10966,1,1,1,1,1,0,-10966,393.1869,3.4867,27840,,no,,,0,,,1,1,0,no
10967,2216273_3,3,1,1,0,1,0,260,387.19501,3.4814,140300,,no,,,0,,,3,1,0,no
10968,-10968,1,1,1,1,1,0,-10968,302.19633,3.4814,16190,,no,,,0,,,1,1,0,no
10969,-10969,1,1,1,1,1,0,-10969,197.1285,3.4751,30020,,no,,,0,,,1,1,0,no
10970,-10970,1,0,0,1,1,0,-10970,143.0703,3.4835,6896,,no,,,0,,,1,1,0,no
10971,-10971,1,1,1,1,1,0,-10971,351.13946,3.4735,14610,,no,,,0,,,1,1,0,no
10972,-10972,1,1,1,1,0,0,-10972,120.08076,3.4558,56460,,no,,,0,,,1,1,0,no
10973,-10973,1,0,0,1,0,0,-10973,215.16418,3.4713,3219,,no,,,0,,,1,1,0,no
10974,-10974,1,1,1,1,1,1,-10974,385.19708,3.4829,17360,,no,,,0,,,1,1,1,no
10975,-10975,1,1,1,1,1,0,-10975,267.13403,3.5186,38890,,no,,,0,,,1,1,0,no
10976,-10976,1,1,1,1,1,0,-10976,359.62994,3.4821,15760,,no,,,0,,,1,1,0,no
10977,-10977,1,1,0,1,0,0,-10977,198.00097,3.4576,45240,,no,,,0,,,1,1,0,no
10978,2216275_2,2,1,0,1,0,0,642,224.1282,3.4921,33740,,no,,4,34,28.031,"-[C2H4]-, natural alkane chains such as fatty acids",2,1,0,polymer
10979,-10979,1,1,1,1,1,0,-10979,358.11348,3.482,16710,,no,,,0,,,1,1,0,no
10980,-10980,1,0,0,1,0,1,-10980,114.07332,3.4942,54010,,no,,,0,,,1,1,0,no
10981,2216275_2,2,1,1,1,1,0,642,345.07529,3.4858,38480,,no,,,0,,,2,1,0,no
10982,-10982,1,0,1,1,1,0,-10982,203.09148,3.4744,30110,,no,,,0,,,1,1,0,no
10983,-10983,1,0,1,1,1,0,-10983,313.17594,3.5416,11850,,no,,,0,,,1,1,0,no
10984,-10984,1,0,1,1,0,0,-10984,820.35521,3.5131,6856,,no,,,0,,,1,1,0,no
10985,-10985,1,0,0,1,0,0,-10985,146.03863,3.4853,4384,,no,,,0,,,1,1,0,no
10986,-10986,1,0,0,1,0,0,-10986,235.96251,3.4625,2976,,no,,,0,,,1,1,0,no
10987,-10987,1,1,1,1,1,0,-10987,207.11284,3.4883,22050,,no,,,0,,,1,1,0,no
10988,-10988,1,1,1,0,0,0,-10988,145.03526,3.481,1734000,,no,,,0,,,1,1,0,no
10989,-10989,1,1,1,1,0,0,-10989,457.13192,3.4579,39930,,no,,,0,,,1,1,0,no
10990,-10990,1,0,1,1,1,1,-10990,218.09247,3.5014,11630,,no,,,0,,,1,1,0,no
10991,-10991,1,1,0,1,0,0,-10991,112.01789,3.4983,39670,,no,,,0,,,1,1,0,no
10992,-10992,1,1,1,1,1,0,-10992,216.12308,3.4878,16480,,no,,,0,,,1,1,0,no
10995,-10995,1,0,0,1,0,0,-10995,157.98853,3.4925,7834,,no,,,0,,,1,1,0,no
10996,-10996,1,1,1,1,1,0,-10996,396.14019,3.499,21460,,no,,,0,,,1,1,0,no
10997,-10997,1,0,0,1,0,0,-10997,218.98428,3.5083,86680,,no,,,0,,,1,1,0,no
10998,-10998,1,0,0,1,0,0,-10998,255.93927,3.503,8816,,no,,,0,,,1,1,0,no
10999,-10999,1,1,1,1,1,0,-10999,184.13322,3.5008,68210,,no,,,0,,,1,1,0,no
11000,-11000,1,1,1,1,1,0,-11000,248.12823,3.4878,12880,,no,,,0,,,1,1,0,no
11001,-11001,1,1,1,1,1,0,-11001,631.22846,3.4872,55390,,no,,,0,,,1,1,0,no
11002,-11002,1,1,1,1,1,0,-11002,631.7302,3.4318,17140,,no,,,0,,,1,1,0,no
11003,2216277_3,2,1,1,1,1,0,842,342.20251,3.5063,13360,,no,,,0,,,12,1,0,no
11004,-11004,1,0,0,1,0,0,-11004,179.99038,3.4902,10290,,no,,,0,,,1,1,0,no
11005,-11005,1,1,0,1,0,1,-11005,143.0396,3.4964,231600,,no,,,0,,,1,1,0,no
11006,-11006,1,0,0,1,0,0,-11006,263.89966,3.4919,3221,,no,,,0,,,1,1,0,no
11007,-11007,1,1,1,1,1,0,842,187.18051,3.5121,70220,C5:0_Cadaverine,yes,CCMSLIB00012471925,,0,,,12,1,0,yes
11008,-11008,1,0,0,1,0,0,-11008,217.98907,3.5054,7259,,no,,,0,,,1,1,0,no
11009,-11009,1,1,1,1,1,0,842,192.06889,3.504,15100,,no,,,0,,,12,1,0,no
11010,2216280_4,4,1,1,1,1,1,842,236.10303,3.5035,172600,,no,,,0,,,12,1,1,no
11011,2216277_3,2,1,1,1,1,0,842,371.19268,3.5033,46870,,no,,,0,,,12,1,0,no
11012,-11012,1,1,1,0,0,0,-11012,540.23472,3.5195,32750,,no,,,0,,,1,1,0,no
11013,2216245_4,1,1,1,0,1,0,842,238.1076,3.5085,17520,,no,,4,89,12,,12,1,0,no
11016,2216280_4,4,1,1,1,1,0,842,175.12299,3.5066,51650,,no,,,0,,,12,1,0,no
11017,2216280_4,4,1,1,0,1,0,842,255.11288,3.5056,39770,,no,,,0,,,12,1,0,no
11018,2216280_4,4,1,1,1,1,0,842,237.12344,3.507,67960,pyrraline,yes,CCMSLIB00006675292,,0,,,12,1,0,yes
11019,2216246_4,2,1,1,1,1,0,842,146.11759,3.5082,15840,,no,,,0,,,12,1,0,no
11020,-11020,1,0,0,1,0,0,-11020,260.92442,3.4869,9549,,no,,,0,,,1,1,0,no
11022,-11022,1,1,1,1,0,0,-11022,348.1767,3.5269,32510,,no,,,0,,,1,1,0,no
11024,-11024,1,0,0,1,0,0,-11024,234.95661,3.4992,49140,,no,,,0,,,1,1,0,no
11026,-11026,1,1,1,1,1,0,-11026,332.21815,3.5117,11840,,no,,,0,,,1,1,0,no
11027,-11027,1,0,0,1,0,0,-11027,102.05489,3.4982,3172,,no,,,0,,,1,1,0,no
11028,-11028,1,0,0,1,0,0,-11028,243.19529,3.4831,3105,,no,,,0,,,1,1,0,no
11029,-11029,1,0,0,1,0,0,-11029,154.99025,3.503,1212000,,no,,,0,,,1,1,0,no
11030,-11030,1,1,1,1,1,0,-11030,754.2878,3.5143,31520,,no,,,0,,,1,1,0,no
11031,-11031,1,0,0,1,1,0,-11031,162.99817,3.5226,3627,,no,,,0,,,1,1,0,no
11032,-11032,1,1,1,0,1,0,-11032,237.1064,3.5028,15150,pyrraline,yes,CCMSLIB00006675292,,0,,,1,1,0,yes
11033,-11033,1,0,0,1,0,0,-11033,227.98282,3.5226,35840,,no,,,0,,,1,1,0,no
11034,-11034,1,1,1,1,0,1,-11034,539.23134,3.5094,218400,,no,,,0,,,1,1,0,no
11036,-11036,1,1,0,1,0,0,-11036,223.01262,3.5117,67220,,no,,,0,,,1,1,0,no
11037,2216282_3,3,1,1,1,1,0,398,299.12388,3.5213,27090,,no,,,0,,,3,1,0,no
11038,-11038,1,0,0,1,0,0,-11038,249.93893,3.5077,10700,,no,,,0,,,1,1,0,no
11039,-11039,1,0,1,1,0,0,-11039,481.18964,3.527,8456,,no,,,0,,,1,1,0,no
11040,2216282_3,3,1,1,1,1,0,398,347.12394,3.5204,61450,,no,,,0,,,3,1,0,no
11041,2216282_3,3,1,1,1,1,0,398,321.10583,3.5237,22470,,no,,,0,,,3,1,0,no
11043,-11043,1,0,1,1,1,0,-11043,233.14966,3.514,20290,Spectral Match to Thr-Leu from NIST14,yes,CCMSLIB00003140084,,0,,,1,1,0,yes
11045,-11045,1,1,1,1,0,0,-11045,190.08628,3.5213,10300,,no,,,0,,,1,1,0,no
11046,2216284_5,1,1,1,1,1,0,874,101.05965,3.5317,16260,Spectral Match to 5-Aminovaleric acid from NIST14,yes,CCMSLIB00003137760,,0,,,12,1,0,yes
11047,-11047,1,0,1,1,1,0,-11047,822.30227,3.5265,23480,,no,,,0,,,1,1,0,no
11048,2216286_4,4,1,1,1,1,0,874,362.15592,3.5267,45860,,no,,,0,,,12,1,0,no
11049,-11049,1,0,0,1,0,0,-11049,276.98958,3.5435,4017,,no,,,0,,,1,1,0,no
11050,2216287_2,2,1,1,1,1,0,979,230.13876,3.5273,79750,,no,,,0,,,2,1,0,no
11051,2216285_5,2,1,1,1,1,0,874,134.03625,3.5279,80540,,no,,,0,,,12,1,0,no
11052,2216286_4,4,1,1,1,1,0,874,226.03874,3.5278,69440,,no,,,0,,,12,1,0,no
11053,2216286_4,4,1,1,1,1,0,874,242.0111,3.5288,32020,,no,,,0,,,12,1,0,no
11054,-11054,1,0,1,1,0,0,874,126.04747,3.5262,13920,,no,,,0,,,12,1,0,no
11055,-11055,1,1,0,1,1,0,-11055,194.11761,3.4989,18290,,no,,,0,,,1,1,0,no
11056,-11056,1,1,1,1,0,0,-11056,191.02912,3.53,14260,,no,,,0,,,1,1,0,no
11057,-11057,1,0,0,0,0,0,-11057,111.02017,3.5363,118800,,no,,,0,,,1,1,0,no
11058,2216285_5,2,1,1,1,1,0,874,210.06117,3.5267,19290,,no,,,0,,,12,1,0,no
11059,-11059,1,0,1,1,1,0,-11059,204.1231,3.5281,11360,,no,,6,32,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",1,1,0,no
11060,-11060,1,0,1,1,1,0,-11060,331.07019,3.5284,25590,,no,,,0,,,1,1,0,no
11061,-11061,1,1,1,1,1,0,874,355.18656,3.5381,16730,,no,,,0,,,12,1,0,no
11062,2216286_4,4,1,1,0,1,0,874,129.05463,3.5228,14500,Spectral Match to Adipic acid from NIST14,yes,CCMSLIB00003134508,,0,,,12,1,0,yes
11063,-11063,1,1,1,1,1,0,-11063,293.161,3.5195,11430,,no,,,0,,,1,1,0,no
11064,-11064,1,1,1,1,1,0,874,248.11429,3.531,80780,,no,,,0,,,12,1,0,no
11065,-11065,1,1,1,1,1,0,-11065,111.04403,3.542,12150,,no,,,0,,,1,1,0,no
11066,-11066,1,0,1,1,1,0,-11066,232.05608,3.5299,16950,,no,,,0,,,1,1,0,no
11067,-11067,1,1,0,0,0,0,-11067,147.03093,3.5405,41800,,no,,,0,,,1,1,0,no
11068,-11068,1,1,0,1,0,0,-11068,190.99307,3.5276,53170,,no,,,0,,,1,1,0,no
11069,-11069,1,0,1,1,1,0,-11069,208.13328,3.5171,15490,,no,,,0,,,1,1,0,no
11070,-11070,1,0,0,1,0,0,-11070,114.07332,3.5411,82050,,no,,,0,,,1,1,0,no
11071,2216287_2,2,1,1,1,1,0,979,421.21825,3.529,20540,,no,,,0,,,2,1,0,no
11073,-11073,1,0,0,1,0,0,-11073,131.08152,3.5022,9441,,no,,,0,,,1,1,0,no
11074,-11074,1,1,1,1,1,0,-11074,296.15804,3.5374,13560,,no,,,0,,,1,1,0,no
11075,-11075,1,1,1,1,1,0,-11075,550.20219,3.5299,99370,,no,,,0,,,1,1,0,no
11076,-11076,1,1,1,1,0,0,-11076,172.09683,3.5305,7988,,no,,,0,,,1,1,0,no
11077,-11077,1,1,1,1,1,0,-11077,254.10244,3.5509,22470,,no,,,0,,,1,1,0,no
11078,-11078,1,0,0,1,0,0,-11078,137.9875,3.5442,37800,,no,,,0,,,1,1,0,no
11079,-11079,1,1,1,1,1,0,874,274.17623,3.537,67120,Spectral Match to Val-Gly-Val from NIST14,yes,CCMSLIB00003134519,,0,,,12,1,0,yes
11080,-11080,1,1,1,0,0,0,-11080,116.07057,3.5172,144400,,no,,,0,,,1,1,0,no
11081,-11081,1,1,0,1,0,0,-11081,171.99304,3.5197,31400,,no,,,0,,,1,1,0,no
11082,-11082,1,1,1,1,1,0,-11082,284.19699,3.5402,29340,,no,,,0,,,1,1,0,no
11083,-11083,1,1,1,1,1,0,-11083,222.11253,3.5246,17560,,no,,,0,,,1,1,0,no
11084,-11084,1,0,0,0,0,0,-11084,156.99066,3.5673,7849,,no,,,0,,,1,1,0,no
11085,2216293_2,2,1,1,1,1,1,846,229.15473,3.5432,2957000,Spectral Match to Ile-Pro from NIST14,yes,CCMSLIB00003138780,,0,,,2,1,1,yes
11086,-11086,1,0,0,1,0,0,-11086,361.92646,3.5682,10730,,no,,,0,,,1,1,0,no
11087,-11087,1,1,1,1,1,0,116,293.14971,3.5444,64470,,no,,,0,,,7,1,0,no
11088,-11088,1,0,0,0,1,0,-11088,155.99361,3.5442,7822,,no,,,0,,,1,1,0,no
11089,2216293_2,2,1,1,0,1,0,846,230.15807,3.5453,358100,,no,,,0,,,2,1,0,no
11090,-11090,1,1,1,1,1,0,-11090,239.13911,3.5509,23190,,no,,,0,,,1,1,0,no
11091,2216295_3,3,1,1,1,1,0,116,292.15446,3.5449,23190,,no,,,0,,,7,1,0,no
11092,-11092,1,1,1,1,1,0,116,270.19255,3.54,13490,,no,,,0,,,7,1,0,no
11093,-11093,1,0,0,1,0,0,-11093,169.97733,3.5501,109000,,no,,,0,,,1,1,0,no
11094,-11094,1,1,1,1,1,0,397,304.18685,3.5505,18850,,no,,,0,,,19,1,0,no
11095,-11095,1,1,1,1,1,0,-11095,120.08076,3.5488,46710,,no,,,0,,,1,1,0,no
11096,2216295_3,3,1,1,1,1,0,116,352.1505,3.548,17370,,no,,,0,,,7,1,0,no
11097,-11097,1,0,1,1,1,0,-11097,550.70388,3.5587,14000,,no,,,0,,,1,1,0,no
11098,2216295_3,3,1,1,1,1,0,116,115.07533,3.5498,134100,GAMMA-CAPROLACTONE,yes,CCMSLIB00006678387,,0,,,7,1,0,yes
11099,2216274_3,3,1,1,0,1,0,291,702.2874,3.4765,92730,,no,,,0,,,4,1,0,no
11100,-11100,1,0,0,1,0,0,-11100,311.94407,3.5356,19630,,no,,,0,,,1,1,0,no
11101,2216300_3,3,1,1,0,1,0,397,198.07034,3.5519,28880,,no,,,0,,,19,1,0,no
11102,-11102,1,1,1,1,1,0,-11102,226.0711,3.5535,13520,,no,,,0,,,1,1,0,no
11103,-11103,1,1,1,1,0,0,-11103,338.0185,3.5506,13910,,no,,,0,,,1,1,0,no
11104,-11104,1,1,1,1,1,0,116,288.12319,3.5493,24880,,no,,,0,,,7,1,0,no
11106,2216300_3,3,1,1,1,1,1,397,197.06696,3.5515,480100,"1,7-dimethyluric acid",yes,CCMSLIB00004679241,,0,,,19,1,1,yes
11108,2216300_3,3,1,1,1,1,0,397,322.04602,3.5525,37580,,no,,,0,,,19,1,0,no
11109,-11109,1,1,1,1,1,0,116,223.14418,3.5449,11410,,no,,4,64,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",7,1,0,no
11110,2216274_3,3,1,1,1,1,0,291,696.3286,3.4775,88340,,no,,,0,,,4,1,0,no
11111,-11111,1,0,0,1,0,0,-11111,277.96529,3.5562,37940,,no,,,0,,,1,1,0,no
11112,-11112,1,1,1,1,1,0,-11112,1061.44978,3.5538,9757,,no,,,0,,,1,1,0,no
11113,-11113,1,1,1,1,1,0,397,167.05638,3.5566,54960,,no,,,0,,,19,1,0,no
11114,2216308_3,2,1,1,1,1,0,397,240.12311,3.5563,30590,,no,,4,83,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",19,1,0,no
11116,2216308_3,2,1,1,1,1,0,397,327.1916,3.5582,15610,,no,,5,134,14.016,"-[CH2]-, alkane chains, waxes, fatty acids, methylation",19,1,0,no
11117,-11117,1,1,1,1,1,0,-11117,137.09613,3.5581,17230,,no,,,0,,,1,1,0,no
11118,-11118,1,1,1,1,1,0,397,195.09922,3.5574,26910,,no,,,0,,,19,1,0,no
11119,-11119,1,1,1,1,0,0,-11119,251.13641,3.5323,31970,,no,,,0,,,1,1,0,no
11120,-11120,1,0,0,1,0,0,-11120,197.9926,3.5644,2903,,no,,,0,,,1,1,0,no
11121,-11121,1,1,1,1,1,0,-11121,139.123,3.5552,16450,,no,,,0,,,1,1,0,no
11122,2216309_3,1,1,1,1,1,0,397,266.1388,3.5603,53080,Metacavir,yes,CCMSLIB00012272231,,0,,,19,1,0,yes
11123,2216311_3,1,1,1,1,1,0,397,307.16536,3.5603,51810,,no,,,0,,,19,1,0,no
11124,2216312_4,2,1,1,1,1,1,397,265.15476,3.562,363300,,no,,,0,,,19,1,1,no
11125,-11125,1,0,0,1,0,0,-11125,260.92439,3.5527,9643,,no,,,0,,,1,1,0,no
11126,-11126,1,0,1,0,1,0,-11126,146.03863,3.5889,8447,,no,,,0,,,1,1,0,no
11127,2216312_4,2,1,1,0,1,0,397,266.15806,3.5629,47130,,no,,,0,,,19,1,0,no
11128,-11128,1,0,0,1,1,0,-11128,249.97031,3.5204,14340,,no,,,0,,,1,1,0,no
11130,-11130,1,1,1,1,1,0,-11130,302.13884,3.6012,21870,,no,,,0,,,1,1,0,no
11131,-11131,1,1,1,1,1,0,397,250.1075,3.5623,12220,,no,,5,89,12,,19,1,0,no
11132,2216313_4,1,1,1,1,1,0,397,343.18654,3.5648,50680,,no,,,0,,,19,1,0,no
11133,2216314_4,4,1,1,1,1,0,397,200.09179,3.5655,36760,,no,,,0,,,19,1,0,no
11134,-11134,1,0,0,1,0,0,-11134,143.0396,3.5622,138100,,no,,,0,,,1,1,0,no
11135,2216314_4,4,1,1,1,1,0,397,280.1181,3.5638,25410,,no,,,0,,,19,1,0,no
11136,2216314_4,4,1,1,1,1,0,397,170.08119,3.5642,21520,,no,,,0,,,19,1,0,no
11137,-11137,1,0,0,1,0,0,-11137,102.09129,3.5717,14380,,no,,,0,,,1,1,0,no
11138,-11138,1,1,1,1,1,0,-11138,394.16107,3.5767,19270,,no,,,0,,,1,1,0,no
11139,-11139,1,0,0,1,0,0,-11139,249.93902,3.5949,7606,,no,,,0,,,1,1,0,no
11141,2216314_4,4,1,1,1,1,0,397,267.13403,3.5672,40510,,no,,,0,,,19,1,0,no
11142,-11142,1,1,1,1,1,1,-11142,127.05021,3.5583,29340,,no,,,0,,,1,1,1,no
11143,-11143,1,0,1,0,1,0,397,269.14968,3.5628,10360,,no,,,0,,,19,1,0,no
11144,-11144,1,0,0,1,0,1,-11144,152.99494,3.562,10970,,no,,,0,,,1,1,0,no
11145,-11145,1,1,0,1,0,0,-11145,217.98908,3.5977,4042,,no,,,0,,,1,1,0,no
11146,-11146,1,1,0,1,0,0,-11146,218.98427,3.5711,129600,,no,,,0,,,1,1,0,no
11147,-11147,1,0,1,1,1,0,-11147,166.08627,3.5746,68790,DL-PHENYLALANINE CollisionEnergy:102040,yes,CCMSLIB00010108593,,0,,,1,1,0,yes
11148,-11148,1,0,0,0,0,0,-11148,173.03016,3.5771,1249000,,no,,,0,,,1,1,0,no
11149,-11149,1,0,1,1,0,0,-11149,1078.47695,3.5535,14780,,no,,,0,,,1,1,0,no
11150,-11150,1,1,1,0,0,0,-11150,373.19707,3.5816,7047,,no,,,0,,,1,1,0,no
11151,-11151,1,1,1,1,1,1,-11151,389.20324,3.6268,18800,,no,,,0,,,1,1,1,no
11152,-11152,1,0,1,1,1,0,-11152,195.14925,3.5048,12900,,no,,,0,,,1,1,0,no
11153,-11153,1,0,1,1,1,0,-11153,1083.43243,3.5535,6825,,no,,,0,,,1,1,0,no
11154,-11154,1,0,1,1,1,0,-11154,359.12817,3.5565,31230,,no,,,0,,,1,1,0,no
11155,-11155,1,1,1,1,1,0,-11155,397.1696,3.5848,11560,,no,,,0,,,1,1,0,no
11156,-11156,1,1,1,1,0,1,-11156,539.23131,3.6019,172300,,no,,,0,,,1,1,0,no
11157,-11157,1,1,1,0,1,0,-11157,540.23465,3.6141,23210,,no,,,0,,,1,1,0,no
11158,-11158,1,0,0,1,0,0,-11158,199.02945,3.5891,114900,,no,,,0,,,1,1,0,no
11159,-11159,1,1,1,1,1,0,329,229.11837,3.5804,28130,,no,,,0,,,20,1,0,no
11160,-11160,1,0,0,1,0,0,-11160,266.92759,3.5909,8353,,no,,,0,,,1,1,0,no
11161,2216318_3,1,1,1,1,1,0,329,408.19777,3.5846,22690,,no,,,0,,,20,1,0,no
11162,2216321_3,1,1,1,0,0,0,329,232.17371,3.5841,22830,,no,,,0,,,20,1,0,no
11163,-11163,1,1,1,0,0,0,329,392.2111,3.5841,12850,,no,,,0,,,20,1,0,no
11164,-11164,1,1,0,1,0,0,-11164,181.986,3.5882,43810,,no,,,0,,,1,1,0,no
11165,-11165,1,0,0,1,0,0,-11165,109.52152,3.5808,9043,,no,,,0,,,1,1,0,no
11167,2216323_3,3,1,1,1,0,1,329,231.17038,3.5846,226800,Spectral Match to Val-Ile from NIST14,yes,CCMSLIB00003134815,,0,,,20,1,0,yes
11168,2216317_3,1,1,1,0,1,0,329,391.20769,3.5855,133700,,no,,,0,,,20,1,0,no
11169,2216323_3,3,1,1,0,1,0,329,376.19108,3.5847,18960,,no,,,0,,,20,1,0,no
