Source,Target,clique
24952,24965,True
20439,20463,True
15883,15887,True
17235,17244,True
18114,18115,True
3345,3356,True
26410,26415,True
2768,2786,True
14851,14922,True
16437,16446,True
20435,20465,True
12567,12575,True
11187,11193,True
6158,6168,True
12910,12914,True
21156,21659,True
13137,13142,True
19002,19156,True
18109,18121,True
32339,32343,True
2760,2787,True
13140,13147,True
2672,2674,True
2763,2792,True
8750,8752,True
25387,25391,True
12903,12911,True
17900,17903,True
14354,14358,True
22134,22135,True
13258,13260,True
32343,32354,True
6876,6919,True
18966,18987,True
28019,28020,True
22451,22458,True
11340,11384,True
16300,16309,True
12752,12755,True
13331,13334,True
18574,18584,True
17213,17215,True
10016,10018,True
13044,13048,True
13324,13331,True
21264,21326,True
14184,14189,True
1867,1886,True
5090,5091,True
23618,23624,True
3108,3109,True
24865,24891,True
1607,1666,True
7541,7551,True
23232,23817,True
12740,12758,True
23677,23679,True
18975,19049,True
28596,28603,True
14240,14242,True
13679,13680,True
10964,11110,True
18131,18135,True
12862,12869,True
8756,8758,True
12083,12084,True
14015,14016,True
13394,13403,True
29004,29007,True
13497,13501,True
9867,9908,True
26397,26421,True
12079,12086,True
19039,19047,True
28779,28781,True
14889,14893,True
2140,2142,True
12072,12083,True
13512,13516,True
11225,11393,True
2143,2147,True
15793,15794,True
10291,10320,True
13231,13237,True
18131,18148,True
6762,6779,True
6075,6078,True
25243,25466,True
13989,14084,True
29632,29636,True
10773,10774,True
11614,11619,True
16646,16649,True
10776,10779,True
21284,21294,True
7227,7229,True
17975,17985,True
3269,3282,True
11629,11634,True
18296,18336,True
21953,22328,True
17240,17243,True
15860,15861,True
26047,26055,True
14483,14484,True
25530,25536,True
13641,13643,True
1678,1801,True
26648,26689,True
12825,12828,True
2483,2494,True
17532,17536,True
3387,3395,True
17015,17017,True
1817,1852,True
19526,19528,True
9509,9516,True
10369,10374,True
13397,13404,True
18149,18151,True
13696,13700,True
16447,16452,True
35491,35545,True
25515,25534,True
30566,30577,True
5613,5629,True
13481,13482,True
15129,15130,True
19301,19302,True
14571,14573,True
14851,14856,True
13471,13474,True
31813,31817,True
26390,26407,True
8725,8737,True
13234,13238,True
15125,15132,True
4036,4046,True
13817,13818,True
12396,12398,True
11343,11374,True
1861,1871,True
4048,4056,True
30447,30454,True
19008,19026,True
31817,31828,True
24847,24859,True
8729,8748,True
19931,19940,True
16342,16348,True
17990,17996,True
11373,11374,True
16407,16514,True
11363,11366,True
24972,24975,True
11602,11611,True
11366,11371,True
16634,16641,True
17986,17998,True
21208,21796,True
22737,22749,True
13035,13041,True
15316,15319,True
6159,6165,True
28276,28290,True
26108,26118,True
11358,11372,True
17531,17539,True
11377,11385,True
17978,17999,True
11342,11364,True
1580,1605,True
14241,14243,True
35305,35344,True
15873,15883,True
7551,7557,True
31149,31153,True
26414,26575,True
11354,11374,True
12573,12579,True
2556,2567,True
14016,14017,True
15667,15670,True
19013,19275,True
12566,12576,True
11365,11388,True
18978,18988,True
20175,20700,True
14009,14014,True
15841,15971,True
18196,18198,True
8740,8748,True
1839,1842,True
6159,6178,True
2551,2573,True
2403,2409,True
16239,16246,True
12070,12079,True
18989,19039,True
27109,27113,True
6583,6590,True
17952,17959,True
21544,21556,True
30351,30368,True
25322,25343,True
5505,5509,True
8858,8861,True
22073,22085,True
2127,2137,True
10201,10361,True
15796,15797,True
14655,14660,True
26024,26029,True
14980,14982,True
5498,5506,True
5350,5379,True
11091,11098,True
13322,13326,True
14182,14184,True
5261,5270,True
13041,13047,True
12070,12092,True
6694,6700,True
14474,14477,True
13352,13353,True
10604,10606,True
9895,9917,True
11376,11388,True
11596,11620,True
5261,5391,True
13676,13679,True
27515,27521,True
12538,12547,True
17047,17048,True
14488,14496,True
8640,8651,True
9500,9509,True
13391,13402,True
13731,13736,True
13170,13174,True
2126,2127,True
13734,13741,True
11603,11636,True
26492,26497,True
12955,12956,True
18135,18150,True
24774,24790,True
14366,14368,True
6756,6773,True
13509,13515,True
26103,26392,True
1799,1853,True
9507,9525,True
9875,9921,True
18147,18160,True
2757,2788,True
5222,5412,True
6538,6550,True
27495,27525,True
10729,10735,True
2599,2616,True
13820,13821,True
24908,24911,True
18139,18161,True
5674,5694,True
2126,2140,True
22439,22747,True
11364,11367,True
2787,2788,True
18151,18171,True
9407,9415,True
12495,12496,True
18154,18176,True
13919,13921,True
25527,25535,True
11357,11364,True
19118,19128,True
13638,13642,True
2761,2772,True
26103,26405,True
17230,17239,True
18109,18110,True
28898,28904,True
9919,9940,True
17740,17755,True
25520,25532,True
30568,30570,True
16451,16454,True
18130,18169,True
1745,1751,True
2772,2786,True
12852,12854,True
16444,16451,True
35268,35275,True
12571,12575,True
18037,18126,True
19002,19037,True
13582,13602,True
2765,2783,True
4095,4573,True
7176,7200,True
2768,2788,True
15126,15129,True
18113,18121,True
16437,16448,True
4075,4106,True
12567,12577,True
13468,13473,True
19266,19268,True
12910,12916,True
11340,11373,True
15720,15723,True
8750,8754,True
12963,12964,True
4026,4042,True
13542,13543,True
4363,4630,True
11245,11257,True
24054,24059,True
24914,24917,True
18037,18139,True
18164,18180,True
5396,5416,True
18243,18244,True
1867,1875,True
15495,15497,True
6319,6330,True
24302,24309,True
34929,35270,True
13557,13558,True
22644,22653,True
11347,11389,True
13320,13322,True
12759,12760,True
10964,11099,True
2162,2173,True
6050,6061,True
22451,22460,True
24058,24070,True
24517,24584,True
11340,11386,True
18581,18589,True
13331,13336,True
6903,6916,True
1874,1891,True
11374,11384,True
3938,3942,True
1642,1733,True
12297,12298,True
9776,9779,True
35311,35348,True
1704,1830,True
29507,29509,True
12570,12578,True
14010,14011,True
3388,3394,True
13320,13335,True
14240,14244,True
15100,15102,True
13679,13682,True
2817,3578,True
11835,11836,True
24041,24079,True
1943,1967,True
2646,2649,True
11594,11629,True
32482,32504,True
18126,18143,True
14317,14319,True
1829,1838,True
9895,9972,True
13497,13503,True
24844,24847,True
26397,26423,True
10119,10131,True
20700,20710,True
9542,9561,True
7541,7566,True
13449,13462,True
22010,22033,True
13282,13285,True
20482,20487,True
15793,15796,True
17980,17981,True
12992,12994,True
4255,4655,True
14652,14659,True
13231,13239,True
26040,26041,True
35348,35364,True
18244,18256,True
13855,13857,True
19123,19127,True
11554,11570,True
8025,8029,True
19353,19360,True
13038,13046,True
7429,7446,True
12496,12497,True
17975,17987,True
13586,13588,True
18126,18156,True
25515,25523,True
11610,11623,True
2128,2147,True
11348,11357,True
14209,14210,True
10601,10605,True
17451,17465,True
14483,14486,True
1973,1980,True
11605,11629,True
6765,6769,True
12071,12102,True
19832,19866,True
28340,28345,True
11343,11363,True
16952,16963,True
16716,16723,True
20783,20842,True
11614,11634,True
15074,15075,True
18974,19017,True
7448,7472,True
12370,12371,True
12836,12844,True
29905,29931,True
17008,17016,True
16447,16454,True
1709,1762,True
25515,25536,True
19027,19028,True
30566,30579,True
14042,14046,True
15129,15132,True
35377,35381,True
16159,16172,True
19004,19017,True
28671,28687,True
17942,17944,True
13817,13820,True
11343,11376,True
24261,24579,True
31263,31271,True
24835,24851,True
13230,13242,True
18148,18170,True
11370,11371,True
8729,8750,True
32119,32131,True
11354,11363,True
11373,11376,True
11133,11135,True
6684,6685,True
2496,2505,True
13323,13325,True
13584,13595,True
9135,9145,True
26393,26397,True
5026,5029,True
16634,16643,True
13086,13089,True
13946,13947,True
6897,6914,True
12569,12570,True
22718,22738,True
11409,11420,True
26405,26407,True
13035,13043,True
15316,15321,True
5318,5322,True
1710,1717,True
18973,19047,True
11358,11374,True
17531,17541,True
11342,11366,True
6065,6239,True
18170,18171,True
13141,13146,True
25909,25910,True
2563,2572,True
30569,30580,True
12564,12576,True
6155,6169,True
4047,4048,True
11354,11376,True
35339,35344,True
14013,14014,True
18746,18748,True
2669,2675,True
4856,4860,True
26393,26410,True
14016,14019,True
11309,11310,True
8914,8930,True
15667,15672,True
17948,17950,True
4619,4624,True
15966,15968,True
10978,10981,True
12679,12684,True
14009,14016,True
8740,8750,True
14008,14020,True
18848,18880,True
11040,11041,True
2551,2575,True
13000,13035,True
12070,12081,True
12130,12132,True
16178,16238,True
14414,14415,True
20281,20310,True
22342,22356,True
29630,29634,True
20200,20651,True
12993,12995,True
19033,19047,True
12753,12754,True
16065,16068,True
26873,26875,True
12904,12923,True
9895,9906,True
17394,17404,True
31044,31051,True
17454,17455,True
14706,14708,True
1663,1739,True
13606,13609,True
6409,6412,True
13329,13331,True
22771,22883,True
23884,23921,True
13048,13052,True
16120,16125,True
17746,17748,True
14182,14186,True
10309,10310,True
25245,25246,True
17449,17461,True
29117,29126,True
6871,6887,True
9899,9917,True
23549,23564,True
12199,12208,True
2576,2581,True
19119,19127,True
12542,12547,True
29110,29123,True
27522,27526,True
12586,12590,True
5537,5557,True
1695,1785,True
30314,30316,True
13676,13681,True
18147,18149,True
2757,2777,True
14019,14020,True
29235,29239,True
14488,14498,True
21259,21294,True
13391,13404,True
31229,31231,True
13451,13455,True
17048,17130,True
6761,6769,True
12373,12374,True
14821,14829,True
13513,13515,True
18151,18160,True
35220,35247,True
10714,10722,True
14606,14611,True
2137,2143,True
7916,7925,True
17696,17701,True
18147,18162,True
4651,4659,True
14378,14380,True
14601,14617,True
13583,13587,True
6893,6901,True
2765,2772,True
11364,11369,True
2768,2777,True
9863,9926,True
18976,19010,True
20555,20558,True
6158,6159,True
6958,6966,True
6999,7004,True
14366,14383,True
29116,29129,True
14779,14781,True
13638,13644,True
10478,10495,True
20214,20228,True
29126,29322,True
10169,10383,True
11700,11705,True
16448,16451,True
2763,2783,True
25520,25534,True
18130,18171,True
11050,11071,True
1981,1993,True
13949,13950,True
7313,7315,True
18121,18122,True
2772,2788,True
13693,13701,True
18791,18856,True
12571,12577,True
18983,19026,True
12914,12916,True
15126,15131,True
14285,14286,True
18976,19023,True
6268,6273,True
20435,20469,True
12567,12579,True
26406,26421,True
35565,35621,True
35551,35723,True
24058,24059,True
2672,2678,True
15720,15725,True
2391,2399,True
20339,20357,True
12903,12915,True
6002,6009,True
18574,18575,True
18037,18141,True
1826,1839,True
11367,11370,True
14978,14980,True
13557,13560,True
4056,4071,True
20476,20483,True
13320,13324,True
24988,24989,True
25139,25158,True
35307,35339,True
13083,13088,True
11101,11106,True
11340,11388,True
19498,20020,True
2372,2399,True
12733,12746,True
24061,24077,True
5032,5033,True
15033,15037,True
12751,12763,True
6903,6918,True
14191,14196,True
2006,2012,True
9767,9776,True
11374,11386,True
20319,20886,True
3083,3164,True
25153,25177,True
19005,19040,True
20445,20473,True
13324,13335,True
13157,13158,True
9776,9781,True
6168,6176,True
4967,4988,True
19963,19975,True
24995,25005,True
19260,19266,True
5030,5044,True
13966,13970,True
18143,18257,True
14010,14013,True
12589,12593,True
10071,10308,True
15100,15104,True
18131,18139,True
13962,13972,True
11362,11389,True
9899,9972,True
18773,18774,True
9897,9899,True
18718,18838,True
17396,17397,True
25456,25457,True
15155,15161,True
15719,15728,True
22374,22376,True
1829,1840,True
13456,13467,True
1705,1804,True
26397,26425,True
13560,13561,True
17451,17454,True
24758,24782,True
2121,2133,True
13282,13287,True
13449,13464,True
11861,11867,True
24994,24995,True
13231,13241,True
12071,12091,True
11964,11965,True
34207,34229,True
11614,11623,True
13038,13048,True
23700,23764,True
13917,13919,True
9896,9916,True
25005,25009,True
11979,11980,True
25515,25525,True
21453,21484,True
18378,18379,True
30566,30568,True
11348,11359,True
10601,10607,True
13393,13397,True
17240,17247,True
18141,18143,True
13692,13693,True
26423,26575,True
13641,13647,True
9159,9249,True
11473,11475,True
24853,25032,True
15925,15930,True
17532,17540,True
11343,11365,True
20783,20844,True
1713,1762,True
2659,2660,True
12370,12373,True
26146,26159,True
13230,13231,True
11809,11811,True
9527,9537,True
18148,18159,True
14039,14043,True
1854,1859,True
5742,5747,True
24850,24855,True
18141,18156,True
18160,18169,True
14571,14577,True
14612,14615,True
11169,11306,True
10663,10680,True
16335,16336,True
13234,13242,True
14674,14675,True
1676,1708,True
14094,14100,True
10505,10508,True
9084,9088,True
2035,2055,True
16864,16865,True
17705,17710,True
25485,25487,True
18886,19148,True
11598,11604,True
28276,28281,True
24835,24853,True
2422,2437,True
11358,11363,True
13028,13029,True
18580,18583,True
6155,6158,True
8729,8752,True
11370,11373,True
11354,11365,True
14215,14218,True
28010,28017,True
9526,9527,True
6684,6687,True
27493,27498,True
12557,12562,True
14183,14185,True
11602,11615,True
18115,18116,True
25315,25318,True
12566,12567,True
1868,1891,True
1675,1762,True
11349,11371,True
12569,12572,True
3247,3314,True
9127,9148,True
6159,6169,True
11358,11376,True
15098,15100,True
28339,28350,True
13141,13148,True
15873,15887,True
9593,9594,True
12860,12869,True
2563,2574,True
12564,12578,True
15671,15672,True
14013,14016,True
1663,1728,True
30354,30364,True
1828,1832,True
16445,16463,True
17945,17947,True
2127,2128,True
11349,11384,True
5668,5679,True
8740,8752,True
15489,15493,True
6591,6593,True
9899,9906,True
2463,2464,True
14651,14653,True
12990,12992,True
7214,7215,True
1665,1666,True
12993,12997,True
13853,13855,True
29630,29636,True
29110,29112,True
16065,16070,True
12192,12194,True
17454,17457,True
26015,26028,True
5505,5513,True
22486,22487,True
7550,7551,True
20485,20492,True
13606,13611,True
16637,16646,True
14655,14664,True
17948,17965,True
35016,35056,True
13391,13393,True
2961,2983,True
11730,11732,True
13041,13051,True
2573,2578,True
13321,13334,True
4763,4768,True
22149,22434,True
25521,25533,True
35342,35347,True
18147,18151,True
20774,20837,True
15835,15971,True
24795,25025,True
24136,24157,True
18140,18148,True
2082,2088,True
7114,7118,True
14610,14611,True
1845,1852,True
12073,12084,True
9905,9912,True
18151,18162,True
18992,19007,True
12955,12960,True
20435,20445,True
8398,8425,True
3085,3116,True
10478,10484,True
19118,19119,True
2761,2763,True
10496,10501,True
18276,18278,True
6759,6782,True
26897,26900,True
6538,6554,True
25520,25523,True
25907,25932,True
10489,10498,True
12328,12431,True
2772,2777,True
22721,22730,True
3635,3640,True
14163,14164,True
13583,13589,True
13343,13348,True
17455,17469,True
6893,6903,True
4085,4105,True
11364,11371,True
3628,3637,True
2830,2839,True
14366,14385,True
26406,26410,True
18966,18967,True
18109,18114,True
25520,25536,True
13949,13952,True
30570,30583,True
15414,15415,True
19302,19303,True
13993,13995,True
2756,2782,True
18980,19023,True
12571,12579,True
33141,33145,True
18037,18130,True
26391,26408,True
28452,28454,True
26410,26421,True
7176,7204,True
30361,30365,True
12397,12399,True
19017,19026,True
5550,5766,True
19010,19023,True
12733,12735,True
24341,24349,True
26393,26575,True
26011,26015,True
11935,11937,True
14963,14967,True
18574,18577,True
14125,14127,True
13885,13886,True
5267,5269,True
2106,2124,True
17215,17217,True
11367,11372,True
5030,5033,True
14978,14982,True
20457,20472,True
13320,13326,True
19379,19391,True
18978,19047,True
16631,16644,True
35307,35341,True
3302,3318,True
16130,16133,True
11101,11108,True
23629,23631,True
22980,23222,True
1663,1675,True
10064,10065,True
14815,14816,True
26143,26147,True
11374,11388,True
6168,6178,True
26397,26414,True
19260,19268,True
5389,5393,True
13169,13170,True
1607,1672,True
7541,7557,True
14010,14015,True
26148,26383,True
35285,35299,True
10071,10310,True
18131,18141,True
14302,14308,True
29222,29236,True
9915,9918,True
10775,10776,True
9959,9961,True
32076,32086,True
18126,18147,True
18986,19005,True
1829,1842,True
17458,17459,True
11610,11614,True
15218,15219,True
12079,12092,True
13560,13563,True
17987,17988,True
5801,5845,True
6573,6590,True
15793,15800,True
12204,12208,True
5270,5391,True
11343,11354,True
14715,14719,True
5558,5565,True
35083,35299,True
1817,1845,True
25522,25530,True
13917,13921,True
26146,26148,True
25525,25535,True
17244,17247,True
5620,5625,True
17975,17991,True
29177,29183,True
18126,18160,True
9205,9246,True
25515,25527,True
30566,30570,True
6473,6480,True
13393,13399,True
5071,5073,True
13692,13695,True
3749,3861,True
23340,23352,True
3394,3404,True
30559,30567,True
31649,31887,True
18033,18053,True
15361,15365,True
11343,11367,True
35354,35361,True
9017,9023,True
12370,12375,True
26146,26161,True
12905,12911,True
18148,18161,True
14600,14607,True
14039,14045,True
24847,24852,True
19632,19637,True
27087,27092,True
14023,14037,True
10774,10779,True
12961,12964,True
9563,9583,True
7175,7179,True
13026,13029,True
14094,14102,True
17705,17712,True
22357,22750,True
14157,14158,True
14976,14978,True
16066,16069,True
12738,12747,True
11358,11365,True
6162,6163,True
10797,10803,True
17531,17532,True
11342,11357,True
9640,9658,True
27497,27498,True
20539,20583,True
30569,30571,True
8729,8754,True
11354,11367,True
28010,28019,True
20274,20285,True
35550,35555,True
2776,2792,True
12576,12577,True
12566,12569,True
11349,11373,True
21782,22303,True
15360,15368,True
13192,13196,True
6162,6176,True
23439,23441,True
15098,15102,True
11342,11370,True
35538,35558,True
33449,33450,True
9895,9897,True
8754,8760,True
30351,30361,True
9885,9889,True
11356,11389,True
17945,17949,True
3635,3963,True
13259,13263,True
14119,14121,True
13558,13559,True
11349,11386,True
25245,25466,True
1719,1783,True
19037,19049,True
15489,15495,True
14651,14655,True
16178,16242,True
12990,12994,True
13853,13857,True
29110,29114,True
25213,25406,True
5505,5515,True
3378,3381,True
2757,2768,True
12538,12540,True
11958,11965,True
13329,13335,True
16120,16129,True
4770,4773,True
18848,19126,True
2680,2706,True
16635,16723,True
13321,13336,True
2576,2585,True
14824,14825,True
11603,11629,True
15104,15108,True
18132,18138,True
18135,18143,True
13446,13452,True
11596,11626,True
12368,12371,True
20774,20839,True
7550,7566,True
14318,14320,True
10242,10381,True
12941,12943,True
20449,20490,True
1709,1808,True
12959,12960,True
12379,12385,True
14891,14892,True
5674,5687,True
31808,31814,True
6008,6206,True
1908,1910,True
10204,10210,True
9388,9395,True
13856,13858,True
26791,26799,True
18135,18156,True
14606,14615,True
29116,29120,True
2137,2147,True
21379,21484,True
14385,14387,True
19118,19121,True
2761,2765,True
14369,14379,True
7509,7511,True
21156,21183,True
25457,25469,True
15008,15009,True
13587,13589,True
25520,25525,True
18130,18162,True
14601,14621,True
9893,9917,True
13353,13358,True
30201,30217,True
26392,26393,True
15303,15307,True
17490,17492,True
18983,19017,True
12275,12277,True
13362,13363,True
2765,2776,True
11364,11373,True
18113,18114,True
15857,15866,True
17016,17020,True
12567,12570,True
6158,6163,True
10169,10387,True
17230,17245,True
18916,19148,True
4500,4507,True
18109,18116,True
13140,13142,True
11340,11366,True
1669,1762,True
2763,2787,True
6264,6266,True
13139,13146,True
30567,30580,True
20458,20979,True
17083,17087,True
26410,26423,True
7025,7037,True
13257,13259,True
32346,32354,True
6268,6277,True
20457,20461,True
13301,13302,True
14350,14355,True
10783,10788,True
22479,22515,True
13830,13831,True
18581,18582,True
23439,23496,True
16063,16068,True
13561,13562,True
13324,13326,True
11367,11374,True
11606,11619,True
6876,6927,True
12570,12571,True
10569,10576,True
5042,5045,True
12862,12864,True
6226,6229,True
15033,15041,True
21199,21232,True
2567,2578,True
26143,26149,True
9767,9780,True
14298,14299,True
16631,16767,True
1829,1831,True
13157,13162,True
8749,8750,True
1700,1717,True
14017,14020,True
12079,12081,True
19260,19270,True
29507,29515,True
18138,18146,True
18998,19004,True
14010,14017,True
24758,24773,True
14029,14030,True
1802,1849,True
13792,13794,True
12371,12374,True
9224,9393,True
6762,6774,True
13511,13515,True
5495,5498,True
12415,12417,True
18889,18953,True
15723,15730,True
6585,6589,True
14365,14366,True
17613,17628,True
25453,25456,True
9896,9907,True
10775,10778,True
17975,17980,True
17395,17405,True
18126,18149,True
1709,1742,True
18986,19007,True
25515,25516,True
2128,2140,True
17987,17990,True
12078,12098,True
18998,19017,True
17451,17458,True
27102,27120,True
16952,16956,True
11343,11356,True
14434,14442,True
27243,27244,True
23635,23639,True
8885,8893,True
25522,25532,True
13038,13052,True
13397,13399,True
20537,20550,True
3127,3170,True
28797,28964,True
18126,18162,True
27516,27524,True
25515,25529,True
13393,13401,True
18141,18147,True
35358,35361,True
15412,15413,True
4755,4775,True
14271,14276,True
3394,3406,True
17343,17349,True
10033,10046,True
12374,12375,True
15361,15367,True
13193,13195,True
5158,5165,True
7004,7020,True
11343,11369,True
13237,13238,True
5687,5694,True
2939,2947,True
13766,13767,True
24835,24844,True
9237,9294,True
9918,9921,True
12370,12377,True
17638,17647,True
12089,12098,True
20366,20910,True
2739,2778,True
12731,12733,True
13443,13464,True
18510,18515,True
17990,17991,True
9334,9348,True
11354,11356,True
25522,25666,True
13260,13262,True
18141,18160,True
16833,16846,True
11864,11872,True
13584,13588,True
11602,11606,True
16335,16340,True
2546,3029,True
11365,11370,True
13817,13826,True
10269,10272,True
14976,14980,True
18988,19200,True
13035,13036,True
18048,18053,True
24968,24972,True
6679,6684,True
11358,11367,True
6162,6165,True
18577,18582,True
11342,11359,True
35305,35339,True
15873,15878,True
19761,19766,True
30569,30573,True
12731,12746,True
24960,24973,True
6155,6162,True
11354,11369,True
13014,13034,True
5354,5359,True
28010,28021,True
11133,11141,True
4516,4519,True
12576,12579,True
20443,20473,True
7307,7313,True
16634,16649,True
25315,25322,True
13426,13429,True
15666,15669,True
14850,14854,True
14008,14013,True
24536,24537,True
2551,2568,True
6162,6178,True
7170,7200,True
15098,15104,True
11342,11372,True
10954,10967,True
12974,12975,True
9593,9598,True
23663,24319,True
9895,9899,True
17394,17397,True
30354,30368,True
18171,18257,True
9888,9896,True
4058,4068,True
13259,13265,True
14119,14123,True
9551,9722,True
13558,13561,True
5069,5095,True
32647,32656,True
11349,11388,True
13041,13042,True
15489,15497,True
24369,24373,True
13321,13325,True
3024,3030,True
7211,7214,True
16371,16373,True
15791,15798,True
17943,17962,True
8074,8077,True
15835,15841,True
4976,4988,True
19972,19975,True
13036,13048,True
21953,22257,True
31044,31057,True
18575,18589,True
3378,3383,True
12538,12542,True
27515,27516,True
10877,10881,True
9500,9504,True
8920,8929,True
10423,10647,True
14812,14817,True
11371,11389,True
13391,13397,True
32627,32660,True
6761,6762,True
13734,13736,True
14821,14822,True
24989,25003,True
12073,12075,True
4647,5055,True
12375,12376,True
3363,3640,True
1838,1840,True
10714,10715,True
13509,13510,True
18111,18202,True
17397,17398,True
1713,1808,True
12368,12373,True
23456,23463,True
2757,2783,True
2650,2657,True
14601,14610,True
11239,11246,True
3030,3063,True
12379,12387,True
18139,18156,True
21898,21930,True
14610,14615,True
30450,30452,True
12955,12964,True
19814,20102,True
20435,20449,True
13446,13467,True
29116,29122,True
19354,19363,True
25527,25530,True
30162,30170,True
11357,11359,True
19118,19123,True
9557,9583,True
14605,14621,True
12497,12500,True
19117,19127,True
12541,12543,True
2199,2209,True
25520,25527,True
17242,17244,True
20490,20506,True
13933,13935,True
13353,13360,True
8945,8948,True
18139,18169,True
16444,16446,True
6165,6168,True
10913,10914,True
18113,18116,True
17533,17541,True
16437,16443,True
29932,29950,True
12567,12572,True
11187,11190,True
21434,21893,True
26406,26414,True
1675,1808,True
12910,12911,True
21137,21148,True
2760,2784,True
14561,14564,True
9248,9255,True
18619,18634,True
13139,13148,True
21199,21208,True
13763,13766,True
9594,9599,True
19261,19269,True
18164,18175,True
35419,35681,True
28452,28458,True
9867,9879,True
14354,14355,True
21535,21544,True
23725,23734,True
19382,19680,True
11347,11384,True
28665,28687,True
18500,18511,True
19379,19382,True
32339,32353,True
22451,22455,True
24839,24859,True
6053,6061,True
21890,21893,True
17702,17713,True
11381,11382,True
16300,16306,True
18581,18584,True
16341,16344,True
22980,23213,True
11611,11615,True
16063,16070,True
7186,7199,True
18574,18581,True
26593,26869,True
1656,1663,True
14184,14186,True
21104,21105,True
6168,6169,True
7548,7551,True
11367,11376,True
13607,13616,True
12570,12573,True
7541,7548,True
2572,2574,True
26409,26415,True
2571,2578,True
1642,1849,True
26147,26149,True
14850,14922,True
6762,6763,True
29906,29923,True
14822,14823,True
10924,10927,True
10407,10408,True
12647,12648,True
6059,6239,True
15114,15116,True
1936,1959,True
8749,8752,True
33166,33168,True
11606,11634,True
29296,29297,True
18998,19006,True
14010,14019,True
20209,20616,True
27102,27109,True
12371,12376,True
13231,13234,True
12071,12084,True
18244,18251,True
12415,12419,True
29632,29633,True
13275,13277,True
13555,13560,True
6585,6591,True
24041,24087,True
25314,25343,True
13038,13041,True
13444,13463,True
29004,29017,True
17395,17407,True
18126,18151,True
2109,2129,True
2128,2142,True
2279,2311,True
23016,23017,True
35649,35822,True
4771,4772,True
13042,13052,True
10033,10035,True
3932,3973,True
15793,15804,True
17532,17533,True
13965,13966,True
11343,11358,True
20783,20837,True
16155,16156,True
25522,25534,True
10369,10371,True
13397,13401,True
4627,4656,True
11619,11643,True
18141,18149,True
18160,18162,True
35616,35658,True
15412,15415,True
13455,13463,True
12374,12377,True
29775,29937,True
17406,17407,True
18225,18227,True
1868,1871,True
11343,11371,True
28453,28459,True
1675,1742,True
16402,16504,True
24476,24499,True
5390,5409,True
6890,6893,True
12905,12915,True
1861,1868,True
13230,13237,True
18989,19010,True
17981,17988,True
1810,1822,True
16339,16340,True
12731,12735,True
16342,16345,True
11354,11358,True
13821,13826,True
8193,8213,True
20274,20276,True
18143,18171,True
16634,16638,True
11085,11089,True
11365,11372,True
22753,22754,True
18804,18856,True
14976,14982,True
11349,11364,True
18996,19026,True
6159,6162,True
24835,24859,True
15319,15321,True
11358,11369,True
17531,17536,True
30579,30583,True
3921,3931,True
35305,35341,True
18989,19023,True
22048,22120,True
2563,2567,True
24059,24079,True
12564,12571,True
9016,9017,True
17974,17998,True
11353,11375,True
12573,12576,True
26393,26405,True
3075,3092,True
7307,7315,True
33145,33151,True
18115,18122,True
5668,5672,True
14850,14856,True
14569,14577,True
14008,14015,True
17080,17088,True
11342,11374,True
1607,1718,True
3817,3823,True
3256,3261,True
30351,30365,True
8817,8820,True
16637,16639,True
23488,23687,True
24804,24825,True
6059,6065,True
14119,14125,True
13558,13563,True
32647,32658,True
9370,9383,True
9969,9971,True
9389,9396,True
13041,13044,True
22648,22663,True
12760,12765,True
31288,31298,True
16178,16246,True
35239,35242,True
18156,18257,True
1665,1672,True
14754,14757,True
12753,12762,True
13632,13633,True
23017,23176,True
2757,2772,True
12538,12544,True
7550,7557,True
13606,13617,True
10537,10549,True
13439,13440,True
1739,1742,True
2580,2587,True
8753,8754,True
18140,18141,True
16120,16133,True
14812,14819,True
13391,13399,True
10230,10254,True
28667,28669,True
25339,25347,True
20458,20486,True
12313,12318,True
14821,14824,True
11793,11794,True
15967,16039,True
8632,8649,True
14824,14829,True
27053,27056,True
24604,24605,True
18135,18147,True
18995,19005,True
1838,1842,True
13446,13456,True
22647,22653,True
20274,20786,True
13509,13512,True
9875,9918,True
12368,12375,True
8407,8652,True
13527,13529,True
27498,27527,True
14601,14612,True
14661,14663,True
11607,11644,True
22721,22723,True
12959,12964,True
14610,14617,True
17455,17462,True
14953,14956,True
25534,25535,True
2768,2772,True
15797,15806,True
2635,2657,True
24604,24618,True
18135,18160,True
14155,14158,True
29116,29124,True
17747,17755,True
25527,25532,True
13638,13639,True
12497,12502,True
13357,13360,True
25520,25529,True
30567,30571,True
2772,2783,True
17821,17825,True
13693,13696,True
5223,5243,True
3635,3646,True
20272,20285,True
16444,16448,True
12571,12572,True
26410,26414,True
4095,4570,True
13172,13206,True
18973,18976,True
11347,11373,True
13468,13470,True
24773,25046,True
24847,25032,True
9598,9599,True
14498,14510,True
3299,3818,True
2760,2786,True
11340,11370,True
14860,14862,True
12903,12910,True
30120,30124,True
13763,13768,True
20987,21556,True
10495,10497,True
2305,2327,True
25527,25666,True
23729,23734,True
33141,33151,True
6319,6327,True
11606,11610,True
32343,32353,True
18973,18989,True
23637,23889,True
13257,13263,True
22458,22460,True
20457,20465,True
24925,24928,True
20476,20478,True
11347,11386,True
14161,14164,True
16348,16349,True
12740,12744,True
13039,13040,True
25139,25153,True
18975,19156,True
10813,10819,True
