Node,clique_id
13039,2219331_15
13052,2219332_14
13041,2219332_14
13046,2219332_14
13035,2219332_14
13036,2219332_14
13050,2219330_13
13040,2219331_15
13001,2219333_5
13007,2219334_3
13005,2219333_5
13004,2219333_5
13008,2219334_3
13002,2219334_3
13014,2219335_2
13034,2219335_2
13026,2219338_3
13029,2219338_3
13028,2219338_3
13056,2219344_3
13057,2219344_3
13075,2219344_3
13060,2219348_6
13086,2219346_8
13089,2219346_8
13083,2219348_6
13061,2219348_6
13084,2219348_6
13079,2219347_7
13090,2219347_7
13088,2219348_6
13082,2219348_6
13080,2219345_8
13063,2219349_2
13064,2219349_2
13068,2219350_2
13069,2219350_2
13094,2219356_2
13095,2219356_2
13098,2219357_2
13102,2219357_2
13103,2219358_5
13107,2219360_6
13110,2219360_6
13108,2219360_6
13113,2219360_6
13111,2219360_6
13112,2219360_6
13126,2219364_2
13132,2219364_2
13127,2219365_2
13128,2219365_2
13136,2219367_12
13145,2219367_12
13137,2219367_12
13140,2219367_12
13148,2219367_12
13143,2219367_12
13142,2219367_12
13147,2219367_12
13138,2219367_12
13139,2219367_12
13144,2219366_12
13141,2219367_12
13146,2219367_12
13154,2219369_2
13155,2219369_2
13157,2219371_3
13160,2219370_3
13158,2219371_3
13162,2219371_3
13167,2219372_7
13174,2219372_7
13169,2219372_7
13168,2219372_7
13172,2219374_3
13206,2219374_3
13170,2219372_7
13178,2219374_3
13181,2219376_3
13187,2219379_3
13186,2219379_3
13189,2219380_4
13188,2219378_3
13195,2219381_6
13193,2219381_6
13194,2219381_6
13192,2219382_4
13202,2219382_4
13197,2219382_4
13196,2219382_4
13213,2219385_3
13214,2219385_3
13215,2219385_3
13221,2219386_2
13222,2219386_2
13229,2219388_10
13231,2219388_10
13232,2219387_13
13238,2219388_10
13236,2219388_10
13237,2219388_10
13233,2219387_13
13242,2219388_10
13239,2219388_10
13241,2219388_10
13234,2219388_10
13235,2219387_13
13230,2219388_10
13240,2219387_13
13249,2219391_2
13250,2219391_2
13262,2219394_7
13257,2219394_7
13258,2219394_7
13260,2219394_7
13259,2219394_7
13263,2219394_7
13265,2219394_7
13273,2219397_5
13274,2219396_5
13278,2219399_7
13275,2219399_7
13277,2219399_7
13276,2219399_7
13279,2219399_7
13280,2219398_10
13285,2219400_6
13283,2219400_6
13281,2219400_6
13282,2219400_6
13284,2219400_6
13287,2219400_6
13299,2219401_3
13301,2219401_3
13302,2219401_3
13314,2219402_11
13324,2219405_14
13325,2219405_14
13323,2219405_14
13329,2219405_14
13320,2219405_14
13336,2219405_14
13331,2219405_14
13321,2219405_14
13322,2219405_14
13326,2219405_14
13316,2219405_14
13318,2219405_14
13319,2219404_15
13334,2219405_14
13330,2219403_14
13335,2219405_14
13328,2219404_15
13343,2219407_5
13349,2219406_8
13347,2219409_3
13345,2219408_3
13346,2219406_8
13359,2219413_3
13350,2219410_3
13344,2219406_8
13348,2219407_5
13361,2219413_3
13355,2219413_3
13351,2219412_7
13356,2219411_7
13357,2219412_7
13352,2219412_7
13354,2219412_7
13360,2219412_7
13353,2219412_7
13358,2219412_7
13362,2219414_2
13363,2219414_2
13366,2219415_2
13370,2219415_2
13373,2219418_6
13381,2219427_6
13374,2219419_8
13380,2219421_6
13375,2219418_6
13382,2219422_7
13376,2219421_6
13386,2219424_5
13377,2219423_6
13384,2219427_6
13383,2219427_6
13388,2219429_4
13394,2219431_10
13385,2219426_5
13391,2219431_10
13397,2219431_10
13387,2219428_8
13403,2219431_10
13400,2219431_10
13401,2219431_10
13402,2219431_10
13399,2219431_10
13393,2219431_10
13404,2219431_10
13405,2219430_4
13416,2219433_3
13429,2219434_4
13418,2219434_4
13426,2219434_4
13428,2219434_4
13435,2219435_2
13438,2219435_2
13439,2219436_3
13440,2219436_3
13441,2219436_3
13443,2219437_8
13461,2219437_8
13466,2219444_5
13449,2219437_8
13462,2219437_8
13464,2219437_8
13460,2219442_3
13465,2219443_6
13444,2219440_11
13454,2219440_11
13463,2219440_11
13448,2219438_9
13455,2219440_11
13450,2219440_11
13447,2219441_6
13451,2219440_11
13453,2219441_6
13459,2219439_11
13456,2219441_6
13446,2219441_6
13452,2219441_6
13467,2219441_6
13471,2219448_5
13474,2219448_5
13477,2219447_5
13476,2219446_7
13468,2219448_5
13470,2219448_5
13472,2219446_7
13473,2219448_5
13478,2219446_7
13481,2219452_2
13482,2219452_2
13484,2219453_2
13486,2219453_2
13494,2219456_6
13507,2219476_6
13497,2219470_4
13504,2219476_6
13500,2219472_5
13499,2219477_8
13496,2219462_4
13508,2219480_9
13501,2219470_4
13510,2219480_9
13517,2219479_6
13505,2219478_9
13509,2219480_9
13503,2219470_4
13498,2219463_5
13518,2219477_8
13516,2219480_9
13513,2219480_9
13515,2219480_9
13511,2219480_9
13514,2219480_9
13512,2219480_9
13527,2219481_2
13529,2219481_2
13537,2219484_3
13547,2219484_3
13546,2219484_3
13539,2219485_5
13541,2219485_5
13543,2219485_5
13542,2219485_5
13540,2219485_5
13552,2219486_9
13556,2219487_10
13560,2219487_10
13559,2219487_10
13555,2219487_10
13562,2219487_10
13557,2219487_10
13561,2219487_10
13558,2219487_10
13553,2219487_10
13563,2219487_10
13568,2219489_7
13578,2219492_4
13572,2219491_6
13575,2219490_7
13574,2219491_6
13571,2219492_4
13570,2219492_4
13569,2219491_6
13573,2219491_6
13580,2219492_4
13582,2219495_10
13596,2219494_12
13602,2219495_10
13588,2219495_10
13595,2219495_10
13584,2219495_10
13585,2219494_12
13583,2219495_10
13589,2219495_10
13586,2219495_10
13592,2219493_11
13587,2219495_10
13594,2219495_10
13593,2219494_12
13598,2219496_2
13600,2219496_2
13606,2219499_7
13611,2219499_7
13610,2219501_4
13607,2219501_4
13617,2219499_7
13609,2219499_7
13614,2219501_4
13616,2219501_4
13620,2219502_2
13621,2219502_2
13627,2219503_2
13629,2219503_2
13634,2219505_3
13632,2219505_3
13633,2219505_3
13638,2219506_8
13643,2219506_8
13640,2219506_8
13642,2219506_8
13647,2219506_8
13644,2219506_8
13639,2219506_8
13641,2219506_8
13659,2219507_2
13660,2219507_2
13665,2219508_2
13666,2219508_2
13675,2219509_6
13682,2219509_6
13679,2219509_6
13680,2219509_6
13681,2219509_6
13676,2219509_6
13689,2219510_6
13695,2219512_9
13693,2219512_9
13690,2219511_9
13691,2219512_9
13692,2219512_9
13696,2219512_9
13694,2219512_9
13701,2219512_9
13700,2219512_9
13698,2219512_9
13704,2219513_2
13708,2219513_2
13716,2219514_3
13720,2219515_4
13725,2219515_4
13717,2219515_4
13727,2219515_4
13726,2219518_7
13741,2219518_7
13735,2219518_7
13736,2219518_7
13731,2219518_7
13730,2219518_7
13734,2219518_7
13756,2219523_2
13769,2219523_2
13758,2219524_3
13759,2219525_8
13766,2219525_8
13764,2219526_3
13767,2219525_8
13768,2219525_8
13765,2219526_3
13762,2219525_8
13763,2219525_8
13771,2219526_3
13775,2219527_3
13800,2219534_3
13809,2219534_3
13780,2219529_2
13781,2219529_2
13784,2219530_5
13786,2219530_5
13788,2219531_3
13792,2219531_3
13789,2219530_5
13794,2219531_3
13803,2219534_3
13802,2219536_3
13807,2219536_3
13804,2219536_3
13817,2219542_5
13812,2219539_3
13901,2219571_4
13906,2219572_4
13911,2219539_3
13903,2219572_4
13905,2219572_4
13813,2219540_3
13826,2219542_5
13816,2219541_2
13827,2219541_2
13821,2219542_5
13818,2219542_5
13820,2219542_5
13829,2219549_9
13830,2219549_9
13837,2219545_6
13839,2219550_6
13838,2219551_3
13833,2219548_9
13843,2219550_6
13898,2219551_3
13832,2219549_9
13831,2219549_9
13835,2219550_6
13834,2219549_9
13842,2219550_6
13840,2219551_3
13853,2219553_6
13856,2219553_6
13858,2219553_6
13857,2219553_6
13854,2219553_6
13855,2219553_6
13865,2219555_5
13867,2219562_7
13866,2219559_6
13869,2219562_7
13868,2219563_6
13870,2219565_6
13871,2219565_6
13877,2219565_6
13874,2219565_6
13875,2219564_6
13876,2219565_6
13873,2219565_6
13880,2219567_4
13886,2219567_4
13885,2219567_4
13887,2219567_4
13904,2219570_5
13910,2219571_4
13908,2219572_4
13916,2219573_6
13918,2219573_6
13920,2219573_6
13921,2219573_6
13917,2219573_6
13919,2219573_6
13932,2219577_3
13933,2219579_4
13938,2219578_4
13935,2219579_4
13936,2219580_3
13934,2219580_3
13939,2219580_3
13946,2219583_3
13948,2219583_3
13947,2219583_3
13949,2219584_5
13951,2219584_5
13953,2219584_5
13952,2219584_5
13950,2219584_5
13969,2219591_4
13962,2219588_6
13972,2219588_6
13968,2219590_5
13965,2219591_4
13970,2219591_4
13971,2219590_5
13966,2219591_4
13991,2219595_3
13987,2219595_3
13988,2219595_3
13989,2219597_5
13993,2219597_5
13995,2219597_5
13992,2219596_4
14084,2219597_5
13994,2219597_5
14001,2219601_9
14004,2219608_10
14006,2219609_10
14015,2219610_11
14009,2219610_11
14020,2219610_11
14019,2219610_11
14008,2219610_11
14013,2219610_11
14017,2219610_11
14010,2219610_11
14014,2219610_11
14002,2219606_11
14011,2219610_11
14016,2219610_11
14007,2219606_11
14021,2219611_3
14023,2219612_3
14025,2219612_3
14037,2219612_3
14029,2219615_4
14044,2219615_4
14041,2219614_4
14031,2219615_4
14030,2219615_4
14034,2219616_6
14040,2219619_6
14045,2219619_6
14043,2219619_6
14046,2219619_6
14039,2219619_6
14038,2219617_6
14049,2219618_6
14042,2219619_6
14061,2219630_7
14054,2219625_8
14067,2219632_5
14055,2219625_8
14060,2219630_7
14063,2219632_5
14062,2219630_7
14066,2219624_5
14057,2219628_7
14056,2219626_4
14070,2219632_5
14064,2219627_5
14059,2219629_2
14065,2219629_2
14068,2219632_5
14069,2219632_5
14073,2219631_5
14094,2219634_3
14097,2219633_3
14102,2219634_3
14100,2219634_3
14106,2219635_2
14108,2219635_2
14117,2219636_2
14126,2219636_2
14118,2219638_5
14119,2219639_5
14127,2219639_5
14125,2219639_5
14120,2219637_3
14123,2219639_5
14121,2219639_5
14124,2219640_3
14130,2219641_3
14133,2219641_3
14135,2219641_3
14131,2219642_2
14134,2219642_2
14143,2219647_3
14148,2219647_3
14144,2219647_3
14152,2219651_3
14157,2219652_3
14153,2219650_3
14155,2219652_3
14158,2219652_3
14161,2219655_3
14159,2219654_3
14164,2219655_3
14163,2219655_3
14186,2219660_7
14179,2219658_5
14183,2219660_7
14181,2219660_7
14185,2219660_7
14182,2219660_7
14187,2219659_7
14184,2219660_7
14189,2219660_7
14193,2219662_3
14191,2219662_3
14196,2219662_3
14197,2219663_2
14199,2219663_2
14209,2219665_2
14210,2219665_2
14215,2219666_2
14218,2219666_2
14219,2219670_3
14223,2219670_3
14224,2219668_3
14226,2219670_3
14222,2219669_3
14228,2219673_2
14230,2219673_2
14229,2219675_3
14328,2219698_7
14330,2219698_7
14317,2219699_6
14313,2219695_4
14319,2219699_6
14241,2219679_5
14237,2219681_6
14244,2219681_6
14238,2219677_6
14240,2219681_6
14245,2219681_6
14243,2219679_5
14250,2219680_5
14247,2219680_5
14239,2219681_6
14242,2219681_6
14260,2219682_2
14268,2219682_2
14263,2219685_3
14266,2219683_4
14277,2219687_3
14271,2219686_3
14265,2219684_4
14264,2219685_3
14269,2219687_3
14276,2219686_3
14270,2219687_3
14285,2219688_2
14286,2219688_2
14297,2219689_3
14299,2219689_3
14298,2219689_3
14301,2219690_4
14368,2219711_7
14367,2219712_3
14370,2219712_3
14302,2219691_2
14308,2219691_2
14315,2219696_6
14321,2219699_6
14316,2219699_6
14320,2219699_6
14322,2219697_4
14318,2219699_6
14349,2219702_4
14350,2219703_4
14358,2219703_4
14354,2219703_4
14355,2219703_4
14356,2219704_2
14360,2219704_2
14364,2219706_6
14385,2219711_7
14376,2219709_7
14365,2219711_7
14383,2219711_7
14366,2219711_7
14387,2219711_7
14374,2219712_3
14369,2219713_2
14379,2219713_2
14375,2219719_5
14377,2219719_5
14378,2219719_5
14380,2219719_5
14381,2219719_5
14406,2219724_2
14407,2219724_2
14408,2219725_3
14414,2219727_3
14409,2219725_3
14413,2219727_3
14415,2219727_3
14535,2219829_3
14419,2219729_2
14422,2219729_2
14431,2219736_7
14428,2219732_3
14441,2219740_3
14433,2219734_4
14438,2219740_3
14429,2219737_5
14437,2219737_5
14430,2219736_7
14434,2219738_5
14440,2219741_3
14446,2219741_3
14442,2219738_5
14450,2219740_3
14445,2219741_3
14453,2219742_2
14548,2219742_2
14457,2219743_3
14459,2219743_3
14458,2219743_3
14462,2219744_3
14524,2219825_3
14520,2219825_3
14468,2219791_4
14495,2219816_8
14481,2219797_9
14494,2219818_3
14499,2219816_8
14476,2219811_8
14486,2219814_9
14490,2219818_3
14485,2219799_8
14477,2219810_11
14500,2219780_11
14492,2219816_8
14474,2219810_11
14501,2219780_11
14483,2219814_9
14470,2219799_8
14484,2219814_9
14506,2219762_9
14547,2219784_9
14488,2219816_8
14510,2219816_8
14498,2219816_8
14493,2219814_9
14487,2219815_8
14471,2219802_4
14513,2219811_8
14496,2219816_8
14521,2219818_3
14491,2219820_4
14591,2219855_5
14595,2219859_5
14597,2219859_5
14598,2219859_5
14504,2219822_3
14508,2219823_3
14526,2219825_3
14528,2219828_6
14533,2219829_3
14534,2219828_6
14540,2219828_6
14531,2219828_6
14539,2219829_3
14554,2219841_4
14674,2219878_4
14675,2219878_4
14669,2219878_4
14561,2219844_2
14564,2219844_2
14566,2219845_8
14574,2219845_8
14570,2219845_8
14569,2219845_8
14573,2219845_8
14571,2219845_8
14567,2219845_8
14577,2219845_8
14568,2219846_3
14580,2219848_4
14589,2219854_5
14584,2219852_3
14590,2219854_5
14586,2219850_5
14587,2219850_5
14588,2219850_5
14605,2219862_14
14617,2219862_14
14596,2219857_3
14602,2219862_14
14609,2219863_3
14600,2219861_15
14615,2219862_14
14606,2219862_14
14610,2219862_14
14601,2219862_14
14613,2219863_3
14614,2219862_14
14611,2219862_14
14616,2219860_12
14608,2219862_14
14607,2219861_15
14612,2219862_14
14621,2219862_14
14603,2219863_3
14634,2219866_2
14710,2219866_2
14647,2219869_10
14655,2219872_9
14659,2219873_3
14663,2219872_9
14653,2219872_9
14656,2219872_9
14661,2219872_9
14651,2219872_9
14648,2219870_10
14660,2219872_9
14662,2219871_11
14652,2219873_3
14666,2219871_11
14664,2219872_9
14680,2219873_3
14678,2219878_4
14670,2219877_4
14691,2219883_3
14694,2219883_3
14692,2219883_3
14704,2219885_3
14705,2219885_3
14709,2219885_3
14706,2219886_3
14707,2219886_3
14708,2219886_3
14715,2219888_2
14719,2219888_2
14754,2219895_3
14757,2219895_3
14756,2219895_3
14765,2219896_2
14766,2219896_2
14779,2219899_3
14781,2219899_3
14782,2219899_3
14784,2219898_3
14810,2219907_8
14819,2219907_8
14817,2219907_8
14814,2219907_8
14812,2219907_8
14813,2219907_8
14815,2219907_8
14816,2219907_8
14821,2219908_6
14823,2219908_6
14825,2219908_6
14829,2219908_6
14824,2219908_6
14822,2219908_6
14832,2219909_2
14833,2219909_2
14847,2219910_8
14922,2219910_8
14848,2219910_8
14856,2219910_8
14855,2219910_8
14851,2219910_8
14854,2219910_8
14850,2219910_8
14860,2219912_2
14862,2219912_2
14868,2219914_4
14872,2219914_4
14871,2219914_4
14870,2219914_4
14884,2219917_3
14891,2219918_4
14892,2219918_4
14889,2219918_4
14893,2219918_4
14901,2219919_2
14902,2219919_2
14905,2219920_2
14910,2219920_2
14909,2219921_2
14911,2219921_2
14925,2219923_2
14926,2219923_2
14953,2219925_2
14956,2219925_2
14954,2219927_3
14959,2219927_3
14958,2219926_3
14957,2219927_3
14963,2219928_6
14965,2219928_6
14968,2219928_6
14964,2219928_6
14967,2219928_6
14966,2219928_6
14973,2219929_3
14977,2219929_3
14974,2219929_3
14976,2219930_4
14982,2219930_4
14980,2219930_4
14978,2219930_4
15000,2219934_2
15001,2219934_2
15008,2219935_2
15009,2219935_2
15016,2219937_3
15021,2219937_3
15020,2219936_3
15022,2219937_3
15032,2219938_5
15037,2219938_5
15036,2219938_5
15033,2219938_5
15041,2219938_5
15074,2219942_2
15075,2219942_2
15092,2219944_3
15139,2219944_3
15094,2219944_3
15138,2219943_3
15098,2219946_6
15106,2219945_7
15099,2219946_6
15104,2219946_6
15108,2219946_6
15101,2219945_7
15100,2219946_6
15102,2219946_6
15114,2219947_4
15115,2219947_4
15116,2219947_4
15117,2219947_4
15126,2219949_8
15125,2219949_8
15129,2219949_8
15131,2219949_8
15130,2219949_8
15127,2219949_8
15132,2219949_8
15128,2219949_8
15144,2219950_2
15146,2219950_2
15148,2219951_3
15151,2219951_3
15149,2219951_3
15155,2219953_3
15161,2219953_3
15253,2219953_3
15164,2219956_3
15169,2219959_3
15168,2219959_3
15172,2219959_3
15179,2219963_3
15191,2219963_3
15184,2219963_3
15189,2219964_2
15190,2219964_2
15217,2219965_3
15219,2219965_3
15218,2219965_3
15222,2219966_3
15226,2219966_3
15224,2219966_3
15240,2219967_2
15244,2219967_2
15273,2219971_2
15276,2219971_2
15290,2219975_7
15383,2219992_5
15387,2219992_5
15386,2219987_4
15385,2219975_7
15382,2219992_5
15376,2219987_4
15303,2219979_3
15319,2219981_4
15311,2219978_3
15312,2219978_3
15307,2219979_3
15310,2219979_3
15316,2219981_4
15317,2219981_4
15321,2219981_4
15322,2219982_2
15327,2219982_2
15360,2219985_5
15363,2219984_5
15365,2219986_4
15367,2219986_4
15364,2219986_4
15368,2219985_5
15361,2219986_4
15374,2219987_4
15378,2219990_4
15381,2219990_4
15406,2220007_4
15397,2220007_4
15487,2220007_4
15392,2220004_5
15405,2220002_5
15422,2220004_5
15404,2220001_5
15388,2219997_4
15395,2220000_6
15396,2220006_5
15394,2220006_5
15398,2220007_4
15412,2220010_4
15413,2220010_4
15415,2220010_4
15414,2220010_4
15489,2220021_5
15495,2220021_5
15497,2220021_5
15493,2220021_5
15492,2220021_5
15551,2220030_2
15555,2220030_2
15604,2220032_2
15608,2220032_2
15614,2220033_2
15687,2220033_2
15666,2220038_7
15669,2220038_7
15667,2220039_5
15670,2220039_5
15671,2220039_5
15672,2220039_5
15675,2220038_7
15692,2220039_5
15673,2220041_6
15683,2220041_6
15681,2220041_6
15684,2220041_6
15679,2220041_6
15682,2220041_6
15714,2220050_3
15723,2220054_7
15717,2220055_4
15727,2220056_4
15728,2220056_4
15719,2220056_4
15720,2220054_7
15722,2220052_7
15732,2220053_7
15730,2220054_7
15725,2220054_7
15724,2220056_4
15791,2220061_2
15798,2220061_2
15792,2220062_9
15795,2220062_9
15804,2220062_9
15800,2220062_9
15797,2220062_9
15796,2220062_9
15806,2220062_9
15793,2220062_9
15794,2220062_9
15812,2220063_3
15831,2220083_3
15821,2220080_3
15814,2220066_4
15815,2220066_4
15822,2220083_3
15817,2220073_6
15833,2220090_3
15841,2220093_4
15827,2220072_6
15828,2220089_5
15832,2220091_3
15971,2220093_4
15823,2220086_3
15826,2220089_5
15840,2220093_4
15842,2220080_3
15847,2220097_3
15845,2220095_3
15843,2220083_3
15835,2220093_4
15830,2220090_3
15850,2220102_3
15864,2220110_4
15849,2220099_3
15857,2220104_3
15881,2220117_6
15859,2220102_3
15865,2220112_7
15856,2220102_3
15868,2220112_7
15873,2220117_6
15866,2220104_3
15860,2220105_3
15862,2220105_3
15861,2220105_3
15882,2220117_6
15878,2220117_6
15884,2220116_5
15869,2220113_5
15879,2220110_4
15883,2220117_6
15872,2220114_3
15885,2220114_3
15890,2220114_3
15888,2220116_5
15887,2220117_6
15915,2220118_3
15917,2220118_3
15921,2220118_3
15929,2220120_4
15923,2220120_4
15925,2220120_4
15930,2220120_4
15924,2220121_3
15994,2220121_3
15931,2220121_3
15941,2220122_2
15943,2220122_2
15944,2220125_3
15950,2220124_3
15951,2220125_3
15948,2220125_3
15953,2220123_3
15966,2220131_2
15968,2220131_2
15967,2220132_2
16039,2220132_2
16015,2220134_3
16018,2220135_3
16025,2220133_6
16020,2220134_3
16016,2220135_3
16017,2220133_6
16028,2220134_3
16021,2220135_3
16063,2220145_4
16066,2220144_5
16069,2220144_5
16068,2220145_4
16070,2220145_4
16065,2220145_4
16086,2220146_2
16088,2220146_2
16090,2220147_3
16092,2220147_3
16093,2220147_3
16122,2220156_5
16115,2220153_11
16134,2220156_5
16116,2220156_5
16131,2220156_5
16132,2220156_5
16130,2220155_11
16118,2220154_11
16126,2220155_11
16133,2220155_11
16129,2220155_11
16125,2220155_11
16120,2220155_11
16119,2220155_11
16139,2220157_8
16164,2220163_8
16156,2220165_5
16154,2220165_5
16172,2220167_3
16162,2220164_6
16159,2220167_3
16160,2220166_4
16145,2220158_3
16148,2220160_4
16168,2220165_5
16157,2220164_6
16155,2220165_5
16165,2220165_5
16173,2220167_3
16161,2220166_4
16178,2220171_6
16239,2220171_6
16242,2220171_6
16237,2220171_6
16238,2220171_6
16240,2220170_6
16246,2220171_6
16189,2220172_4
16300,2220172_4
16309,2220172_4
16306,2220172_4
16401,2_4
16219,2220174_2
16221,2220174_2
16287,2220180_2
16292,2220180_2
16333,2220181_12
16337,2220183_7
16340,2220183_7
16336,2220183_7
16347,2220181_12
16348,2220181_12
16335,2220183_7
16344,2220183_7
16345,2220181_12
16349,2220181_12
16342,2220181_12
16339,2220183_7
16341,2220183_7
16352,2220182_7
16365,2220184_3
16371,2220184_3
16373,2220184_3
16376,2220185_2
16381,2220185_2
16402,4_4
16514,4_4
16504,4_4
16407,4_4
16452,12_11
16446,12_11
16437,12_11
16448,12_11
16447,12_11
16451,12_11
16443,12_11
16445,14_3
16454,12_11
16444,12_11
16449,14_3
16463,14_3
16459,16_3
16462,16_3
16464,16_3
16506,19_3
16509,19_3
16510,19_3
16551,20_2
16553,20_2
16564,21_4
16568,21_4
16572,21_4
16569,21_4
16583,22_2
16587,22_2
16629,24_13
16643,24_13
16639,24_13
16633,25_4
16767,25_4
16641,24_13
16634,24_13
16637,24_13
16638,24_13
16646,24_13
16649,24_13
16631,25_4
16642,24_13
16644,25_4
16635,27_3
16716,27_3
16761,26_3
16723,27_3
16678,30_2
16679,30_2
16692,31_2
16696,31_2
16703,32_4
16711,33_3
16707,32_4
16710,33_3
16708,33_3
16750,35_2
16756,35_2
16798,39_2
16807,39_2
16824,40_3
16825,40_3
16830,40_3
16833,43_2
16846,43_2
16853,44_2
16854,44_2
16864,45_2
16865,45_2
16869,47_2
16871,47_2
16882,48_2
16885,48_2
16930,49_3
16932,49_3
16934,49_3
16933,50_3
16937,50_3
16935,50_3
16946,53_3
16956,54_3
16951,53_3
16952,54_3
16963,54_3
16969,57_2
16977,57_2
16982,59_3
16990,59_3
16984,59_3
16985,58_3
16992,60_4
17003,60_4
16994,60_4
16998,60_4
17008,65_3
16997,63_2
17006,63_2
17010,64_5
17017,64_5
17020,65_3
17016,65_3
17015,64_5
17044,66_6
17053,67_6
17142,67_6
17130,67_6
17047,67_6
17046,67_6
17048,67_6
17070,71_4
17080,76_4
17083,76_4
17082,74_4
17091,75_4
17088,76_4
17087,76_4
17212,81_3
17215,82_4
17214,81_3
17217,82_4
17213,82_4
17222,82_4
17227,85_12
17244,85_12
17240,85_12
17233,86_5
17242,85_12
17231,86_5
17230,86_5
17235,85_12
17247,85_12
17239,86_5
17243,85_12
17232,85_12
17245,86_5
17257,87_2
17431,87_2
17261,88_3
17265,89_3
17263,89_3
17272,89_3
17264,91_6
17404,101_6
17394,101_6
17398,101_6
17399,100_11
17396,101_6
17407,100_11
17406,100_11
17408,100_11
17392,101_6
17337,95_2
17355,95_2
17343,96_2
17349,96_2
17383,99_7
17397,101_6
17405,100_11
17395,100_11
17419,104_2
17421,104_2
17449,107_9
17457,108_9
17465,108_9
17462,108_9
17459,108_9
17455,108_9
17450,107_9
17454,108_9
17461,107_9
17451,108_9
17458,108_9
17469,108_9
17490,111_2
17492,111_2
17528,112_10
17539,112_10
17536,112_10
17540,112_10
17533,112_10
17530,112_10
17537,112_10
17541,112_10
17531,112_10
17532,112_10
17613,118_5
17628,118_5
17619,118_5
17633,117_5
17629,118_5
17620,118_5
17638,119_2
17647,119_2
17691,122_2
17692,122_2
17696,123_3
17697,124_7
17701,123_3
17709,126_7
17713,126_7
17712,126_7
17705,126_7
17706,126_7
17702,126_7
17710,126_7
17740,131_6
17737,130_7
17744,130_7
17748,130_7
17746,130_7
17742,130_7
17752,130_7
17753,130_7
17739,131_6
17755,131_6
17751,131_6
17754,131_6
17747,131_6
17745,132_2
17749,132_2
17781,135_2
17787,135_2
17825,139_3
17820,139_3
17821,139_3
17841,141_3
17847,141_3
17843,141_3
17900,146_3
17902,146_3
17903,146_3
17907,145_3
17910,189_12
17944,282_8
17943,283_3
17955,287_9
17962,283_3
17933,248_12
17950,287_9
17959,303_4
17938,279_9
17956,285_9
17960,196_11
17931,244_3
17964,286_9
17945,287_9
17930,241_4
17935,254_11
17948,287_9
17949,287_9
17941,271_13
17937,267_12
17942,282_8
17928,218_13
17957,303_4
17916,198_11
17921,199_11
17985,307_13
17974,309_5
17975,307_13
17966,308_3
17981,307_13
17987,307_13
17988,307_13
17978,309_5
17986,309_5
17980,307_13
17926,202_9
17936,271_13
17927,204_13
17996,307_13
17990,307_13
17999,309_5
17976,283_3
17952,303_4
17929,219_8
17965,287_9
17963,241_4
17953,244_3
17951,271_13
17947,287_9
17971,303_4
17970,308_3
17991,307_13
18001,306_13
17998,309_5
18019,317_5
18051,316_5
18053,317_5
18033,317_5
18050,317_5
18048,317_5
18021,319_2
18036,319_2
18037,418_27
18171,418_27
18139,418_27
18137,2186652_9
18163,406_27
18145,413_28
18173,409_32
18153,2186653_9
18156,418_27
18144,2186653_9
18146,411_32
18164,2186653_9
18148,418_27
18170,418_27
18149,418_27
18162,418_27
18160,418_27
18159,418_27
18177,381_24
18169,418_27
18151,418_27
18175,2186653_9
18155,405_33
18138,411_32
18178,411_32
18135,418_27
18126,418_27
18141,418_27
18257,418_27
18150,418_27
18176,2186653_9
18132,411_32
18142,417_28
18130,418_27
18161,418_27
18147,418_27
18183,399_34
18154,2186653_9
18140,418_27
18172,2186653_9
18143,418_27
18165,416_23
18166,407_27
18168,2186653_9
18131,418_27
18073,710_3
18074,710_3
18079,710_3
18101,721_2
18102,721_2
18109,725_10
18120,724_10
18116,725_10
18184,723_10
18121,725_10
18113,725_10
18111,725_10
18114,725_10
18202,725_10
18110,725_10
18115,725_10
18122,725_10
18180,2186653_9
18196,2197331_2
18198,2197331_2
18225,2197384_3
18228,2197384_3
18227,2197384_3
18242,2197569_6
18243,2197569_6
18247,2197569_6
18256,2197569_6
18244,2197569_6
18251,2197569_6
18274,2197574_2
18283,2197574_2
18276,2197575_2
18278,2197575_2
18294,2197580_3
18298,2197581_3
18296,2197581_3
18336,2197581_3
18308,2197583_4
18322,2197583_4
18310,2197583_4
18318,2197583_4
18315,2197617_2
18320,2197617_2
18378,2197649_2
18379,2197649_2
18589,2199314_10
18629,2199270_3
18488,2199259_3
18544,2199259_3
18491,2199259_3
18519,2199263_5
18511,2199263_5
18720,2199275_3
18489,2199537_3
18838,2199538_3
18713,2199538_3
18500,2199263_5
18510,2199276_3
18515,2199276_3
18509,2199272_3
18583,2199554_3
18723,2199554_3
18530,2199284_3
18552,2199299_4
18579,2199349_3
18558,2199305_3
18581,2199314_10
18535,2199287_10
18574,2199314_10
18582,2199314_10
18570,2199314_10
18575,2199314_10
18580,2199554_3
18577,2199314_10
18541,2199288_3
18614,2199380_4
18616,2199407_3
18545,2199296_3
18718,2199538_3
18571,2199299_4
18584,2199314_10
18604,2199380_4
18596,2199359_2
18724,2199359_2
18633,2199379_4
18619,2199407_3
18634,2199407_3
18639,2199473_2
18665,2199473_2
18689,2199518_3
18677,2199510_3
18684,2199511_3
18688,2199511_3
18681,2199511_3
18687,2199518_3
18699,2199518_3
18709,2199536_2
18739,2199536_2
