Node,clique_id
6564,2214534_3
6296,2214539_3
6533,2214599_5
6537,2214603_5
6319,2214543_3
6528,2214553_3
6334,2214552_2
6345,2214552_2
6335,2214553_3
6340,2214553_3
6392,2214570_4
6393,2214571_4
6412,2214578_4
6409,2214578_4
6400,2214577_5
6398,2214574_5
6394,2214573_4
6410,2214577_5
6407,2214578_4
6401,2214578_4
6404,2214577_5
6427,2214581_3
6442,2214586_4
6438,2214584_4
6436,2214583_3
6443,2214585_4
6440,2214585_4
6456,2214586_4
6480,2214591_4
6475,2214591_4
6473,2214591_4
6474,2214590_4
6477,2214591_4
6540,2214610_3
6551,2214612_3
6544,2214606_7
6550,2214609_6
6548,2214609_6
6538,2214609_6
6534,2214601_3
6543,2214608_6
6545,2214606_7
6554,2214609_6
6552,2214608_6
6577,2214619_7
6549,2214611_3
6591,2214622_4
6593,2214622_4
6588,2214619_7
6573,2214620_3
6585,2214622_4
6590,2214620_3
6583,2214620_3
6599,2214619_7
6589,2214622_4
6673,2214664_3
6696,2214663_4
6686,2214674_3
6690,2214675_3
6700,2214675_3
6675,2214669_4
6683,2214665_5
6689,2214671_5
6699,2214672_4
6692,2214671_5
6679,2214673_4
6684,2214673_4
6685,2214673_4
6687,2214673_4
6694,2214675_3
6715,2214677_2
6717,2214677_2
6743,2214695_6
6741,2214693_7
6737,2214690_7
6760,2214738_9
6767,2214738_9
6750,2214710_14
6780,2214738_9
6779,2214739_7
6770,2214732_12
6769,2214739_7
6781,2214736_13
6774,2214739_7
6752,2214725_13
6773,2214738_9
6764,2214737_12
6755,2214737_12
6783,2214737_12
6748,2214716_12
6784,2214738_9
6765,2214739_7
6762,2214739_7
6763,2214739_7
6739,2214692_3
6751,2214692_3
6759,2214737_12
6747,2214696_4
6782,2214737_12
6756,2214738_9
6768,2214721_13
6749,2214707_12
6757,2214736_13
6775,2214708_11
6754,2214730_9
6786,2214734_12
6761,2214739_7
6852,2214778_2
6853,2214778_2
6864,2214799_12
6893,2214905_7
6887,2214856_6
6883,2214902_7
6892,2214910_7
6903,2214905_7
6880,2214900_12
6905,2214909_7
6879,2214901_10
6877,2214896_8
6904,2214900_12
6869,2214832_14
6924,2214915_5
6908,2214895_16
6866,2214806_14
6919,2214885_7
6886,2214901_10
6901,2214905_7
6881,2214883_16
6895,2214901_10
6918,2214905_7
6870,2214845_14
6871,2214856_6
6900,2214883_16
6920,2214917_4
6875,2214878_14
6894,2214895_16
6902,2214892_19
6898,2214892_19
6885,2214895_16
6906,2214889_19
6876,2214885_7
6872,2214808_3
6878,2214883_16
6891,2214911_5
6890,2214905_7
6899,2214895_16
6916,2214905_7
6907,2214885_7
6938,2214864_6
6927,2214885_7
6933,2214927_4
6949,2214938_4
6945,2214906_4
6943,2214934_4
6917,2214905_7
6925,2214907_4
6952,2214908_6
6941,2214930_4
6897,2214913_3
6954,2214913_3
6913,2214912_3
6914,2214913_3
6931,2214917_4
6961,2214956_3
6967,2214956_3
6966,2214950_10
6970,2214951_8
6964,2214938_4
6957,2214953_7
6975,2214948_11
6969,2214955_6
6978,2214955_6
6965,2214951_8
6971,2214957_4
6974,2214957_4
6977,2214948_11
6963,2214950_10
6951,2214939_3
6958,2214950_10
6955,2214941_10
6979,2214953_7
6987,2214952_7
6981,2214956_3
6994,2214965_5
7000,2214964_5
7004,2214965_5
6999,2214965_5
7020,2214965_5
6998,2214965_5
7025,2214970_2
7037,2214970_2
7057,2214990_2
7058,2214990_2
7113,2215000_3
7118,2215000_3
7114,2215000_3
7135,2215007_2
7140,2215007_2
7139,2215009_2
7153,2215009_2
7157,2215016_11
7176,2215043_9
7179,2215043_9
7178,2215043_9
7169,2215042_11
7187,2215048_5
7175,2215043_9
7165,2215036_11
7172,2215023_5
7168,2215040_5
7174,2215042_11
7191,2215048_5
7159,2215020_8
7199,2215048_5
7183,2215048_5
7160,2215025_9
7170,2215043_9
7162,2215031_11
7200,2215043_9
7186,2215048_5
7204,2215043_9
7184,2215033_12
7195,2215034_10
7185,2215040_5
7214,2215058_4
7211,2215058_4
7213,2215058_4
7215,2215058_4
7227,2215062_2
7229,2215062_2
7266,2215071_2
7270,2215071_2
7289,2215085_3
7285,2215084_3
7299,2215088_4
7306,2215091_4
7293,2215086_3
7298,2215087_5
7303,2215090_4
7304,2215091_4
7313,2215092_3
7307,2215092_3
7315,2215092_3
7429,2215108_3
7443,2215108_3
7446,2215108_3
7435,2215107_3
7448,2215119_2
7472,2215119_2
7509,2215133_3
7492,2215125_3
7511,2215133_3
7510,2215125_3
7496,2215124_3
7507,2215130_4
7515,2215131_3
7527,2215140_4
7514,2215132_3
7520,2215135_8
7547,2215168_8
7541,2215170_7
7549,2215171_4
7556,2215171_4
7557,2215170_7
7542,2215166_9
7565,2215169_7
7523,2215137_6
7551,2215170_7
7550,2215170_7
7534,2215148_10
7532,2215144_9
7568,2215144_9
7553,2215168_8
7569,2215143_9
7545,2215171_4
7548,2215170_7
7536,2215162_9
7543,2215164_12
7535,2215153_12
7539,2215164_12
7546,2215167_6
7552,2215167_6
7540,2215166_9
7591,2215168_8
7566,2215170_7
7558,2215171_4
7666,2215188_2
7685,2215188_2
7829,2215224_2
7834,2215224_2
7916,2215238_3
7917,2215238_3
7925,2215238_3
7932,2215239_2
7941,2215239_2
8029,2215248_5
8015,2215249_4
8018,2215246_5
8045,2215249_4
8025,2215248_5
8024,2215245_5
8028,2215247_5
8020,2215249_4
8017,2215249_4
8071,2215257_3
8077,2215257_3
8074,2215257_3
8168,2215283_2
8188,2215283_2
8193,2215285_2
8213,2215285_2
8302,2215311_3
8312,2215311_3
8306,2215311_3
8376,2215335_6
8462,2215331_5
8656,2215442_4
8655,2215433_4
8670,2215334_5
8665,2215335_6
8425,2215348_3
8698,2215335_6
8401,2215335_6
8564,2215334_5
8657,2215442_4
8695,2215450_3
8398,2215348_3
8712,2215451_3
8641,2215442_4
8619,2215430_6
8407,2215353_3
8651,2215439_3
8652,2215353_3
8649,2215440_3
8577,2215411_6
8696,2215424_3
8435,2215368_2
8444,2215368_2
8530,2215393_2
8536,2215393_2
8629,2215434_3
8646,2215435_4
8636,2215432_6
8634,2215433_4
8630,2215435_4
8587,2215413_3
8601,2215417_3
8604,2215417_3
8598,2215414_3
8668,2215440_3
8608,2215424_3
8936,2215429_5
8624,2215433_4
8632,2215440_3
8640,2215439_3
8643,2215442_4
8680,2215447_3
8907,2215447_3
8969,2215446_3
8864,2215505_3
8681,2215448_2
8694,2215448_2
8737,2215460_3
8723,2215460_3
8774,2215478_3
8716,2215457_3
8760,2215461_11
8740,2215461_11
8754,2215461_11
8752,2215461_11
8729,2215461_11
8758,2215468_3
8769,2215455_8
8756,2215468_3
8725,2215460_3
8749,2215461_11
8750,2215461_11
8753,2215461_11
8748,2215461_11
8745,2215464_3
8778,2215478_3
8773,2215478_3
8755,2215468_3
8825,2215487_4
8768,2215473_4
8787,2215473_4
8780,2215482_3
8777,2215472_4
8795,2215482_3
8784,2215477_3
8808,2215484_3
8790,2215482_3
8785,2215484_3
8976,2215484_3
8789,2215485_3
8862,2215499_3
8861,2215499_3
8812,2215486_4
8816,2215488_3
8818,2215487_4
8817,2215488_3
8820,2215488_3
8858,2215499_3
8846,2215496_2
8850,2215496_2
8950,2215508_3
8863,2215504_3
8874,2215508_3
8873,2215503_3
8965,2215505_3
9003,2215505_3
8920,2215531_3
8870,2215508_3
8997,2215520_3
8885,2215520_3
8893,2215520_3
8918,2215531_3
8914,2215530_3
8899,2215527_4
8925,2215529_4
8926,2215529_4
9090,2215529_4
8900,2215529_4
8930,2215530_3
8946,2215530_3
8929,2215531_3
8928,2215534_4
8978,2215580_5
8945,2215580_5
8992,2215580_5
8939,2215574_4
8948,2215580_5
8944,2215577_3
9127,2215577_3
9098,2215575_3
9092,2215576_3
9148,2215577_3
8979,2215580_5
8952,2215578_3
8962,2215579_5
8960,2215583_2
8975,2215583_2
8973,2215584_3
9017,2215599_3
9023,2215599_3
8994,2215586_3
9029,2215601_3
9028,2215601_3
9078,2215610_3
9004,2215590_3
9021,2215601_3
9006,2215593_3
9005,2215591_2
9008,2215591_2
9011,2215597_5
9089,2215597_5
9016,2215599_3
9047,2215604_3
9070,2215608_3
9084,2215610_3
9051,2215605_2
9105,2215605_2
9069,2215607_2
9080,2215607_2
9088,2215610_3
9107,2215619_3
9130,2215619_3
9134,2215625_3
9113,2215625_3
9166,2215637_3
9129,2215624_4
9135,2215629_3
9120,2215626_3
9115,2215628_3
9124,2215629_3
9145,2215629_3
9159,2215637_3
9249,2215637_3
9205,2215648_3
9211,2215651_3
9246,2215648_3
9223,2215658_3
9222,2215658_3
9217,2215654_3
9403,2215725_3
9407,2215726_3
9218,2215655_3
9247,2215670_3
9248,2215670_3
9221,2215656_5
9254,2215668_3
9233,2215662_4
9252,2215656_5
9255,2215670_3
9271,2215658_3
9224,2215659_2
9393,2215659_2
9237,2215665_3
9285,2215664_3
9293,2215665_3
9294,2215665_3
9243,2215668_3
9270,2215677_6
9345,2215704_6
9335,2215703_8
9348,2215704_6
9354,2215702_7
9379,2215704_6
9344,2215703_8
9343,2215704_6
9357,2215709_3
9282,2215679_2
9289,2215679_2
9288,2215682_2
9305,2215682_2
9317,2215692_6
9376,2215712_3
9349,2215703_8
9327,2215698_4
9318,2215694_3
9365,2215710_3
9331,2215700_7
9342,2215701_5
9384,2215722_3
9358,2215701_5
9378,2215717_4
9361,2215701_5
9381,2215716_4
9340,2215700_7
9332,2215701_5
9334,2215704_6
9351,2215706_4
9494,2215750_6
9512,2215706_4
9490,2215749_6
9356,2215709_3
9366,2215712_3
9377,2215710_3
9374,2215712_3
9370,2215713_5
9371,2215713_5
9399,2215721_3
9390,2215720_3
9383,2215713_5
9463,2215743_3
9385,2215722_3
9382,2215721_3
9415,2215726_3
9591,2215721_3
9408,2215722_3
9389,2215724_4
9388,2215724_4
9395,2215724_4
9396,2215724_4
9391,2215726_3
9412,2215730_5
9426,2215731_3
9438,2215729_5
9436,2215730_5
9433,2215728_5
9615,2215730_5
9429,2215731_3
9416,2215731_3
9593,2215779_5
9425,2215733_2
9435,2215733_2
9472,2215741_3
9470,2215743_3
9473,2215746_3
9488,2215752_4
9467,2215744_3
9542,2215770_3
9535,2215770_3
9492,2215757_4
9475,2215746_3
9491,2215757_4
9482,2215750_6
9500,2215750_6
9516,2215750_6
9509,2215750_6
9504,2215750_6
9503,2215757_4
9484,2215753_4
9499,2215757_4
9489,2215755_3
9553,2215774_3
9556,2215774_3
9514,2215756_3
9507,2215759_3
9543,2215759_3
9534,2215758_3
9525,2215759_3
9526,2215767_3
9537,2215767_3
9527,2215767_3
9573,2215777_5
9568,2215778_5
9561,2215770_3
9549,2215774_3
9551,2215775_2
9722,2215775_2
9557,2215778_5
9563,2215778_5
9583,2215778_5
9574,2215778_5
9599,2215779_5
9595,2215779_5
9598,2215779_5
9594,2215779_5
9604,2215782_2
9605,2215782_2
9625,2215788_2
9645,2215788_2
9640,2215790_2
9658,2215790_2
9666,2215796_2
9667,2215796_2
9681,2215799_3
9690,2215799_3
9746,2215799_3
9712,2215809_2
9735,2215809_2
9751,2215811_4
9755,2215811_4
9758,2215811_4
9756,2215811_4
9767,2215818_5
9763,2215815_2
9997,2215815_2
9780,2215818_5
9781,2215818_5
9814,2215817_4
9776,2215818_5
9779,2215818_5
9777,2215817_4
9772,2215819_3
9791,2215823_3
9787,2215823_3
9784,2215820_3
9796,2215822_3
9789,2215823_3
9842,2215832_2
9843,2215832_2
9845,2215907_10
9863,2215964_23
9854,2215913_7
9883,2215982_13
9893,2215983_13
9918,2215978_12
9915,2215978_12
9861,2215933_3
9896,2215983_13
9907,2215983_13
9921,2215978_12
9903,2215905_16
9888,2215983_13
9860,2215915_13
9881,2215963_23
9902,2215978_12
9923,2215952_25
9873,2215977_8
9920,2215987_3
9926,2215964_23
9914,2215950_25
9922,2215961_23
9916,2215983_13
9895,2215983_13
9875,2215978_12
9900,2215978_12
9894,2215932_13
9913,2215981_13
9867,2215965_20
9908,2215965_20
9887,2215964_23
9910,2215906_15
9905,2215965_20
9911,2215983_13
9897,2215983_13
9912,2215965_20
9884,2215984_4
9904,2215965_20
9892,2215856_25
9931,2215916_13
9879,2215965_20
9877,2215979_13
9925,2215964_23
9899,2215983_13
9917,2215983_13
9906,2215983_13
9886,2215984_4
9927,2215933_3
9874,2215967_3
9972,2215983_13
9882,2215980_3
9919,2215987_3
9885,2215985_2
9889,2215985_2
9940,2215987_3
9941,2215990_3
10109,2216043_3
10131,2216046_3
10119,2216046_3
9943,2215993_3
9954,2215995_3
9955,2215999_3
9959,2215999_3
9950,2215997_3
9958,2215998_3
9961,2215999_3
9969,2216000_2
9971,2216000_2
10118,2216044_4
10000,2216005_3
10026,2216016_3
10033,2216020_3
10003,2216009_2
10063,2216009_2
10016,2216015_4
10019,2216014_4
10035,2216020_3
10022,2216014_4
10025,2216012_6
10018,2216015_4
10020,2216012_6
10029,2216015_4
10017,2216015_4
10046,2216020_3
10031,2216017_2
10052,2216017_2
10032,2216019_4
10037,2216018_6
10041,2216018_6
10040,2216018_6
10038,2216019_4
10050,2216019_4
10056,2216023_3
10065,2216023_3
10064,2216023_3
10071,2216028_5
10307,2216025_3
10315,2216028_5
10312,2216027_4
10310,2216028_5
10314,2216026_3
10309,2216028_5
10308,2216028_5
10072,2216030_3
10088,2216030_3
10091,2216029_3
10086,2216030_3
10090,2216038_5
10269,2216092_5
10293,2216091_4
10261,2216086_6
10265,2216088_3
10267,2216094_3
10279,2216096_3
10278,2216093_4
10272,2216092_5
10112,2216046_3
10126,2216045_3
10111,2216045_3
10127,2216044_4
10141,2216047_2
10151,2216047_2
10153,2216049_3
10167,2216049_3
10164,2216048_3
10156,2216049_3
10169,2216054_3
10383,2216054_3
10387,2216054_3
10369,2216114_3
10183,2216055_2
10185,2216055_2
10201,2216056_2
10361,2216056_2
10204,2216057_2
10210,2216057_2
10214,2216059_2
10218,2216059_2
10226,2216063_3
10246,2216076_3
10258,2216083_4
10241,2216063_3
10227,2216065_5
10233,2216070_4
10236,2216072_4
10240,2216065_5
10242,2216076_3
10230,2216072_4
10244,2216069_4
10228,2216067_4
10235,2216073_3
10381,2216076_3
10254,2216072_4
10270,2216073_3
10253,2216080_3
10283,2216096_3
10263,2216089_3
10275,2216093_4
10276,2216096_3
10291,2216099_2
10320,2216099_2
10325,2216106_4
10330,2216106_4
10329,2216106_4
10332,2216106_4
10345,2216108_4
10358,2216110_5
10364,2216111_5
10362,2216111_5
10353,2216109_5
10363,2216111_5
10371,2216114_3
10374,2216114_3
10407,2216124_2
10408,2216124_2
10418,2216126_2
10435,2216126_2
10423,2216127_3
10652,2216127_3
10647,2216127_3
10429,2216128_2
10444,2216128_2
10478,2216146_8
10489,2216146_8
10496,2216145_7
10490,2216147_3
10495,2216146_8
10498,2216146_8
10501,2216145_7
10484,2216146_8
10497,2216146_8
10483,2216144_10
10492,2216146_8
10500,2216149_3
10508,2216147_3
10505,2216147_3
10516,2216152_3
10514,2216149_3
10523,2216152_3
10518,2216152_3
10520,2216151_3
10537,2216156_2
10549,2216156_2
10554,2216157_2
10562,2216157_2
10565,2216158_4
10569,2216159_4
10678,2216159_4
10576,2216159_4
10571,2216159_4
10594,2216163_4
10607,2216171_5
10595,2216167_4
10604,2216171_5
10597,2216168_3
10605,2216171_5
10601,2216171_5
10606,2216171_5
10598,2216167_4
10619,2216170_5
10637,2216177_3
10642,2216176_3
10645,2216177_3
10640,2216177_3
10657,2216179_2
10662,2216179_2
10663,2216180_2
10680,2216180_2
10684,2216186_2
10685,2216186_2
10686,2216187_3
10913,2216258_3
10915,2216187_3
10695,2216192_4
10708,2216192_4
10714,2216199_4
10713,2216188_4
10710,2216192_4
10712,2216189_4
10699,2216192_4
10715,2216199_4
10722,2216199_4
10724,2216206_4
10729,2216207_3
10735,2216207_3
10734,2216206_4
10731,2216206_4
10736,2216206_4
10728,2216207_3
10774,2216214_6
10757,2216210_9
10760,2216209_7
10776,2216214_6
10773,2216214_6
10778,2216214_6
10772,2216210_9
10779,2216214_6
10769,2216213_3
10777,2216215_3
10775,2216214_6
10767,2216212_4
10783,2216215_3
10788,2216215_3
10793,2216219_4
10794,2216218_4
10806,2216222_4
10803,2216222_4
10797,2216222_4
10808,2216221_4
10810,2216226_4
10813,2216230_3
10812,2216230_3
10814,2216228_3
10811,2216228_3
10829,2216228_3
10819,2216230_3
10824,2216234_3
10822,2216233_3
11099,2216274_3
10964,2216274_3
10827,2216234_3
10835,2216236_3
10833,2216236_3
10838,2216236_3
10836,2216237_2
10875,2216237_2
10857,2216240_2
10859,2216240_2
10868,2216246_4
11018,2216280_4
11013,2216245_4
11003,2216277_3
11019,2216246_4
11171,2216276_5
11017,2216280_4
11016,2216280_4
10880,2216250_3
10881,2216250_3
10877,2216250_3
10887,2216253_3
10889,2216253_3
10891,2216253_3
10903,2216258_3
10914,2216258_3
10916,2216264_4
10924,2216270_4
10922,2216268_4
10929,2216270_4
10927,2216270_4
10933,2216270_4
10954,2216273_3
10967,2216273_3
10965,2216273_3
11110,2216274_3
10978,2216275_2
10981,2216275_2
11011,2216277_3
11010,2216280_4
11037,2216282_3
11041,2216282_3
11040,2216282_3
11046,2216284_5
11048,2216286_4
11051,2216285_5
11052,2216286_4
11053,2216286_4
11062,2216286_4
11058,2216285_5
11050,2216287_2
11071,2216287_2
11085,2216293_2
11089,2216293_2
11091,2216295_3
11096,2216295_3
11098,2216295_3
11101,2216300_3
11108,2216300_3
11106,2216300_3
11114,2216308_3
11123,2216311_3
11116,2216308_3
11122,2216309_3
11132,2216313_4
11127,2216312_4
11124,2216312_4
11133,2216314_4
11136,2216314_4
11141,2216314_4
11135,2216314_4
11168,2216317_3
11161,2216318_3
11169,2216323_3
11306,2216323_3
11162,2216321_3
11167,2216323_3
11176,2216324_4
11193,2216331_5
11189,2216331_5
11180,2216329_4
11187,2216331_5
11190,2216331_5
11184,2216330_5
11198,2216331_5
11191,2216333_3
11204,2216334_3
11202,2216334_3
11205,2216334_3
11218,2216335_2
11221,2216335_2
11225,2216336_2
11393,2216336_2
11239,2216340_3
11253,2216342_4
11246,2216340_3
11245,2216342_4
11242,2216339_3
11244,2216341_4
11251,2216342_4
11257,2216342_4
11299,2216351_3
11301,2216353_3
11303,2216353_3
11300,2216352_3
11313,2216353_3
11309,2216354_2
11310,2216354_2
11335,2216372_15
11327,2216370_26
11362,2216379_28
11382,2216378_31
11381,2216378_31
11388,2216379_28
11342,2216379_28
11371,2216379_28
11366,2216379_28
11359,2216379_28
11347,2216379_28
11358,2216379_28
11364,2216379_28
11385,2216378_31
11372,2216379_28
11389,2216379_28
11354,2216379_28
11386,2216379_28
11363,2216379_28
11349,2216379_28
11370,2216379_28
11365,2216379_28
11348,2216379_28
11377,2216378_31
11374,2216379_28
11387,2216370_26
11376,2216379_28
11351,2216377_31
11378,2216375_29
11340,2216379_28
11346,2216377_31
11357,2216379_28
11367,2216379_28
11356,2216379_28
11384,2216379_28
11373,2216379_28
11369,2216379_28
11343,2216379_28
11355,2216377_31
11353,2216382_4
11383,2216382_4
11375,2216382_4
11360,2216382_4
11400,2216385_3
11409,2216393_3
11411,2216393_3
11413,2216394_3
11407,2216392_3
11420,2216393_3
11418,2216394_3
11416,2216394_3
11433,2216396_2
11434,2216396_2
11462,2216399_3
11465,2216400_4
11466,2216401_3
11475,2216403_3
11470,2216403_3
11478,2216401_3
11473,2216403_3
11477,2216404_2
11479,2216404_2
11500,2216407_2
11502,2216407_2
11526,2216409_3
11538,2216409_3
11537,2216409_3
11547,2217228_22
11641,2217864_16
11593,2218766_19
11615,2219013_17
11588,2218992_22
11619,2219013_17
11613,2218995_4
11598,2218992_22
11605,2219013_17
11625,2219011_17
11627,2218991_22
11572,2218018_20
11630,2219012_18
11624,2219012_18
11616,2219005_17
11607,2219014_3
11643,2219013_17
11602,2219013_17
11610,2219013_17
11636,2219013_17
11589,2218992_22
11628,2218216_18
11581,2218766_19
11587,2218766_19
11604,2218992_22
11586,2218862_17
11597,2218992_22
11620,2218992_22
11629,2219013_17
11611,2219013_17
11578,2218448_22
11603,2219013_17
11623,2219013_17
11595,2219014_3
11614,2219013_17
11606,2219013_17
11634,2219013_17
11560,2217571_20
11594,2219013_17
11618,2219009_17
11553,2217229_2
11565,2217229_2
11554,2217230_3
11555,2217230_3
11570,2217230_3
11590,2218995_4
11556,2217243_11
11567,2217771_18
11626,2218992_22
11617,2218994_4
11559,2217427_19
11577,2218148_22
11596,2218992_22
11752,2217870_4
11571,2217869_3
11579,2218449_3
11609,2218216_18
11580,2218469_21
11632,2218470_5
11645,2219013_17
11600,2218864_5
11644,2219014_3
11633,2219016_2
11638,2219016_2
11654,2219018_2
11657,2219018_2
11705,2219024_3
11700,2219024_3
11706,2219024_3
11726,2219030_3
11727,2219031_3
11732,2219031_3
11730,2219031_3
11733,2219032_2
11735,2219032_2
11747,2219033_3
11748,2219035_3
11750,2219035_3
11756,2219034_3
11751,2219035_3
11763,2219037_3
11772,2219039_3
11770,2219039_3
11767,2219039_3
11793,2219041_2
11794,2219041_2
11804,2219043_3
11811,2219043_3
11809,2219043_3
11813,2219045_2
11922,2219045_2
11830,2219047_3
11831,2219048_3
11836,2219048_3
11835,2219048_3
11838,2219051_4
11860,2219066_4
11859,2219066_4
11871,2219066_4
11842,2219052_3
11844,2219053_7
11850,2219060_6
11862,2219067_3
11861,2219063_4
11856,2219064_3
11858,2219065_3
11866,2219063_4
11845,2219054_7
11872,2219067_3
11846,2219055_3
11848,2219056_3
11853,2219061_4
11877,2219069_3
11855,2219062_3
11870,2219066_4
11875,2219062_3
11868,2219064_3
11867,2219063_4
11864,2219067_3
11883,2219069_3
11891,2219069_3
11885,2219073_2
11898,2219073_2
11925,2219075_2
11930,2219075_2
11931,2219076_2
11932,2219076_2
11933,2219079_3
11936,2219078_3
11942,2219082_3
11935,2219079_3
11937,2219079_3
11943,2219082_3
11941,2219082_3
11958,2219091_4
11962,2219091_4
11960,2219090_3
11964,2219091_4
11965,2219091_4
11979,2219097_2
11980,2219097_2
11986,2219100_2
11987,2219100_2
11991,2219101_2
11992,2219101_2
11997,2219103_3
12000,2219103_3
12001,2219103_3
12008,2219104_2
12017,2219104_2
12015,2219105_2
12016,2219105_2
12020,2219106_2
12025,2219106_2
12044,2219112_3
12043,2219110_2
12052,2219110_2
12049,2219112_3
12046,2219112_3
12064,2219118_11
12082,2219132_18
12074,2219131_18
12079,2219132_18
12070,2219132_18
12081,2219132_18
12065,2219120_15
12098,2219132_18
12086,2219132_18
12085,2219135_10
12092,2219132_18
12071,2219135_10
12087,2219135_10
12067,2219118_11
12072,2219135_10
12075,2219135_10
12073,2219135_10
12083,2219135_10
12088,2219134_10
12089,2219132_18
12069,2219124_15
12091,2219135_10
12084,2219135_10
12078,2219132_18
12096,2219129_15
12097,2219130_16
12102,2219135_10
12077,2219133_3
12129,2219143_2
12133,2219143_2
12130,2219144_2
12132,2219144_2
12178,2219156_2
12180,2219156_2
12182,2219158_2
12187,2219158_2
12189,2219160_5
12194,2219160_5
12192,2219160_5
12190,2219160_5
12193,2219160_5
12199,2219161_4
12204,2219161_4
12205,2219161_4
12208,2219161_4
12207,2219164_2
12210,2219164_2
12273,2219183_2
12279,2219183_2
12275,2219184_3
12283,2219184_3
12277,2219184_3
12292,2219187_6
12297,2219187_6
12299,2219187_6
12296,2219187_6
12298,2219187_6
12293,2219187_6
12313,2219190_3
12315,2219190_3
12318,2219190_3
12333,2219193_3
12328,2219194_3
12342,2219194_3
12431,2219194_3
12366,2219200_10
12383,2219199_3
12377,2219200_10
12375,2219200_10
12374,2219200_10
12370,2219200_10
12371,2219200_10
12376,2219200_10
12373,2219200_10
12368,2219200_10
12367,2219200_10
12379,2219202_3
12385,2219202_3
12387,2219202_3
12393,2219205_5
12399,2219206_5
12396,2219206_5
12397,2219206_5
12395,2219206_5
12398,2219206_5
12411,2219208_4
12415,2219211_4
12416,2219210_5
12421,2219211_4
12417,2219211_4
12420,2219210_5
12419,2219211_4
12454,2219218_4
12455,2219218_4
12461,2219218_4
12456,2219218_4
12469,2219219_2
12470,2219219_2
12495,2219223_5
12500,2219223_5
12506,2219222_4
12497,2219223_5
12502,2219223_5
12496,2219223_5
12524,2219225_2
12526,2219225_2
12536,2219227_10
12541,2219227_10
12540,2219227_10
12537,2219226_4
12538,2219227_10
12547,2219227_10
12544,2219227_10
12548,2219227_10
12543,2219227_10
12542,2219227_10
12539,2219227_10
12551,2219228_7
12575,2219235_14
12579,2219235_14
12576,2219235_14
12564,2219235_14
12572,2219235_14
12573,2219235_14
12553,2219229_8
12566,2219235_14
12570,2219235_14
12569,2219235_14
12577,2219235_14
12555,2219230_12
12574,2219233_13
12565,2219235_14
12567,2219235_14
12557,2219233_13
12571,2219235_14
12562,2219233_13
12578,2219235_14
12586,2219237_5
12590,2219237_5
12589,2219237_5
12593,2219237_5
12598,2219240_4
12587,2219238_2
12595,2219238_2
12591,2219241_4
12599,2219241_4
12594,2219241_4
12592,2219241_4
12612,2219242_2
12613,2219242_2
12619,2219245_2
12621,2219245_2
12645,2219246_3
12648,2219246_3
12647,2219246_3
12666,2219248_2
12667,2219248_2
12670,2219250_3
12674,2219252_4
12673,2219253_4
12671,2219251_4
12676,2219252_4
12678,2219254_3
12675,2219253_4
12679,2219254_3
12684,2219254_3
12683,2219255_3
12687,2219255_3
12688,2219255_3
12731,2219265_12
12749,2219265_12
12747,2219269_7
12740,2219270_4
12746,2219265_12
12735,2219265_12
12748,2219264_12
12745,2219265_12
12733,2219265_12
12738,2219269_7
12741,2219269_7
12744,2219270_4
12739,2219270_4
12736,2219267_7
12743,2219269_7
12757,2219268_6
12758,2219270_4
12742,2219271_11
12756,2219271_11
12760,2219274_3
12752,2219272_6
12759,2219274_3
12751,2219273_3
12762,2219272_6
12750,2219272_6
12753,2219272_6
12761,2219273_3
12755,2219272_6
12754,2219272_6
12763,2219273_3
12765,2219274_3
12779,2219275_4
12783,2219278_3
12782,2219277_4
12785,2219278_3
12788,2219277_4
12784,2219278_3
12789,2219279_2
12790,2219279_2
12795,2219281_3
12800,2219281_3
12796,2219281_3
12813,2219285_3
12816,2219285_3
12819,2219285_3
12825,2219290_3
12828,2219290_3
12829,2219290_3
12834,2219292_4
12838,2219293_3
12837,2219292_4
12835,2219292_4
12836,2219293_3
12844,2219293_3
12846,2219299_3
12850,2219300_5
12848,2219300_5
12854,2219300_5
12852,2219300_5
12855,2219300_5
12859,2219301_8
12866,2219303_3
12869,2219302_9
12868,2219302_9
12864,2219302_9
12861,2219302_9
12867,2219302_9
12860,2219302_9
12863,2219303_3
12862,2219302_9
12871,2219303_3
12903,2219308_11
12911,2219308_11
12904,2219309_4
12914,2219308_11
12916,2219308_11
12915,2219308_11
12919,2219308_11
12905,2219308_11
12920,2219305_12
12908,2219307_12
12910,2219308_11
12909,2219307_12
12913,2219309_4
12912,2219309_4
12906,2219306_12
12923,2219309_4
12929,2219312_2
12930,2219312_2
12934,2219313_2
12935,2219313_2
12938,2219314_4
12941,2219314_4
12942,2219314_4
12943,2219314_4
12947,2219315_2
12948,2219315_2
12954,2219318_8
12964,2219320_8
12966,2219319_8
12956,2219320_8
12955,2219320_8
12959,2219320_8
12957,2219320_8
12963,2219320_8
12960,2219320_8
12961,2219320_8
12969,2219322_3
12975,2219322_3
12974,2219322_3
12982,2219325_2
12985,2219325_2
12988,2219326_5
12990,2219327_7
12992,2219327_7
12994,2219327_7
12993,2219327_7
12991,2219327_7
12995,2219327_7
12997,2219327_7
13000,2219332_14
13045,2219332_14
13044,2219332_14
13047,2219332_14
13051,2219332_14
13049,2219329_13
13043,2219332_14
13042,2219332_14
13038,2219332_14
13048,2219332_14
